,ENSLACT00000013392,ENSCMIT00000008259,ENSCMIT00000034866,ENSCHAT00000050923,ENSCMIT00000034843,ENSCMIT00000034720,ENSCMIT00000034884,ENSCMIT00000034849,ENSCMIT00000034880,ENSCMIT00000034724,ENSCMIT00000034882,ENSCMIT00000000338,ENSCMIT00000034830,ENSDCDT00000030152,ENSDCDT00000030155,ENSCMIT00000034758,ENSCMIT00000034835,ENSCMIT00000034834,ENSCMIT00000034876,ENSCMIT00000034871,ENSCHAT00000050916,ENSCMIT00000034714,ENSCMIT00000034710,ENSCMIT00000034859,ENSLACT00000010645
ENSLACT00000013392,1.0,0.4619323671497584,0.42306010928961746,0.4160506863780359,0.39890239965565477,0.42213547161848486,0.3932708218422505,0.41967871485943775,0.4672766749379653,0.4314878508820592,0.3928297055057619,0.44099378881987583,0.4356299438266651,0.386960690316395,0.3981500513874614,0.4418604651162791,0.4347360531106115,0.42585047871256876,0.4292146596858639,0.42650299024236693,0.4160506863780359,0.41539830005930023,0.4292622697808417,0.4249770220588236,0.4103509289295193
ENSCMIT00000008259,0.4619323671497584,1.0,0.4348935226264419,0.39233317557974445,0.38154613466334164,0.4308969039259496,0.43966269264321023,0.43027727180732644,0.4233531064626912,0.44332097517132907,0.4272826681246582,0.32320586694604503,0.4473348043200558,0.39522722951131395,0.3931878987445976,0.4444830582102519,0.4294511668107174,0.4256236526024022,0.42383616594531826,0.4264910589998929,0.39233317557974445,0.42007952286282313,0.43071041733036,0.41717090992122396,0.4185840707964601
ENSCMIT00000034866,0.42306010928961746,0.4348935226264419,1.0,0.393254817987152,0.5297906602254429,0.6402877697841727,0.5908825248392753,0.7787139689578714,0.6866630958757365,0.6336910350994858,0.5908825248392753,0.8887070376432079,0.6184024505183789,0.4161280067818163,0.4175847684244305,0.585609243697479,0.6175713617220402,0.614963707426019,1.0,1.0,0.393254817987152,0.6326440340594935,0.6348514397154984,1.0,0.5133288903698767
ENSCHAT00000050923,0.4160506863780359,0.39233317557974445,0.393254817987152,1.0,0.3903429120820425,0.43390953317461967,0.39933444259567386,0.400019681165125,0.4480133962551378,0.4387898433279309,0.37848398020317786,0.3789144050104385,0.43240198287516907,0.6622765757290687,0.6648176682074988,0.4552600769359425,0.42931446998855716,0.42386625287816604,0.3885499288183851,0.3896050324842735,1.0,0.4289035257652073,0.4349346775023146,0.3857302118171684,0.399002849002849
ENSCMIT00000034843,0.39890239965565477,0.38154613466334164,0.5297906602254429,0.3903429120820425,1.0,0.61177012553265,0.5443227091633466,0.526353495036332,0.5196521739130435,0.6294363256784968,0.5443227091633466,0.1987951807228916,0.5763131256326622,0.3834466638334042,0.38908373520385797,0.6781266444483424,0.5834507042253522,0.5879799666110184,0.5107550482879719,0.5219109612925723,0.3903429120820425,0.611342694164107,0.6094558840446336,0.5190949516086842,0.4153795050656037
ENSCMIT00000034720,0.42213547161848486,0.4308969039259496,0.6402877697841727,0.43390953317461967,0.61177012553265,1.0,0.6228153797267239,0.6858285954937882,0.7037267080745342,1.0,0.6228153797267239,0.9752525252525253,0.7088228242627668,0.4297019527235355,0.43871183418765325,0.6703136396790663,0.7332820906994619,0.7269488683989941,0.6596790042581068,0.6604044645817218,0.43390953317461967,1.0,1.0,0.6792710141333994,0.5191421763304209
ENSCMIT00000034884,0.3932708218422505,0.43966269264321023,0.5908825248392753,0.39933444259567386,0.5443227091633466,0.6228153797267239,1.0,0.5776687689792105,0.0,0.592156862745098,1.0,0.0,0.4917994376757263,0.41209250487601,0.41209250487601,0.565231158961368,0.5541838134430727,0.5630795167181792,0.5508754123318954,0.5806732443412652,0.39933444259567386,0.5985977212971078,0.5981620718462823,0.5895765472312704,0.4395209580838324
ENSCMIT00000034849,0.41967871485943775,0.43027727180732644,0.7787139689578714,0.400019681165125,0.526353495036332,0.6858285954937882,0.5776687689792105,1.0,0.7341440886699507,0.6619137796591289,0.5776687689792105,0.8951898734177215,0.5896495956873316,0.4184063510732138,0.42489679263258173,0.611662315056571,0.6518709124048462,0.6479852730619758,0.7646943381414975,0.8002124269782263,0.400019681165125,0.6766214177978884,0.6840999789960093,0.805933104833944,0.4918759231905465
ENSCMIT00000034880,0.4672766749379653,0.4233531064626912,0.6866630958757365,0.4480133962551378,0.5196521739130435,0.7037267080745342,0.0,0.7341440886699507,1.0,0.6702578594136348,0.0,0.9006085192697769,0.6839685883930282,0.4172284644194757,0.42861969927352594,0.645610278372591,0.7158597662771286,0.712451057165231,0.7144913627639156,0.7206795164978765,0.4480133962551378,0.7003986507206379,0.7124491456468673,0.7506307005627789,0.5537744097930632
ENSCMIT00000034724,0.4314878508820592,0.44332097517132907,0.6336910350994858,0.4387898433279309,0.6294363256784968,1.0,0.592156862745098,0.6619137796591289,0.6702578594136348,1.0,0.592156862745098,0.9706840390879479,0.707218456415745,0.4260841700491348,0.4293760831889082,0.6725569888672911,0.7039859320046893,0.7020652296580522,0.6278696051423324,0.6284361284361284,0.4387898433279309,1.0,1.0,0.6440477752985956,0.5326880624893869
