	ENSPSMT00000002830	ENSSMRT00000013331	ENSPCOT00000019346	ENSCSAT00000000395	ENSTGET00000041000	ENSPTET00000008868	ENSCPBT00000018232	ENSCJAT00000015614	ENSOGAT00000015711	ENSPANT00000008897	ENSTSYT00000011575	ENSMUST00000002008	ENSMUST00000215957	ENSPPYT00000004776	ENSNLET00000009488	ENSGGOT00000005821	ENSDORT00000002738	ENSCPRT00005001340	ENSHGLT00100006574	ENSEEUT00000006495	ENSCAPT00000019492	ENSRBIT00000000755	ENST00000326621	ENSPPAT00000028670	ENSMFAT00000014011	ENSMUST00000215271	ENSGAGT00000026083	ENSSART00000011453	ENSMLET00000044242	ENSMICT00000001692	ENSCCAT00000051997	ENSSBOT00000025909	ENSCLAT00000022427	ENSCANT00000014713	ENSODET00000006751	ENSPVIT00000002506	ENSCPRT00005001336	ENSPTRT00000008205	ENSCPOT00000000604	ENSMNET00000060836	ENSCABT00000019905	ENSHGLT00000004394	ENSFDAT00000014237	ENSANAT00000056737	ENSRROT00000041875	ENSCATT00000039978	ENST00000403470
ENSPSMT00000002830	1.0	0.3596907397645406	0.9553961868112648	0.8741246498599441	0.8709733893557423	0.8627450980392157	0.4872340425531914	0.8623949579831933	0.8849789915966386	0.8702731092436975	0.8793767507002801	0.8061974789915967	0.77652606759235	0.8737745098039216	0.8818277310924371	0.8844537815126049	0.8072478991596639	0.4836992681304058	0.8165266106442577	0.7573851203501094	0.8031704095112285	0.8674719887955182	0.8844537815126049	0.8800770308123249	0.8688725490196079	0.8121939275220372	0.4833993298812063	0.6876128566269412	0.8683473389355743	0.9413515406162464	0.8606442577030813	0.8576680672268907	0.8244047619047619	0.8678221288515406	0.8030382399161865	0.3781544256120528	0.5006815084052704	0.8799019607843137	0.8014705882352942	0.8688725490196079	0.4279881217520416	0.8177521008403361	0.8160014005602241	0.8655462184873951	0.8674719887955182	0.8702731092436975	0.8849171752397559
ENSSMRT00000013331	0.3596907397645406	1.0	0.3744133232399698	0.3672350791717418	0.3655750190403656	0.3642987249544627	0.5656534954407295	0.3548041615667075	0.35679463741620965	0.3655750190403656	0.3746177370030581	0.36597232780903133	0.3714713430282293	0.36632761499924094	0.36619504031644606	0.3648936170212767	0.365793905986832	0.5834256183093393	0.3600124571784491	0.3925438596491229	0.3912695874640231	0.3672942605526876	0.3640091116173121	0.36370539104024296	0.3651035322777101	0.3635997584054762	0.5638524839987809	0.3558631921824105	0.36696129228893626	0.36255460159662606	0.3679951137578257	0.3725370398655873	0.355924317617866	0.3649202733485193	0.357120101943294	0.6235426852200076	0.5919668473063436	0.36597232780903133	0.3779586913915272	0.3637193730025872	0.5507732438978945	0.3596450256889304	0.3510297482837529	0.3553113553113554	0.3672942605526876	0.3645642900670323	0.3625679705314857
ENSPCOT00000019346	0.9553961868112648	0.3744133232399698	1.0	0.8721702384545729	0.8732266827648657	0.8674916993661335	0.4984830097087378	0.8595641646489104	0.8993796338326524	0.8715665559915484	0.8865076969514035	0.8083308179897374	0.785214996822707	0.8736794446121341	0.8837911258677935	0.8839420464835497	0.8128584364624207	0.5051736881005173	0.8175925925925925	0.7819417050186281	0.7983572233854083	0.8693027467552068	0.8810745547841835	0.8788107455478419	0.8703591910654995	0.8121746095314377	0.4930218446601942	0.7087404994571118	0.8699064292182312	0.948837911258678	0.8577481840193705	0.8603208232445521	0.8271604938271605	0.8696045879867191	0.8043167751150611	0.3785310734463277	0.515307766677409	0.8786598249320857	0.8027467552067612	0.8691518261394506	0.4400148340441312	0.8186728395061729	0.8018412315122245	0.8716124148372445	0.8693027467552068	0.8724720796860851	0.8901098901098901
ENSCSAT00000000395	0.8741246498599441	0.3672350791717418	0.8721702384545729	1.0	0.9872514797389588	0.9760932062339236	0.5036474164133738	0.9307668898356664	0.8492027334851936	0.9892244650174532	0.8757019274548492	0.7878281985126726	0.7575047902916755	0.965496368038741	0.9736123748862604	0.9712164823511588	0.7925330095613902	0.4984221273436049	0.8110749185667753	0.77229892614508	0.7822515703011758	0.9830482821250188	0.9732061762034514	0.9706327580986982	0.9880103202306876	0.7969032776995777	0.494210847044485	0.7326275787187839	0.9875550159356504	0.8614849538787237	0.9243761412051126	0.9274193548387096	0.8194186765615337	0.9815319406600059	0.7886630676405209	0.3884892086330936	0.5129617627997408	0.9719612003637466	0.7843523002421308	0.9863470873786409	0.4499347380197651	0.8121606948968513	0.8058886022158143	0.9240833713677165	0.9830482821250188	0.9881620883290332	0.9753582663404404
ENSTGET00000041000	0.8709733893557423	0.3655750190403656	0.8732266827648657	0.9872514797389588	1.0	0.976395823876532	0.5033434650455927	0.9276796589524968	0.8520880789673501	0.998026116003644	0.8791375645308229	0.7807470391740055	0.7479224376731302	0.9638317191283292	0.9719441916894146	0.9695500681714893	0.7950197388399636	0.5006499535747446	0.8094351334574799	0.7762436993206224	0.7801578354002254	0.9813833812622976	0.9715410233121404	0.9689676052073872	0.9963575656397026	0.7909877288271977	0.4995431008224185	0.7307274701411509	0.996355906468266	0.8622410403750189	0.9214492312376312	0.9217417783191232	0.8174087816944959	0.9798667877686952	0.7869164814226739	0.3903500473036896	0.5173532273759325	0.9702940284934828	0.7805690072639225	0.9946905339805824	0.454782770837218	0.8105214152700186	0.8042818098997875	0.9243876464323748	0.9813833812622976	0.9969632553902216	0.9769311429570079
ENSPTET00000008868	0.8627450980392157	0.3642987249544627	0.8674916993661335	0.9760932062339236	0.976395823876532	1.0	0.49027355623100294	0.9185376213592232	0.8419296116504854	0.9783628385534876	0.8680587078226659	0.7762142532909668	0.7460216422660726	0.9599031623543652	0.9659555152065366	0.9655015887426236	0.7831744590709638	0.4953737971872687	0.8011442709138704	0.77229892614508	0.7799967788693831	0.990316235436526	0.9673172945982752	0.9647450446361024	0.9771523679830534	0.7879759519038076	0.4854103343465046	0.7233984799131379	0.9766984415191404	0.8567972176016936	0.9124696601941747	0.9123179611650486	0.8143166357452072	0.9906188530791346	0.7813591616386154	0.3904600301659125	0.5090497737556561	0.9648963534574064	0.7821152973218338	0.9759418974126192	0.4406464796581832	0.8022266893459101	0.796187017703132	0.9172863864015784	0.990316235436526	0.9773036768043576	0.9708500610926863
ENSCPBT00000018232	0.4872340425531914	0.5656534954407295	0.4984830097087378	0.5036474164133738	0.5033434650455927	0.49027355623100294	1.0	0.4968133535660091	0.4946953622309791	0.5033434650455927	0.4930091185410335	0.4870090634441088	0.5680390788555478	0.5010628606134224	0.506079027355623	0.5009118541033435	0.4641337386018237	0.7190435525192144	0.4761904761904762	0.5289115646258503	0.4807517429524098	0.4972644376899695	0.5054711246200608	0.5048632218844985	0.5027355623100304	0.4673714910681736	0.9125799573560768	0.4550379198266522	0.5033434650455927	0.4940891179145195	0.5012158054711247	0.5003037667071689	0.4844175491679274	0.4957446808510638	0.4842105263157894	0.6209726443768997	0.7669225401256106	0.5066869300911854	0.4774173992118824	0.5027355623100304	0.9538834951456312	0.4761904761904762	0.4668693009118541	0.4901425538368214	0.4972644376899695	0.5033434650455927	0.5054711246200608
ENSCJAT00000015614	0.8623949579831933	0.3548041615667075	0.8595641646489104	0.9307668898356664	0.9276796589524968	0.9185376213592232	0.4968133535660091	1.0	0.8465052535404294	0.9286040493225758	0.8627421076711911	0.7860408412069491	0.7592791246513624	0.9294492489758762	0.9390299528660484	0.9424362089914944	0.7899954247369224	0.4858314690529455	0.8088189467123714	0.7699251431087627	0.7738075990299108	0.9254931714719272	0.9371680072848688	0.9348914858096828	0.92696287279367	0.7986672051696284	0.4822458270106221	0.7278187278187278	0.9273530307645448	0.8458156458459672	0.9537220277058912	0.9499086479902558	0.8156424581005587	0.9259371680072848	0.7918393369461268	0.3833333333333333	0.4916639424648578	0.9358760066859141	0.7743013365735115	0.9253231939163498	0.4224089635854342	0.8097834553668796	0.806161354277871	0.9572102938937108	0.9254931714719272	0.9276796589524968	0.9418035651869976
ENSOGAT00000015711	0.8849789915966386	0.35679463741620965	0.8993796338326524	0.8492027334851936	0.8520880789673501	0.8419296116504854	0.4946953622309791	0.8465052535404294	1.0	0.8507213363705391	0.8735003796507214	0.7831435079726652	0.7576470588235295	0.854043392504931	0.8563401670463174	0.858466211085801	0.7981776765375854	0.4831043445971036	0.7981722428748451	0.75692916849978	0.7761627906976745	0.8440060698027314	0.8568826832599787	0.8536955531947185	0.8495064540622628	0.7917505030181087	0.4834798423764777	0.7101172620670848	0.8490508731966591	0.8884172225591267	0.8449824881985686	0.8478757423481041	0.7982374768089053	0.8424647139171346	0.7692918386789457	0.3631906468036961	0.4835343984349527	0.8540622627182992	0.7713548778637536	0.8482915717539863	0.4369654146522871	0.7992565055762082	0.7822323462414579	0.8609079829372334	0.8440060698027314	0.8516324981017463	0.870325061167424
ENSPANT00000008897	0.8702731092436975	0.3655750190403656	0.8715665559915484	0.9892244650174532	0.998026116003644	0.9783628385534876	0.5033434650455927	0.9286040493225758	0.8507213363705391	1.0	0.8771636805344671	0.7827209231703613	0.7506925207756233	0.9657990314769976	0.9739156809220504	0.9715194667474624	0.7936532037655634	0.5014858841010401	0.8097454996896337	0.7762436993206224	0.7808020615235948	0.9833509913727864	0.9735089312745988	0.9709355131698456	0.998330550918197	0.7936028968014484	0.4995431008224185	0.7288273615635179	0.998329790464622	0.8608800846816875	0.922514842441772	0.922667072613792	0.8177179962894249	0.9818346957311536	0.7869164814226739	0.3903500473036896	0.5188189487345879	0.9722643225219764	0.7808716707021792	0.9966626213592232	0.454782770837218	0.8108317815021726	0.8045854843607653	0.9234748212383996	0.9833509913727864	0.9989371393865776	0.9781544914365606
