	ENSXCOT00000016181	ENSPRET00000032106	ENSELUT00000004077	ENSHBUT00000035949	ENSNBRT00000014371	ENSCVAT00000011227	ENSGAFT00000012974	ENSXMAT00000013796	ENSACLT00000009793	ENSFHET00000009546	ENSPRNT00000056289	ENSHHUT00000031541	ENSMZET00005005227	ENSAPOT00000031593	ENSACIT00000030584	ENSPLAT00000024447	ENSKMAT00000027490	ENSAOCT00000030648	ENSONIT00000012059	ENSELUT00000004063	ENSAPET00000024652	ENSPMET00000009701	ENSPNYT00000013847	ENSSPAT00000030026	ENSHHUT00000010808	ENSPFOT00000006642
ENSXCOT00000016181	1.0	0.9160015203344736	0.3747016706443914	0.5797831138652207	0.5844748858447488	0.7634367903103709	0.9493052947803231	0.9673300788584304	0.5821068938807126	0.7889598197521592	0.6031321619556914	0.3809714973906062	0.5762987012987013	0.5790461885092002	0.5832656376929326	0.9068719489297784	0.6646639128802103	0.5948178745775441	0.5813323005422153	0.37671501372010974	0.6030792339466767	0.9064964325948178	0.5797831138652207	0.6012016522718738	0.4210322079937912	0.8971085242208036
ENSPRET00000032106	0.9160015203344736	1.0	0.4022051773729627	0.5746904024767802	0.5790128577353795	0.7776497695852534	0.9135238095238096	0.8944761904761904	0.5770123839009288	0.7908571428571428	0.6124031007751938	0.4118126272912424	0.5590292060880296	0.56	0.5840561751342421	0.9505515405096996	0.6426666666666667	0.5927619047619047	0.5692724458204335	0.4031434184675835	0.6006851922344879	0.9466666666666668	0.5746904024767802	0.5977142857142858	0.4413385826771654	0.942095238095238
ENSELUT00000004077	0.3747016706443914	0.4022051773729627	1.0	0.3745704467353952	0.38449531737773146	0.3953033268101761	0.3787152444870565	0.3694083694083694	0.3745704467353952	0.40231548480463103	0.3777345649003403	0.6704599336178284	0.3666312433581296	0.3760523854069224	0.3985082578582845	0.3842105263157895	0.3754612546125462	0.3854117647058824	0.397732873336619	1.0	0.3823116518483856	0.384652278177458	0.37144259077526987	0.3586854460093897	0.6769991015274034	0.3869419107057129
ENSHBUT00000035949	0.5797831138652207	0.5746904024767802	0.3745704467353952	1.0	0.9853495186270406	0.5911602209944752	0.5879377431906615	0.5662509742790335	0.9949139280125197	0.6024190401872805	0.6452380952380953	0.4013350020859408	0.9932203389830508	0.653411306042885	0.7539244802715316	0.5875968992248062	0.5948578106739385	0.6671850699844479	0.9237089201877934	0.3837162434502217	0.6726006191950464	0.5777604976671851	0.9972624168947986	0.6587640886125146	0.4244256348246676	0.5798678585308978
ENSNBRT00000014371	0.5844748858447488	0.5790128577353795	0.38449531737773146	0.9853495186270406	1.0	0.5923728813559322	0.6039232053422371	0.573873121869783	0.9853495186270406	0.6085319949811794	0.6502127659574468	0.4075372480280456	0.982672138622891	0.6698664440734557	0.76007326007326	0.5843023255813954	0.5973322217590663	0.6725073007926575	0.9248845992446496	0.39222316145393066	0.6737235367372354	0.5788597586350396	0.9878661087866109	0.6668056713928273	0.4343563512361466	0.5760099958350687
ENSCVAT00000011227	0.7634367903103709	0.7776497695852534	0.3953033268101761	0.5911602209944752	0.5923728813559322	1.0	0.7589217919514047	0.7578065498857578	0.5935280189423836	0.7896946564885496	0.6669257675864749	0.4045770331017573	0.5858502275548201	0.6058644325971059	0.6137588064649814	0.7689393939393939	0.6798629615531024	0.6236232434485378	0.5986582478295186	0.4044	0.6241965973534972	0.770516717325228	0.5911602209944752	0.6238601823708206	0.4555160142348754	0.7671857197113559
ENSGAFT00000012974	0.9493052947803231	0.9135238095238096	0.3787152444870565	0.5879377431906615	0.6039232053422371	0.7589217919514047	1.0	0.936723163841808	0.5902723735408559	0.784180790960452	0.6092613853807883	0.37374144180426905	0.5701504676697845	0.5834274952919021	0.5781758957654723	0.9007891770011274	0.6621468926553672	0.6015065913370998	0.5832684824902724	0.3761323355651831	0.6038302666165978	0.9024482109227872	0.5879377431906615	0.6011299435028249	0.4141689373297003	0.8930320150659133
ENSXMAT00000013796	0.9673300788584304	0.8944761904761904	0.3694083694083694	0.5662509742790335	0.573873121869783	0.7578065498857578	0.936723163841808	1.0	0.56858924395947	0.7835285228560634	0.5891621829362029	0.3812020976200081	0.5614035087719298	0.5647903286739705	0.562551103843009	0.8842540398346487	0.6582326283987915	0.5880799698227084	0.5678098207326578	0.3735700197238658	0.5936913255726625	0.8865435356200527	0.5662509742790335	0.5861289106671692	0.4244435767278407	0.8767897513187641
ENSACLT00000009793	0.5821068938807126	0.5770123839009288	0.3745704467353952	0.9949139280125197	0.9853495186270406	0.5935280189423836	0.5902723735408559	0.56858924395947	1.0	0.5996878657822864	0.6452380952380953	0.4013350020859408	0.996186440677966	0.653411306042885	0.7594399660585491	0.5899224806201551	0.5948578106739385	0.6671850699844479	0.9237089201877934	0.3837162434502217	0.6726006191950464	0.5800933125972006	0.9972624168947986	0.6587640886125146	0.4244256348246676	0.5821997668091722
ENSFHET00000009546	0.7889598197521592	0.7908571428571428	0.40231548480463103	0.6024190401872805	0.6085319949811794	0.7896946564885496	0.784180790960452	0.7835285228560634	0.5996878657822864	1.0	0.6234165067178503	0.4322684997978163	0.5721903199343724	0.6100605143721634	0.6	0.7779030439684329	0.6899546827794562	0.6284420973217654	0.6184159188451034	0.41369754552652416	0.6304919263987984	0.7734640030154541	0.6024190401872805	0.6159065209197135	0.4712328767123288	0.7701582516955539
