,ENSCPUT00000007879,ENSCPUT00000007876,ENSCMIT00000002183,ENSCJPT00005012311,ENSCJPT00005012865,ENSCJPT00005012312,ENSGALT00000044150,ENSABRT00000035315,ENSLCOT00000011365,ENSABRT00000035219,ENSMGAT00000002272,ENSNMET00000026621
ENSCPUT00000007879,1.0,1.0,0.48361678376781136,0.274434649290916,0.8076478074742566,0.25820275880541055,0.2555848063181647,0.29739344156264147,0.867001988536671,0.8545191689869351,0.27740207566119857,0.26122602482136137
ENSCPUT00000007876,1.0,1.0,0.48142655890857866,0.2662147698894042,0.8127146652841682,0.24753666792027085,0.2555848063181647,0.2936136510907913,0.8784069859751257,0.8553952134924877,0.2688778580024067,0.26122602482136137
ENSCMIT00000002183,0.48361678376781136,0.48142655890857866,1.0,0.32536824877250403,0.4901104897012686,0.31276467029643074,0.311067771818625,0.3485576923076923,0.4802765647743814,0.4810017841802683,0.31868225655031157,0.3111652852267186
ENSCJPT00005012311,0.274434649290916,0.2662147698894042,0.32536824877250403,1.0,0.2931309904153354,1.0,0.9092594309018445,0.8297603037734357,0.2688194300696889,0.2824704813805632,0.9217758985200846,0.9039888682745826
ENSCJPT00005012865,0.8076478074742566,0.8127146652841682,0.4901104897012686,0.2931309904153354,1.0,0.27580656449016727,0.2724745870393901,0.30965832660747916,0.7955216219684332,0.8251331691391259,0.29574278467128257,0.27366581956797975
ENSCJPT00005012312,0.25820275880541055,0.24753666792027085,0.31276467029643074,1.0,0.27580656449016727,1.0,0.9092594309018445,0.8272841051314143,0.2542102206736353,0.2679276091985304,0.9188188705234159,0.9039888682745826
ENSGALT00000044150,0.2555848063181647,0.2555848063181647,0.311067771818625,0.9092594309018445,0.2724745870393901,0.9092594309018445,1.0,0.8262451035254617,0.24941705529646896,0.26634086744043983,0.9296173369777431,0.9167967673799247
ENSABRT00000035315,0.29739344156264147,0.2936136510907913,0.3485576923076923,0.8297603037734357,0.30965832660747916,0.8272841051314143,0.8262451035254617,1.0,0.28140738668158927,0.30698071119275694,0.8365755561027661,0.8359447864204439
ENSLCOT00000011365,0.867001988536671,0.8784069859751257,0.4802765647743814,0.2688194300696889,0.7955216219684332,0.2542102206736353,0.24941705529646896,0.28140738668158927,1.0,0.8298048492016559,0.27275265214963706,0.25199866755496336
ENSABRT00000035219,0.8545191689869351,0.8553952134924877,0.4810017841802683,0.2824704813805632,0.8251331691391259,0.2679276091985304,0.26634086744043983,0.30698071119275694,0.8298048492016559,1.0,0.2865902964959568,0.2719914477703116
ENSMGAT00000002272,0.27740207566119857,0.2688778580024067,0.31868225655031157,0.9217758985200846,0.29574278467128257,0.9188188705234159,0.9296173369777431,0.8365755561027661,0.27275265214963706,0.2865902964959568,1.0,0.9233633869070953
ENSNMET00000026621,0.26122602482136137,0.26122602482136137,0.3111652852267186,0.9039888682745826,0.27366581956797975,0.9039888682745826,0.9167967673799247,0.8359447864204439,0.25199866755496336,0.2719914477703116,0.9233633869070953,1.0
