,ENSPTRT00000103009,ENSMNET00000042435,ENSRBIT00000061008,ENSMLET00000031228,ENSRROT00000022185,ENSGGOT00000009756,ENSPPAT00000031987,ENSCATT00000047984,ENST00000331105,ENSCJAT00000028991,ENSPTET00000051090
ENSPTRT00000103009,1.0,0.9674693031414447,0.9471842907121092,0.9636412244352359,0.9434671357748281,0.9893061224489796,0.9111111111111111,0.9662633451957295,0.9818506609503395,0.9419078242229367,0.952909019914096
ENSMNET00000042435,0.9674693031414447,1.0,0.9423712223173866,0.9855091730922627,0.9329273597216181,0.9638979118329466,0.8795149638802889,0.9802971319615477,0.9586987721256578,0.9331845000797321,0.9411014788373279
ENSRBIT00000061008,0.9471842907121092,0.9423712223173866,1.0,0.9404422253922967,0.9959729953807889,0.945265231461939,0.8376527212143651,0.9441021619805086,0.9373725934314836,0.9068555240793201,0.9643536121673004
ENSMLET00000031228,0.9636412244352359,0.9855091730922627,0.9404422253922967,1.0,0.947255880256593,0.9680523994118433,0.8483802006248973,0.9819759679572764,0.9552198903889855,0.9354364389787462,0.9456751799068718
ENSRROT00000022185,0.9434671357748281,0.9329273597216181,0.9959729953807889,0.947255880256593,1.0,0.9445218845832172,0.8645601153795726,0.9400570884871551,0.9365575874238049,0.909796081567373,0.9612585113876497
ENSGGOT00000009756,0.9893061224489796,0.9638979118329466,0.945265231461939,0.9680523994118433,0.9445218845832172,1.0,0.901909307875895,0.964766332273061,0.98,0.9386122448979591,0.9481488138030194
ENSPPAT00000031987,0.9111111111111111,0.8795149638802889,0.8376527212143651,0.8483802006248973,0.8645601153795726,0.901909307875895,1.0,0.8850806451612904,0.9050198627663416,0.8649915845155085,0.8654252509244585
ENSCATT00000047984,0.9662633451957295,0.9802971319615477,0.9441021619805086,0.9819759679572764,0.9400570884871551,0.964766332273061,0.8850806451612904,1.0,0.9567971530249111,0.9349466192170819,0.9468332815895685
ENST00000331105,0.9818506609503395,0.9586987721256578,0.9373725934314836,0.9552198903889855,0.9365575874238049,0.98,0.9050198627663416,0.9567971530249111,1.0,0.9351011364448574,0.9451391059706158
ENSCJAT00000028991,0.9419078242229367,0.9331845000797321,0.9068555240793201,0.9354364389787462,0.909796081567373,0.9386122448979591,0.8649915845155085,0.9349466192170819,0.9351011364448574,1.0,0.9172198360015619
ENSPTET00000051090,0.952909019914096,0.9411014788373279,0.9643536121673004,0.9456751799068718,0.9612585113876497,0.9481488138030194,0.8654252509244585,0.9468332815895685,0.9451391059706158,0.9172198360015619,1.0
