	ENSPFOT00000023231	ENSPFOT00000022260	ENSPFOT00000017066	ENSPFOT00000021951	ENSPMET00000028360	ENSPFOT00000021954	ENSPFOT00000000265	ENSPRET00000022673	ENSPFOT00000018225	ENSPFOT00000023141	ENSPLAT00000010373	ENSPFOT00000011865
ENSPFOT00000023231	1.0	1.0	0.723230258113979	0.7734699529216283	0.944168260038241	1.0	0.5377197958026092	0.7452625879805089	0.901066925315228	0.7613603886824807	0.9414575866188768	0.7509481668773704
ENSPFOT00000022260	1.0	1.0	0.6660275405264076	0.7068232435715732	0.944168260038241	1.0	0.48667146974063397	0.6515727618389215	0.901066925315228	0.689869484151647	0.9414575866188768	0.6398348813209495
ENSPFOT00000017066	0.723230258113979	0.6660275405264076	1.0	0.8172260412454508	0.8085714285714286	0.6763052208835342	0.6029929577464789	0.7323851561222822	0.6457242582897034	1.0	0.0	0.7540832049306626
ENSPFOT00000021951	0.7734699529216283	0.7068232435715732	0.8172260412454508	1.0	0.8212	0.7068232435715732	0.6686684613791676	0.9399369830641984	0.6509598603839442	0.8189266693977878	0.0	1.0
ENSPMET00000028360	0.944168260038241	0.944168260038241	0.8085714285714286	0.8212	1.0	0.944168260038241	0.4744305973356253	0.8138041733547352	0.0	0.807567127746135	0.3948717948717948	0.82223113964687
ENSPFOT00000021954	1.0	1.0	0.6763052208835342	0.7068232435715732	0.944168260038241	1.0	0.5233760860570956	0.6887694145758662	0.901066925315228	0.689869484151647	0.9414575866188768	0.7011150935882119
ENSPFOT00000000265	0.5377197958026092	0.48667146974063397	0.6029929577464789	0.6686684613791676	0.4744305973356253	0.5233760860570956	1.0	0.6125267137925365	0.631762652705061	0.6317487631748763	0.0	0.6173374613003096
ENSPRET00000022673	0.7452625879805089	0.6515727618389215	0.7323851561222822	0.9399369830641984	0.8138041733547352	0.6887694145758662	0.6125267137925365	1.0	0.5536332179930796	0.8000413564929694	0.0	0.8444950645406226
ENSPFOT00000018225	0.901066925315228	0.901066925315228	0.6457242582897034	0.6509598603839442	0.0	0.901066925315228	0.631762652705061	0.5536332179930796	1.0	0.6457242582897034	0.9384920634920636	0.6509598603839442
ENSPFOT00000023141	0.7613603886824807	0.689869484151647	1.0	0.8189266693977878	0.807567127746135	0.689869484151647	0.6317487631748763	0.8000413564929694	0.6457242582897034	1.0	0.0	0.8176943699731903
ENSPLAT00000010373	0.9414575866188768	0.9414575866188768	0.0	0.0	0.3948717948717948	0.9414575866188768	0.0	0.0	0.9384920634920636	0.0	1.0	0.0
ENSPFOT00000011865	0.7509481668773704	0.6398348813209495	0.7540832049306626	1.0	0.82223113964687	0.7011150935882119	0.6173374613003096	0.8444950645406226	0.6509598603839442	0.8176943699731903	0.0	1.0
