,FBtr0077061,FBtr0333582,FBtr0333581,FBtr0077021,FBtr0077022,FBtr0112465,FBtr0076994,FBtr0076995,FBtr0076992,FBtr0076990,FBtr0076991,FBtr0077056,FBtr0077057,FBtr0077058,FBtr0077059
FBtr0077061,1.0,0.6214728148657949,0.6022792022792023,0.45902241822859247,0.6214728148657949,0.6214728148657949,0.5492173913043479,0.4704603117071402,0.5492173913043479,0.6022792022792023,0.6095143706640238,0.6839186691312384,0.690856313497823,0.9927234927234927,0.985857192135219
FBtr0333582,0.6214728148657949,1.0,0.6025641025641025,0.5145197319434103,1.0,1.0,0.6028905712319339,0.5057761732851985,0.6028905712319339,0.6025641025641025,0.6700645599728169,0.6039855072463768,0.6027007818052594,0.6286992429456297,0.6355815554026153
FBtr0333581,0.6022792022792023,0.6025641025641025,1.0,0.5862068965517241,0.6025641025641025,0.6025641025641025,0.5764705882352941,0.5176752546434991,0.5764705882352941,1.0,0.6745205479452054,0.5968732551647125,0.5916803503010399,0.5954415954415955,0.5924871940808196
FBtr0077021,0.45902241822859247,0.5145197319434103,0.5862068965517241,1.0,0.5145197319434103,0.5145197319434103,0.5132255694342396,0.42793462109955427,0.5132255694342396,0.5862068965517241,0.49687933425797504,0.4996121024049651,0.4976958525345623,0.4546122748989342,0.4546122748989342
FBtr0077022,0.6214728148657949,1.0,0.6025641025641025,0.5145197319434103,1.0,1.0,0.6028905712319339,0.5057761732851985,0.6028905712319339,0.6025641025641025,0.6700645599728169,0.6039855072463768,0.6027007818052594,0.6286992429456297,0.6355815554026153
FBtr0112465,0.6214728148657949,1.0,0.6025641025641025,0.5145197319434103,1.0,1.0,0.6028905712319339,0.5057761732851985,0.6028905712319339,0.6025641025641025,0.6700645599728169,0.6039855072463768,0.6027007818052594,0.6286992429456297,0.6355815554026153
FBtr0076994,0.5492173913043479,0.6028905712319339,0.5764705882352941,0.5132255694342396,0.6028905712319339,0.6028905712319339,1.0,0.5161290322580645,1.0,0.5764705882352941,0.597972972972973,0.5603829160530192,0.611091361535727,0.5565217391304348,0.5554782608695652
FBtr0076995,0.4704603117071402,0.5057761732851985,0.5176752546434991,0.42793462109955427,0.5057761732851985,0.5057761732851985,0.5161290322580645,1.0,0.5161290322580645,0.5176752546434991,0.5335872576177285,0.4511963539688568,0.5231060606060606,0.4765173410404624,0.4765173410404624
FBtr0076992,0.5492173913043479,0.6028905712319339,0.5764705882352941,0.5132255694342396,0.6028905712319339,0.6028905712319339,1.0,0.5161290322580645,1.0,0.5764705882352941,0.597972972972973,0.5603829160530192,0.611091361535727,0.5565217391304348,0.5554782608695652
FBtr0076990,0.6022792022792023,0.6025641025641025,1.0,0.5862068965517241,0.6025641025641025,0.6025641025641025,0.5764705882352941,0.5176752546434991,0.5764705882352941,1.0,0.6745205479452054,0.5968732551647125,0.5916803503010399,0.5954415954415955,0.5924871940808196
FBtr0076991,0.6095143706640238,0.6700645599728169,0.6745205479452054,0.49687933425797504,0.6700645599728169,0.6700645599728169,0.597972972972973,0.5335872576177285,0.597972972972973,0.6745205479452054,1.0,0.5989380530973452,0.6386379430159833,0.6055500495540139,0.6121572514040304
FBtr0077056,0.6839186691312384,0.6039855072463768,0.5968732551647125,0.4996121024049651,0.6039855072463768,0.6039855072463768,0.5603829160530192,0.4511963539688568,0.5603829160530192,0.5968732551647125,0.5989380530973452,1.0,0.6685757922871325,0.689388356669123,0.689388356669123
FBtr0077057,0.690856313497823,0.6027007818052594,0.5916803503010399,0.4976958525345623,0.6027007818052594,0.6027007818052594,0.611091361535727,0.5231060606060606,0.611091361535727,0.5916803503010399,0.6386379430159833,0.6685757922871325,1.0,0.6984760522496372,0.6973875181422351
FBtr0077058,0.9927234927234927,0.6286992429456297,0.5954415954415955,0.4546122748989342,0.6286992429456297,0.6286992429456297,0.5565217391304348,0.4765173410404624,0.5565217391304348,0.5954415954415955,0.6055500495540139,0.689388356669123,0.6984760522496372,1.0,0.9931010693342532
FBtr0077059,0.985857192135219,0.6355815554026153,0.5924871940808196,0.4546122748989342,0.6355815554026153,0.6355815554026153,0.5554782608695652,0.4765173410404624,0.5554782608695652,0.5924871940808196,0.6121572514040304,0.689388356669123,0.6973875181422351,0.9931010693342532,1.0
