,ENSNBRT00000012726,ENSNBRT00000004635,ENSMZET00005010022,ENSNBRT00000012850,ENSHBUT00000023763,ENSNBRT00000012818,ENSONIT00000023178,ENSMZET00005008939,ENSACLT00000025733,ENSPNYT00000017547,ENSMZET00005009241
ENSNBRT00000012726,1.0,0.9616643291257597,0.9564714946070878,0.8384401114206128,0.9468923933209648,0.7771761765930862,0.8313215722686474,0.8404059040590406,0.8335396039603961,0.8344165892912411,0.9615384615384616
ENSNBRT00000004635,0.9616643291257597,1.0,0.9441644048080652,0.981149012567325,0.9606821411653245,0.9648351648351648,0.9631274988893825,0.94337899543379,0.9482373940205265,0.9516778523489933,0.9666492965085982
ENSMZET00005010022,0.9564714946070878,0.9441644048080652,1.0,0.945280940139552,0.9464560862865947,0.9678832116788321,0.9511568123393316,0.981103552532124,0.9643775247888359,0.9496878442893867,0.9785984053713807
ENSNBRT00000012850,0.8384401114206128,0.981149012567325,0.945280940139552,1.0,0.8268047006155568,0.9744631456761462,0.956989247311828,0.9560906515580736,0.9540636042402827,0.9620279574379303,0.8026081802015412
ENSHBUT00000023763,0.9468923933209648,0.9606821411653245,0.9464560862865947,0.8268047006155568,1.0,0.7737965979008324,0.8118204627822693,0.8193601765030336,0.819744869661675,0.8227883538633819,0.9414723365340649
ENSNBRT00000012818,0.7771761765930862,0.9648351648351648,0.9678832116788321,0.9744631456761462,0.7737965979008324,1.0,0.9491329479768786,0.9527603870233352,0.9639794168096055,0.9639325189063409,0.7553384002895404
ENSONIT00000023178,0.8313215722686474,0.9631274988893825,0.9511568123393316,0.956989247311828,0.8118204627822693,0.9491329479768786,1.0,0.94208727126483,0.9413980745081624,0.9420168067226891,0.8032592592592592
ENSMZET00005008939,0.8404059040590406,0.94337899543379,0.981103552532124,0.9560906515580736,0.8193601765030336,0.9527603870233352,0.94208727126483,1.0,0.9754768392370572,0.959337665059736,0.8227774549680419
ENSACLT00000025733,0.8335396039603961,0.9482373940205265,0.9643775247888359,0.9540636042402827,0.819744869661675,0.9639794168096055,0.9413980745081624,0.9754768392370572,1.0,0.9688599577762139,0.8148039789350497
ENSPNYT00000017547,0.8344165892912411,0.9516778523489933,0.9496878442893867,0.9620279574379303,0.8227883538633819,0.9639325189063409,0.9420168067226891,0.959337665059736,0.9688599577762139,1.0,0.8107947805456702
ENSMZET00005009241,0.9615384615384616,0.9666492965085982,0.9785984053713807,0.8026081802015412,0.9414723365340649,0.7553384002895404,0.8032592592592592,0.8227774549680419,0.8148039789350497,0.8107947805456702,1.0
