	ENST00000335021	ENSCSAT00000015062	ENSCATT00000014734	ENST00000355602	ENSNLET00000059391	ENSPTRT00000036997	ENSGGOT00000003657	ENSMFAT00000015865	ENSMMUT00000102797	ENSPANT00000017760	ENSMNET00000036347	ENSNLET00000047370
ENST00000335021	1.0	0.9480122324159022	0.9418429003021148	1.0	0.9667924528301888	0.9781461944235116	0.9615384615384616	0.9418429003021148	0.9418429003021148	0.9418429003021148	0.9418429003021148	0.9592145015105741
ENSCSAT00000015062	0.9480122324159022	1.0	0.9610091743119266	0.9480122324159022	0.9663865546218487	0.9534706331045004	0.9610687022900763	0.9610091743119266	0.9610091743119266	0.9610091743119266	0.9610091743119266	0.9587155963302753
ENSCATT00000014734	0.9418429003021148	0.9610091743119266	1.0	0.9418429003021148	0.96	0.9472494348153729	0.9547511312217196	1.0	1.0	1.0	1.0	0.9538577912254159
ENST00000355602	1.0	0.9480122324159022	0.9418429003021148	1.0	0.9667924528301888	0.9781461944235116	0.9615384615384616	0.9418429003021148	0.9418429003021148	0.9418429003021148	0.9418429003021148	0.9592145015105741
ENSNLET00000059391	0.9667924528301888	0.9663865546218487	0.96	0.9667924528301888	1.0	0.972871137905049	0.9803921568627452	0.96	0.96	0.96	0.96	0.9916981132075472
ENSPTRT00000036997	0.9781461944235116	0.9534706331045004	0.9472494348153729	0.9781461944235116	0.972871137905049	1.0	0.9683496608892238	0.9472494348153729	0.9472494348153729	0.9472494348153729	0.9472494348153729	0.9645817633760362
ENSGGOT00000003657	0.9615384615384616	0.9610687022900763	0.9547511312217196	0.9615384615384616	0.9803921568627452	0.9683496608892238	1.0	0.9547511312217196	0.9547511312217196	0.9547511312217196	0.9547511312217196	0.9720965309200604
ENSMFAT00000015865	0.9418429003021148	0.9610091743119266	1.0	0.9418429003021148	0.96	0.9472494348153729	0.9547511312217196	1.0	1.0	1.0	1.0	0.9538577912254159
ENSMMUT00000102797	0.9418429003021148	0.9610091743119266	1.0	0.9418429003021148	0.96	0.9472494348153729	0.9547511312217196	1.0	1.0	1.0	1.0	0.9538577912254159
ENSPANT00000017760	0.9418429003021148	0.9610091743119266	1.0	0.9418429003021148	0.96	0.9472494348153729	0.9547511312217196	1.0	1.0	1.0	1.0	0.9538577912254159
ENSMNET00000036347	0.9418429003021148	0.9610091743119266	1.0	0.9418429003021148	0.96	0.9472494348153729	0.9547511312217196	1.0	1.0	1.0	1.0	0.9538577912254159
ENSNLET00000047370	0.9592145015105741	0.9587155963302753	0.9538577912254159	0.9592145015105741	0.9916981132075472	0.9645817633760362	0.9720965309200604	0.9538577912254159	0.9538577912254159	0.9538577912254159	0.9538577912254159	1.0
