,ENSSHAT00000009164,ENSSHAT00000009165,ENSMODT00000012469,ENSMODT00000080766,ENSVURT00010028008,ENSMODT00000061257,ENSMODT00000064411,ENSVURT00010028005,ENSPCIT00000042209,ENSVURT00010027963,ENSPCIT00000042204,ENSMODT00000053868,ENSMODT00000064087,ENSVURT00010027957,ENSMODT00000056231,ENSVURT00010027994,ENSPCIT00000042217,ENSVURT00010027975,ENSPCIT00000042212
ENSSHAT00000009164,1.0,1.0,0.9180130214612974,0.9211129113358288,0.9405546715162537,0.9230375135196676,0.9220917822838848,0.939526987472193,0.9365784136381078,0.9404547501125619,0.9355093297254636,0.9204551824653848,0.9225669727761778,0.9410058556339955,0.9182551538691366,0.9400081542314637,0.9333876790497263,0.9384990989943615,0.9347367186583793
ENSSHAT00000009165,1.0,1.0,0.9180722891566265,0.9209637469038505,0.9405951840072694,0.923090050628591,0.9219492868462758,0.9395694395694396,0.9366201040810737,0.9404949381327334,0.9355529265956848,0.9203004970628107,0.9224326691482374,0.9410445720535958,0.9180722891566265,0.9400500552936383,0.9334341906202723,0.9385419692128957,0.9347826086956522
ENSMODT00000012469,0.9180130214612974,0.9180722891566265,1.0,1.0,0.9194912599461187,1.0,1.0,0.9219533600802408,0.923308451721647,0.9210241615578796,0.923308451721647,1.0,1.0,0.9210241615578796,1.0,0.9210241615578796,0.923308451721647,0.9210241615578796,0.9247190305770076
ENSMODT00000080766,0.9211129113358288,0.9209637469038505,1.0,1.0,0.9221605839416058,1.0,1.0,0.9244566487497079,0.9257300399482361,0.9234917425008426,0.9257300399482361,1.0,1.0,0.9234917425008426,1.0,0.9232110678370051,0.923698279869828,0.9213900330683994,0.9271418539325843
ENSVURT00010028008,0.9405546715162537,0.9405951840072694,0.9194912599461187,0.9221605839416058,1.0,0.9242209631728046,0.9229640068111091,1.0,0.967696150789145,1.0,0.9671517914547899,0.9211251098740111,0.9232558139534883,1.0,0.9194912599461187,1.0,0.9660299806576402,1.0,0.9673628447908421
ENSMODT00000061257,0.9230375135196676,0.923090050628591,1.0,1.0,0.9242209631728046,1.0,1.0,0.9244566487497079,0.9284902228285584,0.9244566487497079,0.9271418539325843,1.0,1.0,0.925486635264741,1.0,0.9241993098020221,0.9250741390788598,0.9223007673252371,0.9271418539325843
ENSMODT00000064411,0.9220917822838848,0.9219492868462758,1.0,1.0,0.9229640068111091,1.0,1.0,0.9241993098020221,0.9268140942254397,0.9232110678370051,0.9254235314664959,1.0,1.0,0.924271515699119,1.0,0.9232110678370051,0.923308451721647,0.9210241615578796,0.9268736357021586
ENSVURT00010028005,0.939526987472193,0.9395694395694396,0.9219533600802408,0.9244566487497079,1.0,0.9244566487497079,0.9241993098020221,1.0,0.9683040935672514,1.0,0.9683040935672514,0.9223007673252371,0.9244566487497079,1.0,0.9219533600802408,1.0,0.9672210462654974,1.0,0.9683040935672514
ENSPCIT00000042209,0.9365784136381078,0.9366201040810737,0.923308451721647,0.9257300399482361,0.967696150789145,0.9284902228285584,0.9268140942254397,0.9683040935672514,1.0,0.9680647700438547,1.0,0.9251355013550135,0.9270668052743886,0.9685637745339238,0.923308451721647,0.9681154360854134,1.0,0.9670170141106789,1.0
ENSVURT00010027963,0.9404547501125619,0.9404949381327334,0.9210241615578796,0.9234917425008426,1.0,0.9244566487497079,0.9232110678370051,1.0,0.9680647700438547,1.0,0.9680647700438547,0.9213900330683994,0.9234917425008426,1.0,0.9210241615578796,1.0,0.9670170141106789,1.0,0.9683040935672514
ENSPCIT00000042204,0.9355093297254636,0.9355529265956848,0.923308451721647,0.9257300399482361,0.9671517914547899,0.9271418539325843,0.9254235314664959,0.9683040935672514,1.0,0.9680647700438547,1.0,0.923698279869828,0.9257300399482361,0.9680647700438547,0.923308451721647,0.9681154360854134,1.0,0.9670170141106789,1.0
ENSMODT00000053868,0.9204551824653848,0.9203004970628107,1.0,1.0,0.9211251098740111,1.0,1.0,0.9223007673252371,0.9251355013550135,0.9213900330683994,0.923698279869828,1.0,1.0,0.922500281817157,1.0,0.9210241615578796,0.923698279869828,0.9213900330683994,0.9250741390788598
ENSMODT00000064087,0.9225669727761778,0.9224326691482374,1.0,1.0,0.9232558139534883,1.0,1.0,0.9244566487497079,0.9270668052743886,0.9234917425008426,0.9257300399482361,1.0,1.0,0.9245097503687114,1.0,0.9232110678370051,0.923698279869828,0.9213900330683994,0.9271418539325843
ENSVURT00010027957,0.9410058556339955,0.9410445720535958,0.9210241615578796,0.9234917425008426,1.0,0.925486635264741,0.924271515699119,1.0,0.9685637745339238,1.0,0.9680647700438547,0.922500281817157,0.9245097503687114,1.0,0.9210241615578796,1.0,0.9670170141106789,1.0,0.9683040935672514
ENSMODT00000056231,0.9182551538691366,0.9180722891566265,1.0,1.0,0.9194912599461187,1.0,1.0,0.9219533600802408,0.923308451721647,0.9210241615578796,0.923308451721647,1.0,1.0,0.9210241615578796,1.0,0.9210241615578796,0.923308451721647,0.9210241615578796,0.9247190305770076
ENSVURT00010027994,0.9400081542314637,0.9400500552936383,0.9210241615578796,0.9232110678370051,1.0,0.9241993098020221,0.9232110678370051,1.0,0.9681154360854134,1.0,0.9681154360854134,0.9210241615578796,0.9232110678370051,1.0,0.9210241615578796,1.0,0.9670316448080857,1.0,0.968365553602812
ENSPCIT00000042217,0.9333876790497263,0.9334341906202723,0.923308451721647,0.923698279869828,0.9660299806576402,0.9250741390788598,0.923308451721647,0.9672210462654974,1.0,0.9670170141106789,1.0,0.923698279869828,0.923698279869828,0.9670170141106789,0.923308451721647,0.9670316448080857,1.0,0.9670170141106789,1.0
ENSVURT00010027975,0.9384990989943615,0.9385419692128957,0.9210241615578796,0.9213900330683994,1.0,0.9223007673252371,0.9210241615578796,1.0,0.9670170141106789,1.0,0.9670170141106789,0.9213900330683994,0.9213900330683994,1.0,0.9210241615578796,1.0,0.9670170141106789,1.0,0.9672210462654974
ENSPCIT00000042212,0.9347367186583793,0.9347826086956522,0.9247190305770076,0.9271418539325843,0.9673628447908421,0.9271418539325843,0.9268736357021586,0.9683040935672514,1.0,0.9683040935672514,1.0,0.9250741390788598,0.9271418539325843,0.9683040935672514,0.9247190305770076,0.968365553602812,1.0,0.9672210462654974,1.0
