,ENSGGOT00000028069,ENSMEUT00000007261,ENSPCIT00000042140,ENSNLET00000038470,ENST00000359676,ENST00000621426,ENST00000375678,ENSPTET00000006375,ENSPTRT00000081159,ENSPTRT00000093969,ENSRROT00000057869,ENSRROT00000057868,ENSRROT00000057867,ENSPPAT00000065134,ENSRBIT00000057258,ENSPTET00000006393,ENSGGOT00000046990,ENSGGOT00000044906,ENSPTRT00000059167,ENST00000326071,ENSMODT00000024695,ENSPTRT00000098388,ENSPTET00000006366,ENSNLET00000057712,ENSNLET00000043874,ENSPPYT00000012662,ENSRBIT00000057259,ENSRBIT00000057257,ENSRROT00000057872,ENSPPAT00000065139,ENSRBIT00000057252,ENSPTET00000006380,ENSPTET00000006387,ENST00000616976
ENSGGOT00000028069,1.0,0.7875135427952329,0.7766979445933869,1.0,0.9935534066911192,0.9935534066911192,1.0,0.9674552926802177,1.0,1.0,0.9686868686868687,0.99055330634278,0.99055330634278,0.9939979993331111,0.99055330634278,0.99055330634278,1.0,1.0,0.9927753695676337,1.0,0.7829734869672222,0.9927753695676337,0.9674552926802177,0.9880478087649402,1.0,0.9893592677345537,0.99055330634278,0.99055330634278,0.99055330634278,1.0,0.9703588143525741,0.9668055368902029,0.9668055368902029,0.9948232323232323
ENSMEUT00000007261,0.7875135427952329,1.0,0.9558904867256637,0.8043184885290149,0.7888678223185266,0.7888678223185266,0.8043184885290149,0.7776725304465494,0.8043184885290149,0.8043184885290149,0.7796794349361587,0.8135135135135135,0.8135135135135135,0.7888602791706193,0.8135135135135135,0.8135135135135135,0.8043184885290149,0.8043184885290149,0.7891811279826464,0.8043184885290149,0.9047354534092488,0.7891811279826464,0.7776725304465494,0.7837354781054513,0.8043184885290149,0.78257820171132,0.8135135135135135,0.8135135135135135,0.8135135135135135,0.8043184885290149,0.7834351663272233,0.7776725304465494,0.7776725304465494,0.7888678223185266
ENSPCIT00000042140,0.7766979445933869,0.9558904867256637,1.0,0.8229426433915212,0.7796648044692738,0.785831960461285,0.8210875882108759,0.7694797945970082,0.8210875882108759,0.8210875882108759,0.7732535946049116,0.8273710482529119,0.8273710482529119,0.7796534376746785,0.8273710482529119,0.824729392173189,0.8239202657807309,0.8239202657807309,0.7860114608682001,0.8043184885290149,0.9363943706266216,0.7799150078282263,0.77868402478237,0.7714443829551744,0.8229426433915212,0.7742380678550891,0.8273710482529119,0.8135135135135135,0.8135135135135135,0.8210875882108759,0.7774410774410775,0.7798730896416123,0.7798730896416123,0.7737142857142857
ENSNLET00000038470,1.0,0.8043184885290149,0.8229426433915212,1.0,1.0,0.9954337899543378,0.9919458762886598,0.99055330634278,0.9961832061068703,0.9919458762886598,0.99055330634278,0.9854116012504341,0.9793415106520336,1.0,0.9793415106520336,0.9770967741935483,0.9940992710864284,0.9900096680631647,0.9954337899543378,1.0,0.8502952414032651,1.0,0.9792186201163757,1.0,1.0,1.0,0.9854116012504341,0.99055330634278,0.9657615112160567,0.9900096680631647,0.99055330634278,0.9792186201163757,0.9792186201163757,1.0
ENST00000359676,0.9935534066911192,0.7888678223185266,0.7796648044692738,1.0,1.0,1.0,1.0,0.9666777740753082,1.0,1.0,0.9683080808080808,0.99055330634278,0.99055330634278,0.9968871595330739,0.99055330634278,0.99055330634278,1.0,1.0,0.9956642579210673,1.0,0.782365447018015,0.9956642579210673,0.9666777740753082,0.9876356642395934,1.0,0.988558352402746,0.99055330634278,0.99055330634278,0.99055330634278,1.0,0.969794917521177,0.9664023652734848,0.9664023652734848,1.0
ENST00000621426,0.9935534066911192,0.7888678223185266,0.785831960461285,0.9954337899543378,1.0,1.0,1.0,0.9666777740753082,1.0,1.0,0.9683080808080808,0.9858862598588626,0.9858862598588626,0.9968871595330739,0.9858862598588626,0.9825653798256538,0.9970942299709423,0.9970942299709423,0.9971845220906729,1.0,0.7890686351499921,0.9956642579210673,0.9730466619926774,0.9876356642395934,0.9954337899543378,0.988558352402746,0.9858862598588626,0.99055330634278,0.99055330634278,1.0,0.969794917521177,0.9737472283813747,0.9737472283813747,1.0
ENST00000375678,1.0,0.8043184885290149,0.8210875882108759,0.9919458762886598,1.0,1.0,1.0,0.99055330634278,1.0,1.0,0.99055330634278,0.9882026370575989,0.9855025773195877,1.0,0.9855025773195877,0.9838917525773195,0.9975711311589174,0.9977448453608248,1.0,1.0,0.8487161693268563,1.0,0.9825653798256538,1.0,0.9961832061068703,1.0,0.9882026370575989,0.99055330634278,0.9788235294117648,0.9977448453608248,0.99055330634278,0.9825653798256538,0.9825653798256538,1.0
ENSPTET00000006375,0.9674552926802177,0.7776725304465494,0.7694797945970082,0.99055330634278,0.9666777740753082,0.9666777740753082,0.99055330634278,1.0,0.99055330634278,0.99055330634278,0.9843671205244579,1.0,1.0,0.9671220704209708,1.0,1.0,0.99055330634278,0.99055330634278,0.9659002554703987,0.99055330634278,0.7787590832867524,0.9659002554703987,1.0,0.9713266566058444,0.99055330634278,0.9669525443110348,1.0,1.0,1.0,0.99055330634278,0.9838530066815144,1.0,1.0,0.9653303076147252
ENSPTRT00000081159,1.0,0.8043184885290149,0.8210875882108759,0.9961832061068703,1.0,1.0,1.0,0.99055330634278,1.0,1.0,0.99055330634278,0.9632478632478633,0.9882026370575989,1.0,0.9882026370575989,0.9854267869535045,0.9938072826356205,0.9975711311589174,1.0,1.0,0.8487161693268563,1.0,0.9825653798256538,1.0,0.9846420609363389,1.0,0.9632478632478633,0.99055330634278,0.99055330634278,0.9975711311589174,0.99055330634278,0.9825653798256538,0.9825653798256538,1.0
ENSPTRT00000093969,1.0,0.8043184885290149,0.8210875882108759,0.9919458762886598,1.0,1.0,1.0,0.99055330634278,1.0,1.0,0.99055330634278,0.9882026370575989,0.9855025773195877,1.0,0.9855025773195877,0.9838917525773195,0.9975711311589174,0.9977448453608248,1.0,1.0,0.8487161693268563,1.0,0.9825653798256538,1.0,0.9961832061068703,1.0,0.9882026370575989,0.99055330634278,0.9788235294117648,0.9977448453608248,0.99055330634278,0.9825653798256538,0.9825653798256538,1.0
