	ENSPRET00000017378	ENSPRET00000017331	ENSXMAT00000039378	ENSFHET00000003792	ENSXCOT00000020117	ENSXMAT00000022503	ENSXCOT00000003335	ENSXMAT00000030456	ENSPRET00000016952	ENSPLAT00000011842	ENSXCOT00000021716	ENSPRET00000014366	ENSPLAT00000005851	ENSPRET00000009701	ENSXMAT00000026692	ENSGAFT00000002382	ENSFHET00000033746	ENSPRET00000033903
ENSPRET00000017378	1.0	0.9768076398362892	0.8747501665556295	0.9239720713731576	0.9525893508388038	0.8766626360338573	0.9555069292487236	0.948942377826404	0.96	0.8912080961416825	0.9555069292487236	0.8738845925044616	0.0	0.957025920873124	0.9584245076586432	0.7895384615384615	0.8648148148148148	0.803086997193639
ENSPRET00000017331	0.9768076398362892	1.0	0.9315237507711288	0.9074446680080482	0.9188224799286352	0.8780773739742087	0.94694632942628	0.9369120088544548	0.8947589098532495	0.9589041095890408	0.9206066012488848	0.8740359897172236	1.0	0.943486020226056	0.94960049170252	0.8517603458925262	0.8981710331191299	0.9387878787878788
ENSXMAT00000039378	0.8747501665556295	0.9315237507711288	1.0	0.7350993377483444	0.9795285359801488	0.9005681818181818	0.9695273631840796	0.94740099009901	0.9369981470043236	0.816	0.9695273631840796	0.9035333707234996	0.0	0.8113755078351712	0.9074534161490684	0.7371727748691099	0.841933731667572	0.9564575645756458
ENSFHET00000003792	0.9239720713731576	0.9074446680080482	0.7350993377483444	1.0	0.9284649776453056	0.8612487611496531	0.9131161236424394	0.9135714285714286	0.9316596931659692	0.8263288009888752	0.9225037257824144	0.9180206794682424	0.4050632911392405	0.8191365227537923	0.8436502871729419	0.7251954299458809	0.9341810022438296	0.9081153588195842
ENSXCOT00000020117	0.9525893508388038	0.9188224799286352	0.9795285359801488	0.9284649776453056	1.0	0.9106611078022632	0.9875930521091812	0.9636570130607608	0.9474097331240188	0.9546406140963016	0.9922027290448344	0.9377537212449256	0.0	0.9571118349619978	0.9949399114484504	0.8620462046204621	0.8712424849699398	0.9537157757496741
ENSXMAT00000022503	0.8766626360338573	0.8780773739742087	0.9005681818181818	0.8612487611496531	0.9106611078022632	1.0	0.9077946768060836	0.8968573730862208	0.8920323325635104	0.8931383577052868	0.9080597014925372	0.872072072072072	1.0	0.858128078817734	0.8836772983114447	0.8667315175097277	0.8621179815209666	0.8549848942598187
ENSXCOT00000003335	0.9555069292487236	0.94694632942628	0.9695273631840796	0.9131161236424394	0.9875930521091812	0.9077946768060836	1.0	0.9732441471571908	0.9376158122297714	0.937683284457478	1.0	0.9475289810860279	0.0	0.950280112044818	0.98050139275766	0.8560338743824982	0.9021065675340768	0.965339233038348
ENSXMAT00000030456	0.948942377826404	0.9369120088544548	0.94740099009901	0.9135714285714286	0.9636570130607608	0.8968573730862208	0.9732441471571908	1.0	0.9308390022675735	0.9295184926727146	0.9727427597955708	0.9366113744075828	1.0	0.9340519974635384	0.967940813810111	0.8487450462351387	0.893093093093093	0.953548387096774
ENSPRET00000016952	0.96	0.8947589098532495	0.9369981470043236	0.9316596931659692	0.9474097331240188	0.8920323325635104	0.9376158122297714	0.9308390022675735	1.0	0.952720207253886	0.9406679764243616	0.9444212285833682	0.0	0.9509453244762393	0.9586725109580464	0.8661320172732881	0.861271676300578	0.9332929047907824
ENSPLAT00000011842	0.8912080961416825	0.9589041095890408	0.816	0.8263288009888752	0.9546406140963016	0.8931383577052868	0.937683284457478	0.9295184926727146	0.952720207253886	1.0	0.9406838799720866	0.8932686476652517	0.0	0.9349411104879416	0.885173501577287	0.7369893676552882	0.8264462809917356	0.9345549738219896
