	ENSDCDT00000071669	ENSAMXT00000046720	ENSAMXT00000004413	ENSDCDT00000071680	ENSDCDT00000071683	ENSCHAT00000052941	ENSDCDT00000071721	ENSDCDT00000071701	ENSCHAT00000052434	ENSCHAT00000052784	ENSDCDT00000071709	ENSCHAT00000052393	ENSAMXT00000038257	ENSAMXT00000052145	ENSCHAT00000052492	ENSCHAT00000052816	ENSDCDT00000071693	ENSCHAT00000052891	ENSDCDT00000071694	ENSDCDT00000071634	ENSDCDT00000071636
ENSDCDT00000071669	1.0	0.7796372777877536	0.7743679561376791	1.0	0.9942581442641254	0.8292090418742537	1.0	0.9899493381271448	0.817638972420311	0.8181427343078246	1.0	0.8230616302186878	0.7786215375714183	0.7747707719028961	0.8175117352678745	0.8126858648597779	0.9932334006860579	0.8233026655514746	0.9934500795997272	0.9942259112233852	0.994731257546376
ENSAMXT00000046720	0.7796372777877536	1.0	1.0	0.7794123110070954	0.7878347854146499	0.7917385234458405	0.7795498583991654	0.7872844379804695	0.7861276595744681	0.7728698926230652	0.7805897805897806	0.7866545798518051	1.0	1.0	0.7814714946070879	0.7668727365841168	0.7942173576133281	0.7749991157016024	0.7917319568623836	0.7886581210449456	0.7786961539893518
ENSAMXT00000004413	0.7743679561376791	1.0	1.0	0.7739363801405005	0.7824307440437723	0.7845371669004207	0.7740645416749159	0.7816669631738125	0.7782533466897368	0.7657481765269285	0.7752102491550735	0.7794327431400521	1.0	1.0	0.7740971255425436	0.7672494699155341	0.7881680390202969	0.7678898739385778	0.7858030521449519	0.7832777079450393	0.7731624337368462
ENSDCDT00000071680	1.0	0.7794123110070954	0.7739363801405005	1.0	0.994119808893789	0.8294048320565705	1.0	1.0	0.8193156096045449	0.8195472114853672	1.0	0.8247756423390566	0.7794123110070954	0.7743275565439973	0.8190171793847383	0.8126195028680688	0.99299133651319	0.8248729066985646	0.9934929959331223	0.9940505701536936	0.994585651977741
ENSDCDT00000071683	0.9942581442641254	0.7878347854146499	0.7824307440437723	0.994119808893789	1.0	0.8293273243198129	0.9940645480400644	0.9897127085685612	0.8200497317105091	0.8260869565217391	0.9940645480400644	0.8253680177455132	0.7878347854146499	0.7834500552893476	0.8302436992293272	0.8188925641135788	1.0	0.8260869565217391	1.0	1.0	1.0
ENSCHAT00000052941	0.8292090418742537	0.7917385234458405	0.7845371669004207	0.8294048320565705	0.8293273243198129	1.0	0.8312422914983201	0.8214418971021102	1.0	1.0	0.8312422914983201	1.0	0.7917385234458405	0.7928156068279872	1.0	1.0	0.8471411314676868	1.0	0.8280242877160205	0.8311096239909658	0.8304919835864462
ENSDCDT00000071721	1.0	0.7795498583991654	0.7740645416749159	1.0	0.9940645480400644	0.8312422914983201	1.0	0.9896018260207964	0.8182175622542595	0.8195887685164713	1.0	0.8236251882606749	0.7795498583991654	0.7735895139623871	0.8179328411526554	0.81265625	0.9929629086644188	0.8249204864359214	0.993196957528228	0.9941171664351662	0.9946939828291388
ENSDCDT00000071701	0.9899493381271448	0.7872844379804695	0.7816669631738125	1.0	0.9897127085685612	0.8214418971021102	0.9896018260207964	1.0	0.8166144911755365	0.8211915034848988	0.9896018260207964	0.822397858905198	0.7872844379804695	0.7826667302283453	0.8267333132244581	0.8134361428698041	0.9879577051106324	0.8211915034848988	1.0	0.9896521263618392	0.9894633143444552
ENSCHAT00000052434	0.817638972420311	0.7861276595744681	0.7782533466897368	0.8193156096045449	0.8200497317105091	1.0	0.8182175622542595	0.8166144911755365	1.0	1.0	0.8182175622542595	1.0	0.7861276595744681	0.7836593785960875	1.0	1.0	0.8403356852683344	1.0	0.8276996255439732	0.8202868498358391	0.8198909487459106
ENSCHAT00000052784	0.8181427343078246	0.7728698926230652	0.7657481765269285	0.8195472114853672	0.8260869565217391	1.0	0.8195887685164713	0.8211915034848988	1.0	1.0	0.8195887685164713	1.0	0.7728698926230652	0.7715366024791456	1.0	1.0	0.8438589693917087	1.0	0.8323347773988387	0.8277537141237906	0.8190420087625639
