	ENSPTRT00000103009	ENSMNET00000042435	ENSRBIT00000061008	ENSMLET00000031228	ENSRROT00000022185	ENSGGOT00000009756	ENSPPAT00000031987	ENSCATT00000047984	ENST00000331105	ENSCJAT00000028991	ENSPTET00000051090
ENSPTRT00000103009	1.0	0.9674693031414447	0.9471842907121092	0.963641224435236	0.943467135774828	0.9893061224489796	0.9111111111111112	0.9662633451957297	0.9818506609503396	0.9419078242229368	0.952909019914096
ENSMNET00000042435	0.9674693031414447	1.0	0.9423712223173866	0.9855091730922628	0.932927359721618	0.9638979118329466	0.8795149638802889	0.9802971319615476	0.9586987721256578	0.933184500079732	0.941101478837328
ENSRBIT00000061008	0.9471842907121092	0.9423712223173866	1.0	0.9404422253922968	0.9959729953807888	0.9452652314619391	0.8376527212143651	0.9441021619805086	0.9373725934314836	0.90685552407932	0.9643536121673004
ENSMLET00000031228	0.963641224435236	0.9855091730922628	0.9404422253922968	1.0	0.9472558802565931	0.9680523994118432	0.8483802006248973	0.9819759679572764	0.9552198903889856	0.9354364389787462	0.9456751799068718
ENSRROT00000022185	0.943467135774828	0.932927359721618	0.9959729953807888	0.9472558802565931	1.0	0.9445218845832172	0.8645601153795726	0.9400570884871552	0.9365575874238048	0.909796081567373	0.9612585113876496
ENSGGOT00000009756	0.9893061224489796	0.9638979118329466	0.9452652314619391	0.9680523994118432	0.9445218845832172	1.0	0.9019093078758951	0.964766332273061	0.98	0.9386122448979592	0.9481488138030194
ENSPPAT00000031987	0.9111111111111112	0.8795149638802889	0.8376527212143651	0.8483802006248973	0.8645601153795726	0.9019093078758951	1.0	0.8850806451612904	0.9050198627663416	0.8649915845155085	0.8654252509244585
ENSCATT00000047984	0.9662633451957297	0.9802971319615476	0.9441021619805086	0.9819759679572764	0.9400570884871552	0.964766332273061	0.8850806451612904	1.0	0.9567971530249112	0.934946619217082	0.9468332815895684
ENST00000331105	0.9818506609503396	0.9586987721256578	0.9373725934314836	0.9552198903889856	0.9365575874238048	0.98	0.9050198627663416	0.9567971530249112	1.0	0.9351011364448574	0.9451391059706158
ENSCJAT00000028991	0.9419078242229368	0.933184500079732	0.90685552407932	0.9354364389787462	0.909796081567373	0.9386122448979592	0.8649915845155085	0.934946619217082	0.9351011364448574	1.0	0.917219836001562
ENSPTET00000051090	0.952909019914096	0.941101478837328	0.9643536121673004	0.9456751799068718	0.9612585113876496	0.9481488138030194	0.8654252509244585	0.9468332815895684	0.9451391059706158	0.917219836001562	1.0
