,ENSFHET00000006187,ENSXCOT00000020456,ENSLBET00000034798,ENSPRET00000028300,ENSCSET00000018275,ENSKMAT00000012432,ENSDCDT00000050829,ENSCVAT00000003908,ENSPMGT00000027996,ENSPLAT00000014363,ENSCSET00000030205,ENSSMAT00000032505,ENSXMAT00000026123,ENSTRUT00000058326,ENSGWIT00000042836,ENSPMET00000016600,ENSCSET00000012462
ENSFHET00000006187,1.0,0.9513212795549374,0.8791455874086566,0.9517241379310345,0.8654477262072199,0.0,0.0,0.9100126742712294,0.747949699289229,0.944037308461026,0.8673230192217534,0.8982199908717481,0.9513212795549374,0.7794117647058824,0.8735955056179775,0.9479606188466948,0.8656966983771684
ENSXCOT00000020456,0.9513212795549374,1.0,0.8867924528301887,0.9739819004524887,0.875753361149745,0.0,0.0,0.9378960709759189,0.7447268793942672,0.9699149771092217,0.8720445062586927,0.9178457325422181,1.0,0.7794117647058824,0.8905887807139545,0.9749652294853964,0.862202545655783
ENSLBET00000034798,0.8791455874086566,0.8867924528301887,1.0,0.8503937007874016,0.8614694335389792,0.0,0.0,0.8955631399317406,0.7324159021406728,0.8846905537459283,0.8605958403597527,0.8810692853246045,0.8867924528301887,0.7794117647058824,0.9043088975937326,0.8858909499718943,0.8605958403597527
ENSPRET00000028300,0.9517241379310345,0.9739819004524887,0.8503937007874016,1.0,0.869639794168096,0.0,0.0,0.913986013986014,0.7194994786235662,0.9573617588274483,0.8670487106017192,0.8982768204558088,0.9739819004524887,0.7794117647058824,0.8784940102681118,0.9586206896551724,0.8670487106017192
ENSCSET00000018275,0.8654477262072199,0.875753361149745,0.8614694335389792,0.869639794168096,1.0,0.0,0.0,0.8789607097591888,0.7190398254228041,0.8582781456953642,0.971764705882353,0.8831583751711547,0.875753361149745,0.7582089552238805,0.8661048689138576,0.8856470588235295,0.966499162479062
ENSKMAT00000012432,0.0,0.0,0.0,0.0,0.0,1.0,0.6950483091787439,0.0,0.0,0.0,0.0,0.0,0.0,0.7933014354066986,0.0,0.0,0.0
ENSDCDT00000050829,0.0,0.0,0.0,0.0,0.0,0.6950483091787439,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7785862785862786,0.0,0.0,0.0
ENSCVAT00000003908,0.9100126742712294,0.9378960709759189,0.8955631399317406,0.913986013986014,0.8789607097591888,0.0,0.0,1.0,0.7529801324503311,0.9392857142857143,0.8681875792141952,0.8870266914959652,0.9378960709759189,0.75,0.8890989287964713,0.935361216730038,0.8583106267029973
ENSPMGT00000027996,0.747949699289229,0.7447268793942672,0.7324159021406728,0.7194994786235662,0.7190398254228041,0.0,0.0,0.7529801324503311,1.0,0.7648234510326449,0.6960087479496992,0.7233138608603292,0.7447268793942672,0.6528662420382165,0.7397931409907458,0.7671986791414419,0.6933407946278679
ENSPLAT00000014363,0.944037308461026,0.9699149771092217,0.8846905537459283,0.9573617588274483,0.8582781456953642,0.0,0.0,0.9392857142857143,0.7648234510326449,1.0,0.8438735177865613,0.8878143133462283,0.9699149771092217,0.564873417721519,0.8872326636422554,0.9946702198534311,0.8438735177865613
ENSCSET00000030205,0.8673230192217534,0.8720445062586927,0.8605958403597527,0.8670487106017192,0.971764705882353,0.0,0.0,0.8681875792141952,0.6960087479496992,0.8438735177865613,1.0,0.8795070743952533,0.8720445062586927,0.7582089552238805,0.8745318352059925,0.8752941176470588,1.0
ENSSMAT00000032505,0.8982199908717481,0.9178457325422181,0.8810692853246045,0.8982768204558088,0.8831583751711547,0.0,0.0,0.8870266914959652,0.7233138608603292,0.8878143133462283,0.8795070743952533,1.0,0.9178457325422181,0.7374631268436578,0.8849840255591054,0.9027841168416249,0.8712656165127648
ENSXMAT00000026123,0.9513212795549374,1.0,0.8867924528301887,0.9739819004524887,0.875753361149745,0.0,0.0,0.9378960709759189,0.7447268793942672,0.9699149771092217,0.8720445062586927,0.9178457325422181,1.0,0.7794117647058824,0.8905887807139545,0.9749652294853964,0.862202545655783
ENSTRUT00000058326,0.7794117647058824,0.7794117647058824,0.7794117647058824,0.7794117647058824,0.7582089552238805,0.7933014354066986,0.7785862785862786,0.75,0.6528662420382165,0.564873417721519,0.7582089552238805,0.7374631268436578,0.7794117647058824,1.0,0.7794117647058824,0.7794117647058824,0.7582089552238805
ENSGWIT00000042836,0.8735955056179775,0.8905887807139545,0.9043088975937326,0.8784940102681118,0.8661048689138576,0.0,0.0,0.8890989287964713,0.7397931409907458,0.8872326636422554,0.8745318352059925,0.8849840255591054,0.8905887807139545,0.7794117647058824,1.0,0.8838951310861424,0.8724233983286908
ENSPMET00000016600,0.9479606188466948,0.9749652294853964,0.8858909499718943,0.9586206896551724,0.8856470588235295,0.0,0.0,0.935361216730038,0.7671986791414419,0.9946702198534311,0.8752941176470588,0.9027841168416249,0.9749652294853964,0.7794117647058824,0.8838951310861424,1.0,0.8601007274762171
ENSCSET00000012462,0.8656966983771684,0.862202545655783,0.8605958403597527,0.8670487106017192,0.966499162479062,0.0,0.0,0.8583106267029973,0.6933407946278679,0.8438735177865613,1.0,0.8712656165127648,0.862202545655783,0.7582089552238805,0.8724233983286908,0.8601007274762171,1.0
