	ENSCPUT00000007879	ENSCPUT00000007876	ENSCMIT00000002183	ENSCJPT00005012311	ENSCJPT00005012865	ENSCJPT00005012312	ENSGALT00000044150	ENSABRT00000035315	ENSLCOT00000011365	ENSABRT00000035219	ENSMGAT00000002272	ENSNMET00000026621
ENSCPUT00000007879	1.0	1.0	0.4836167837678114	0.27443464929091604	0.8076478074742566	0.2582027588054105	0.2555848063181647	0.2973934415626415	0.867001988536671	0.8545191689869351	0.27740207566119857	0.26122602482136137
ENSCPUT00000007876	1.0	1.0	0.4814265589085786	0.2662147698894042	0.8127146652841682	0.24753666792027085	0.2555848063181647	0.2936136510907913	0.8784069859751257	0.8553952134924877	0.2688778580024067	0.26122602482136137
ENSCMIT00000002183	0.4836167837678114	0.4814265589085786	1.0	0.32536824877250403	0.4901104897012686	0.31276467029643074	0.311067771818625	0.3485576923076923	0.4802765647743814	0.4810017841802683	0.3186822565503116	0.3111652852267186
ENSCJPT00005012311	0.27443464929091604	0.2662147698894042	0.32536824877250403	1.0	0.2931309904153354	1.0	0.9092594309018444	0.8297603037734357	0.2688194300696889	0.2824704813805632	0.9217758985200846	0.9039888682745826
ENSCJPT00005012865	0.8076478074742566	0.8127146652841682	0.4901104897012686	0.2931309904153354	1.0	0.2758065644901673	0.2724745870393901	0.3096583266074792	0.7955216219684332	0.8251331691391259	0.29574278467128257	0.2736658195679797
ENSCJPT00005012312	0.2582027588054105	0.24753666792027085	0.31276467029643074	1.0	0.2758065644901673	1.0	0.9092594309018444	0.8272841051314143	0.2542102206736353	0.2679276091985304	0.918818870523416	0.9039888682745826
ENSGALT00000044150	0.2555848063181647	0.2555848063181647	0.311067771818625	0.9092594309018444	0.2724745870393901	0.9092594309018444	1.0	0.8262451035254617	0.24941705529646896	0.26634086744043983	0.9296173369777432	0.9167967673799248
ENSABRT00000035315	0.2973934415626415	0.2936136510907913	0.3485576923076923	0.8297603037734357	0.3096583266074792	0.8272841051314143	0.8262451035254617	1.0	0.2814073866815893	0.3069807111927569	0.8365755561027661	0.8359447864204439
ENSLCOT00000011365	0.867001988536671	0.8784069859751257	0.4802765647743814	0.2688194300696889	0.7955216219684332	0.2542102206736353	0.24941705529646896	0.2814073866815893	1.0	0.8298048492016559	0.27275265214963706	0.25199866755496336
ENSABRT00000035219	0.8545191689869351	0.8553952134924877	0.4810017841802683	0.2824704813805632	0.8251331691391259	0.2679276091985304	0.26634086744043983	0.3069807111927569	0.8298048492016559	1.0	0.2865902964959568	0.2719914477703116
ENSMGAT00000002272	0.27740207566119857	0.2688778580024067	0.3186822565503116	0.9217758985200846	0.29574278467128257	0.918818870523416	0.9296173369777432	0.8365755561027661	0.27275265214963706	0.2865902964959568	1.0	0.9233633869070952
ENSNMET00000026621	0.26122602482136137	0.26122602482136137	0.3111652852267186	0.9039888682745826	0.2736658195679797	0.9039888682745826	0.9167967673799248	0.8359447864204439	0.25199866755496336	0.2719914477703116	0.9233633869070952	1.0
