,MGP_CAROLIEiJ_T0027844,MGP_SPRETEiJ_T0029224,ENSRNOT00000029230,MGP_PahariEiJ_T0034592,MGP_PahariEiJ_T0034593,MGP_CAROLIEiJ_T0027845,ENSMUST00000057685,ENSMSIT00000030894,ENSMUST00000179000,MGP_SPRETEiJ_T0029225
MGP_CAROLIEiJ_T0027844,1.0,0.9628156082631981,0.8544736442351512,0.9328051196099345,0.943342776203966,1.0,0.9645842833257334,0.9705569889209288,0.9671860245514636,0.9624557260920897
MGP_SPRETEiJ_T0029224,0.9628156082631981,1.0,0.8501145912910619,0.9324241495556237,0.9367327667610954,0.9624557260920897,0.9695765173520868,0.9803083498702488,0.9669499527856469,1.0
ENSRNOT00000029230,0.8544736442351512,0.8501145912910619,1.0,0.8617765213509895,0.8707706766917294,0.8613721804511278,0.8557575757575757,0.8604299122010294,0.8621577346126843,0.8566729323308271
MGP_PahariEiJ_T0034592,0.9328051196099345,0.9324241495556237,0.8617765213509895,1.0,1.0,0.943342776203966,0.9326527502666464,0.9394031668696712,0.9390934844192634,0.9367327667610954
MGP_PahariEiJ_T0034593,0.943342776203966,0.9367327667610954,0.8707706766917294,1.0,1.0,0.943342776203966,0.9390934844192634,0.9453474676089517,0.9390934844192634,0.9367327667610954
MGP_CAROLIEiJ_T0027845,1.0,0.9624557260920897,0.8613721804511278,0.943342776203966,0.943342776203966,1.0,0.9671860245514636,0.9733804475853945,0.9671860245514636,0.9624557260920897
ENSMUST00000057685,0.9645842833257334,0.9695765173520868,0.8557575757575757,0.9326527502666464,0.9390934844192634,0.9671860245514636,1.0,0.9782016348773842,1.0,0.9669499527856469
ENSMSIT00000030894,0.9705569889209288,0.9803083498702488,0.8604299122010294,0.9394031668696712,0.9453474676089517,0.9733804475853945,0.9782016348773842,1.0,0.9781792585640544,0.9762073027090695
ENSMUST00000179000,0.9671860245514636,0.9669499527856469,0.8621577346126843,0.9390934844192634,0.9390934844192634,0.9671860245514636,1.0,0.9781792585640544,1.0,0.9669499527856469
MGP_SPRETEiJ_T0029225,0.9624557260920897,1.0,0.8566729323308271,0.9367327667610954,0.9367327667610954,0.9624557260920897,0.9669499527856469,0.9762073027090695,0.9669499527856469,1.0
