	ENSBTAT00000025635	ENSPCIT00000057880	ENSBTAT00000084747	ENSSHAT00000022293	ENSPCIT00000063068	ENSSHAT00000022294	ENSMODT00000043279	ENSVURT00010018367	ENSPCAT00000004159	ENSCHIT00000034186	ENSETET00000012387
ENSBTAT00000025635	1.0	0.6925342364894713	1.0	0.6721022476862054	0.6849734585545121	0.7118733509234828	0.6753055514651745	0.6919452216168458	0.8085464333781965	0.9716468341413252	0.8106804478897502
ENSPCIT00000057880	0.6925342364894713	1.0	0.6904020913730861	0.9051883065578088	1.0	0.8956994562530894	0.8656834342902291	0.973400052673163	0.7011511216056671	0.6959720663424367	0.6804979253112033
ENSBTAT00000084747	1.0	0.6904020913730861	1.0	0.6708907938874394	0.6849734585545121	0.7118733509234828	0.6625171168928171	0.6921449022781029	0.8040634567214028	0.9699341533109704	0.8106804478897502
ENSSHAT00000022293	0.6721022476862054	0.9051883065578088	0.6708907938874394	1.0	0.8923465096719932	1.0	0.852448021462106	0.9038054968287528	0.6768256772673734	0.6764156813939017	0.6493775933609959
ENSPCIT00000063068	0.6849734585545121	1.0	0.6849734585545121	0.8923465096719932	1.0	0.8956994562530894	0.8566021867115223	0.9684608915054668	0.6825726141078838	0.6857784125688635	0.6652200867947923
ENSSHAT00000022294	0.7118733509234828	0.8956994562530894	0.7118733509234828	1.0	0.8956994562530894	1.0	0.8428077113198221	0.8976767177459221	0.6037898363479759	0.7037231253277401	0.6593169044530912
ENSMODT00000043279	0.6753055514651745	0.8656834342902291	0.6625171168928171	0.852448021462106	0.8566021867115223	0.8428077113198221	1.0	0.8685253699788583	0.6759149940968123	0.667664297293927	0.6637275242047026
ENSVURT00010018367	0.6919452216168458	0.973400052673163	0.6921449022781029	0.9038054968287528	0.9684608915054668	0.8976767177459221	0.8685253699788583	1.0	0.7035123966942148	0.6962214739992518	0.6853388658367912
ENSPCAT00000004159	0.8085464333781965	0.7011511216056671	0.8040634567214028	0.6768256772673734	0.6825726141078838	0.6037898363479759	0.6759149940968123	0.7035123966942148	1.0	0.8113839285714286	0.7980155917788803
ENSCHIT00000034186	0.9716468341413252	0.6959720663424367	0.9699341533109704	0.6764156813939017	0.6857784125688635	0.7037231253277401	0.667664297293927	0.6962214739992518	0.8113839285714286	1.0	0.8123282967032966
ENSETET00000012387	0.8106804478897502	0.6804979253112033	0.8106804478897502	0.6493775933609959	0.6652200867947923	0.6593169044530912	0.6637275242047026	0.6853388658367912	0.7980155917788803	0.8123282967032966	1.0
