	ENSPFOT00000024980	ENSAOCT00000000872	ENSLCAT00010059946	ENSHCOT00000027317	ENSLCAT00010015160	ENSLCAT00010015163	ENSONIT00000017347	ENSFHET00000029186	ENSAOCT00000000905	ENSSDUT00000023072	ENSACLT00000036938	ENSHBUT00000012573	ENSSDUT00000023082
ENSPFOT00000024980	1.0	0.29394197952218426	0.3458384583845838	0.3060043404870991	0.4095336787564767	0.4095336787564767	0.2849740932642487	0.5759794946905895	0.29394197952218426	0.31777673545966234	0.2737823834196891	0.2756476683937824	0.3437565582371458
ENSAOCT00000000872	0.29394197952218426	1.0	0.4291187739463602	0.34518264280460903	0.43867359168997205	0.44359438030324105	0.44548444219580063	0.354207143924675	1.0	0.4800208251984901	0.4430812041487477	0.43966607639767263	0.4913435747378688
ENSLCAT00010059946	0.3458384583845838	0.4291187739463602	1.0	0.4130850047755492	0.5683490383374209	0.5618326800919043	0.4600706713780919	0.4047552447552447	0.4310344827586207	0.6166726900373449	0.4544817108799813	0.4521444431459624	0.6189936536718041
ENSHCOT00000027317	0.3060043404870991	0.34518264280460903	0.4130850047755492	1.0	0.4242204496011603	0.4242204496011603	0.3210055595842398	0.3212472806381436	0.34518264280460903	0.4347466960352423	0.3193135122069133	0.3178631858834904	0.44452501812907896
ENSLCAT00010015160	0.4095336787564767	0.43867359168997205	0.5683490383374209	0.4242204496011603	1.0	1.0	0.4900218874726406	0.4653323802716226	0.44359438030324105	0.5946277611126262	0.4853868932663834	0.4830693961632549	0.5992614287533427
ENSLCAT00010015163	0.4095336787564767	0.44359438030324105	0.5618326800919043	0.4242204496011603	1.0	1.0	0.4908050674295055	0.461664190193165	0.44359438030324105	0.5872488072863958	0.4888979703037734	0.4864459882849748	0.5926573426573427
ENSONIT00000017347	0.2849740932642487	0.44548444219580063	0.4600706713780919	0.3210055595842398	0.4900218874726406	0.4908050674295055	1.0	0.3720701754385965	0.4508999470619375	0.500682297481702	0.9406809406809408	0.9390429390429391	0.5074592074592075
ENSFHET00000029186	0.5759794946905895	0.354207143924675	0.4047552447552447	0.3212472806381436	0.4653323802716226	0.461664190193165	0.3720701754385965	1.0	0.3507531509375961	0.4206597999701448	0.3672873818788216	0.3653418565869928	0.4290662233305624
ENSAOCT00000000905	0.29394197952218426	1.0	0.4310344827586207	0.34518264280460903	0.44359438030324105	0.44359438030324105	0.4508999470619375	0.3507531509375961	1.0	0.4802721088435374	0.4489147697194282	0.4453414505029116	0.4920574405896556
ENSSDUT00000023072	0.31777673545966234	0.4800208251984901	0.6166726900373449	0.4347466960352423	0.5946277611126262	0.5872488072863958	0.500682297481702	0.4206597999701448	0.4802721088435374	1.0	0.4940959409594097	0.4915129151291513	1.0
ENSACLT00000036938	0.2737823834196891	0.4430812041487477	0.4544817108799813	0.3193135122069133	0.4853868932663834	0.4888979703037734	0.9406809406809408	0.3672873818788216	0.4489147697194282	0.4940959409594097	1.0	0.9968688391511076	0.4993640883339114
ENSHBUT00000012573	0.2756476683937824	0.43966607639767263	0.4521444431459624	0.3178631858834904	0.4830693961632549	0.4864459882849748	0.9390429390429391	0.3653418565869928	0.4453414505029116	0.4915129151291513	0.9968688391511076	1.0	0.4962423401549312
ENSSDUT00000023082	0.3437565582371458	0.4913435747378688	0.6189936536718041	0.44452501812907896	0.5992614287533427	0.5926573426573427	0.5074592074592075	0.4290662233305624	0.4920574405896556	1.0	0.4993640883339114	0.4962423401549312	1.0
