	ENSVURT00010025352	ENSMEUT00000012562	ENSMODT00000055514	ENSPCIT00000057625	ENSCCNT00000007519	ENSDORT00000004545	ENSMODT00000073043	ENSPCIT00000018091	ENSVURT00010025361	ENSPCIT00000018094
ENSVURT00010025352	1.0	0.9227414330218068	0.907845375958245	0.9566456645664566	0.7302710843373494	0.7273000601322911	0.9024609843937575	0.9595356550580432	1.0	0.9552945633642737
ENSMEUT00000012562	0.9227414330218068	1.0	0.8806247675715879	0.9264797507788162	0.6915887850467289	0.7021806853582554	0.8856697819314642	0.9236162361623615	0.9267385645221272	0.9088541666666666
ENSMODT00000055514	0.907845375958245	0.8806247675715879	1.0	0.9017538161740823	0.7086935247104876	0.7254933942260643	1.0	0.90818544005795	0.907845375958245	0.9056801509117586
ENSPCIT00000057625	0.9566456645664566	0.9264797507788162	0.9017538161740823	1.0	0.7200720072007201	0.7317731773177317	0.906090609060906	1.0	0.9598895745371874	1.0
ENSCCNT00000007519	0.7302710843373494	0.6915887850467289	0.7086935247104876	0.7200720072007201	1.0	0.8286571642910727	0.7076830732292917	0.7376451077943615	0.7351404310907903	0.7611290017048683
ENSDORT00000004545	0.7273000601322911	0.7021806853582554	0.7254933942260643	0.7317731773177317	0.8286571642910727	1.0	0.7190876350540216	0.7470978441127695	0.74101894186806	0.7569706103993972
ENSMODT00000073043	0.9024609843937575	0.8856697819314642	1.0	0.906090609060906	0.7076830732292917	0.7190876350540216	1.0	0.9124378109452737	0.907845375958245	0.9107785565448
ENSPCIT00000018091	0.9595356550580432	0.9236162361623615	0.90818544005795	1.0	0.7376451077943615	0.7470978441127695	0.9124378109452737	1.0	0.9634190510684536	1.0
ENSVURT00010025361	1.0	0.9267385645221272	0.907845375958245	0.9598895745371874	0.7351404310907903	0.74101894186806	0.907845375958245	0.9634190510684536	1.0	0.959337665059736
ENSPCIT00000018094	0.9552945633642737	0.9088541666666666	0.9056801509117586	1.0	0.7611290017048683	0.7569706103993972	0.9107785565448	1.0	0.959337665059736	1.0
