,ENSPCIT00000003828,ENSPCIT00000059281,ENSMODT00000062761,ENSMODT00000074297,ENSPCIT00000059505,ENSMEUT00000011835,ENSPCIT00000066196,ENSSHAT00000000893,ENSVURT00010030033,ENSPCIT00000054159,ENSVURT00010030054,ENSMODT00000075490,ENSVURT00010030070,ENSVURT00010030094,ENSPCIT00000003773,ENSMODT00000088724,ENSPCIT00000053294,ENSPCIT00000053529,ENSMODT00000015588
ENSPCIT00000003828,1.0,1.0,0.9440902190414227,0.9454335641279261,1.0,0.9434156909269098,1.0,0.9502143092647544,0.9829246214614878,1.0,0.982756471517015,0.9448953260914804,0.9836598547542644,0.9820307425849751,1.0,0.9454335641279261,1.0,1.0,0.94583615436696
ENSPCIT00000059281,1.0,1.0,0.9466628046509703,0.9478247162673392,1.0,0.9464851943997268,1.0,0.9523959646910467,0.9821161858344469,1.0,0.9819480261852807,0.947332829468157,0.9827975183305132,0.9812239508108778,1.0,0.9454335641279261,1.0,1.0,0.9482702877465244
ENSMODT00000062761,0.9440902190414227,0.9466628046509703,1.0,1.0,0.944597266397318,0.9137380191693291,0.9466628046509703,0.9409404388714734,0.9419386786613296,0.9466628046509703,0.941365227537923,1.0,0.9423622580781773,0.9419386786613296,0.9448631673396142,1.0,0.9461345591307981,0.9463242402589215,1.0
ENSMODT00000074297,0.9454335641279261,0.9478247162673392,1.0,1.0,0.9459039836567926,0.9149689991142604,0.9466628046509703,0.9422671388214697,0.9433220658753243,0.9478247162673392,0.9427891291410434,1.0,0.9437595681250504,0.9419386786613296,0.9462104770415762,1.0,0.947332829468157,0.9471265302802294,1.0
ENSPCIT00000059505,1.0,1.0,0.944597266397318,0.9459039836567926,1.0,0.9444331054189203,1.0,0.9511338100102145,0.9814595982233812,1.0,0.981278801843318,0.9453750309431471,0.9821495756866352,0.9804988856506086,1.0,0.9433291957368488,1.0,1.0,0.9463154804345091
ENSMEUT00000011835,0.9434156909269098,0.9464851943997268,0.9137380191693291,0.9149689991142604,0.9444331054189203,1.0,0.9453848451657871,0.9223154274996093,0.9417909672054467,0.9464851943997268,0.9410650389391707,0.9139058873179996,0.9425379947371247,0.9405141278946251,0.9436869874105417,0.9097395055583208,0.9458592439048465,0.9449518011161847,0.9149689991142604
ENSPCIT00000066196,1.0,1.0,0.9466628046509703,0.9466628046509703,1.0,0.9453848451657871,1.0,0.9501799975172757,0.9812239508108778,1.0,0.9810385064177363,0.9461345591307981,0.9819167407783848,0.9812239508108778,1.0,0.9440902190414227,1.0,1.0,0.947100063734863
ENSSHAT00000000893,0.9502143092647544,0.9523959646910467,0.9409404388714734,0.9422671388214697,0.9511338100102145,0.9223154274996093,0.9501799975172757,1.0,0.9498860152503734,0.9523959646910467,0.9494147986510613,0.9417175449871465,0.9509709128998469,0.9475508603969793,0.9494021022171156,0.9395945214603888,0.9519471737141493,0.9516411111563021,0.9423273291671772
ENSVURT00010030033,0.9829246214614878,0.9821161858344469,0.9419386786613296,0.9433220658753243,0.9814595982233812,0.9417909672054467,0.9812239508108778,0.9498860152503734,1.0,0.9821161858344469,1.0,0.9427891291410434,1.0,1.0,0.9810279699503417,0.9423140223831468,0.9819480261852807,0.9818314542947522,0.9435142223118822
ENSPCIT00000054159,1.0,1.0,0.9466628046509703,0.9478247162673392,1.0,0.9464851943997268,1.0,0.9523959646910467,0.9821161858344469,1.0,0.9819480261852807,0.947332829468157,0.9827975183305132,0.9812239508108778,1.0,0.9454335641279261,1.0,1.0,0.9482702877465244
ENSVURT00010030054,0.982756471517015,0.9819480261852807,0.941365227537923,0.9427891291410434,0.981278801843318,0.9410650389391707,0.9810385064177363,0.9494147986510613,1.0,0.9819480261852807,1.0,0.9427891291410434,1.0,1.0,0.9810279699503417,0.941745959197241,0.9819480261852807,0.9816551328774415,0.9429688773016132
ENSMODT00000075490,0.9448953260914804,0.947332829468157,1.0,1.0,0.9453750309431471,0.9139058873179996,0.9461345591307981,0.9417175449871465,0.9427891291410434,0.947332829468157,0.9427891291410434,1.0,0.943217408989221,0.941365227537923,0.9462104770415762,1.0,0.947332829468157,0.946611909650924,1.0
ENSVURT00010030070,0.9836598547542644,0.9827975183305132,0.9423622580781773,0.9437595681250504,0.9821495756866352,0.9425379947371247,0.9819167407783848,0.9509709128998469,1.0,0.9827975183305132,1.0,0.943217408989221,1.0,1.0,0.9817357569417201,0.9427461577436244,0.9826316859873907,0.982527664531159,0.9439685495551418
ENSVURT00010030094,0.9820307425849751,0.9812239508108778,0.9419386786613296,0.9419386786613296,0.9804988856506086,0.9405141278946251,0.9812239508108778,0.9475508603969793,1.0,0.9812239508108778,1.0,0.941365227537923,1.0,1.0,0.9800017895490336,0.9408096990690625,0.9810385064177363,0.9812253792641019,0.9421021377672208
ENSPCIT00000003773,1.0,1.0,0.9448631673396142,0.9462104770415762,1.0,0.9436869874105417,1.0,0.9494021022171156,0.9810279699503417,1.0,0.9810279699503417,0.9462104770415762,0.9817357569417201,0.9800017895490336,1.0,0.943538660829946,1.0,1.0,0.9466480080465299
ENSMODT00000088724,0.9454335641279261,0.9454335641279261,1.0,1.0,0.9433291957368488,0.9097395055583208,0.9440902190414227,0.9395945214603888,0.9423140223831468,0.9454335641279261,0.941745959197241,1.0,0.9427461577436244,0.9408096990690625,0.943538660829946,1.0,0.9448953260914804,0.9446219382321619,1.0
ENSPCIT00000053294,1.0,1.0,0.9461345591307981,0.947332829468157,1.0,0.9458592439048465,1.0,0.9519471737141493,0.9819480261852807,1.0,0.9819480261852807,0.947332829468157,0.9826316859873907,0.9810385064177363,1.0,0.9448953260914804,1.0,1.0,0.9477700248908475
ENSPCIT00000053529,1.0,1.0,0.9463242402589215,0.9471265302802294,1.0,0.9449518011161847,1.0,0.9516411111563021,0.9818314542947522,1.0,0.9816551328774415,0.946611909650924,0.982527664531159,0.9812253792641019,1.0,0.9446219382321619,1.0,1.0,0.9475683573366729
ENSMODT00000015588,0.94583615436696,0.9482702877465244,1.0,1.0,0.9463154804345091,0.9149689991142604,0.947100063734863,0.9423273291671772,0.9435142223118822,0.9482702877465244,0.9429688773016132,1.0,0.9439685495551418,0.9421021377672208,0.9466480080465299,1.0,0.9477700248908475,0.9475683573366729,1.0
