	ENSCHAT00000001924	ENSDCDT00000037193	ENSDCDT00000022317	ENSDCDT00000022354	ENSDCDT00000032878	ENSDCDT00000022358	ENSECRT00000015671	ENSHHUT00000012419	ENSDCDT00000033353	ENSDCDT00000033352	ENSDCDT00000036980	ENSDCDT00000033391	ENSDCDT00000022327	ENSDCDT00000022366	ENSDCDT00000032899	ENSDCDT00000037108	ENSDCDT00000022385	ENSPKIT00000039748	ENSDCDT00000037171	ENSDCDT00000037172	ENSDCDT00000022291	ENSDCDT00000037034	ENSDCDT00000036979	ENSDCDT00000033241	ENSDCDT00000022133	ENSDCDT00000022111	ENSDCDT00000033387	ENSDCDT00000032702
ENSCHAT00000001924	1.0	0.7036387549320473	0.6914773642661511	0.7028557941940052	0.689677213167146	0.6695373522932105	0.4876805437553101	0.7088047220855878	0.6716656668666267	0.680564263322884	0.7142169834014914	0.6883668903803132	0.6695373522932105	0.6784820683903253	0.6917615981508998	0.6993994481415354	0.6695373522932105	0.6589312977099236	0.7188040096785344	0.7036387549320473	0.6771314250538627	0.7023426734037667	0.7053618828525925	0.6818530449455438	0.6867130550033135	0.6847843514510181	0.6806827643630308	0.6391352549889135
ENSDCDT00000037193	0.7036387549320473	1.0	1.0	1.0	0.9963915200721696	1.0	0.5544108177720541	0.7754262198706643	0.9965855740503629	0.9965855740503629	1.0	0.9961768219832736	1.0	1.0	0.99616214919645	1.0	1.0	0.6566913248150639	1.0	1.0	1.0	1.0	1.0	0.9965855740503629	1.0	1.0	0.9964593936711662	0.9960975609756098
ENSDCDT00000022317	0.6914773642661511	1.0	1.0	1.0	0.9926650366748166	1.0	0.4841619005719313	0.7227954971857411	0.9966611018363941	0.992707826932426	1.0	0.9963022879593252	1.0	1.0	0.9924597855227882	1.0	1.0	0.635847270432313	1.0	1.0	1.0	1.0	1.0	0.9929066834804541	1.0	1.0	0.9965819269386884	0.9923456370130974
ENSDCDT00000022354	0.7028557941940052	1.0	1.0	1.0	0.9963022879593252	1.0	0.5933745904623225	0.7227954971857411	0.9969082125603864	0.9963022879593252	1.0	0.9966541196152238	1.0	1.0	0.9963022879593252	1.0	1.0	0.6645710059171598	1.0	1.0	1.0	1.0	1.0	0.9963022879593252	1.0	1.0	0.9963735267452404	0.9963022879593252
ENSDCDT00000032878	0.689677213167146	0.9963915200721696	0.9926650366748166	0.9963022879593252	1.0	0.9967253376995496	0.5020371208691715	0.7227954971857411	1.0	1.0	0.9963470319634704	1.0	0.9967253376995496	0.9968253968253968	1.0	0.9924774322968908	0.9967253376995496	0.6469627694317439	0.9920816470174204	0.9963915200721696	0.9929022082018928	0.9962139138665403	0.9939164526159254	1.0	0.9938084755090808	0.9944147945885564	1.0	1.0
ENSDCDT00000022358	0.6695373522932105	1.0	1.0	1.0	0.9967253376995496	1.0	0.5374355865413761	0.7227954971857411	0.9973270965586368	0.9968859478396264	1.0	0.9964850615114236	1.0	1.0	0.9965375459857174	1.0	1.0	0.6398176291793313	1.0	1.0	1.0	1.0	1.0	0.9968859478396264	1.0	1.0	0.9967253376995496	0.9964850615114236
ENSECRT00000015671	0.4876805437553101	0.5544108177720541	0.4841619005719313	0.5933745904623225	0.5020371208691715	0.5374355865413761	1.0	0.7315668202764977	0.5392067817135937	0.4884386698964986	0.5760000000000001	0.5954198473282443	0.5374355865413761	0.5614317961947759	0.5058514449486505	0.48940486925157795	0.5374355865413761	0.5391491985203453	0.4939122444291293	0.5544108177720541	0.4804662205914094	0.5481682496607869	0.5027160493827161	0.4840860215053764	0.5019184652278178	0.4982958418541241	0.5632850241545894	0.5143972669594924
ENSHHUT00000012419	0.7088047220855878	0.7754262198706643	0.7227954971857411	0.7227954971857411	0.7227954971857411	0.7227954971857411	0.7315668202764977	1.0	0.7227954971857411	0.7227954971857411	0.7736101808439384	0.7227954971857411	0.7227954971857411	0.7227954971857411	0.7227954971857411	0.7649025069637883	0.7227954971857411	0.7610778443113773	0.7754262198706643	0.7754262198706643	0.7227954971857411	0.7736101808439384	0.7736101808439384	0.7227954971857411	0.7227954971857411	0.7227954971857411	0.7227954971857411	0.7227954971857411
ENSDCDT00000033353	0.6716656668666267	0.9965855740503629	0.9966611018363941	0.9969082125603864	1.0	0.9973270965586368	0.5392067817135937	0.7227954971857411	1.0	1.0	0.9962139138665403	1.0	0.9973270965586368	0.9967253376995496	1.0	0.996652719665272	0.9968859478396264	0.6414693381906497	0.9963133640552996	0.9971087820744488	0.9968859478396264	0.996426976328718	0.9962139138665403	1.0	0.9965375459857174	0.9967253376995496	1.0	1.0
ENSDCDT00000033352	0.680564263322884	0.9965855740503629	0.992707826932426	0.9963022879593252	1.0	0.9968859478396264	0.4884386698964986	0.7227954971857411	1.0	1.0	0.9962139138665403	1.0	0.9968859478396264	0.9967253376995496	1.0	0.9926936190940088	0.9968859478396264	0.6414693381906497	0.9921314915194964	0.9965855740503629	0.9930949823538436	0.996426976328718	0.991971454058876	1.0	0.9925	0.9928172386272944	1.0	1.0
ENSDCDT00000036980	0.7142169834014914	1.0	1.0	1.0	0.9963470319634704	1.0	0.5760000000000001	0.7736101808439384	0.9962139138665403	0.9962139138665403	1.0	0.9959565327268132	1.0	1.0	0.9959606160060592	1.0	1.0	0.5845225027442371	1.0	1.0	1.0	1.0	1.0	0.9962139138665403	1.0	1.0	0.9969183359013868	0.9958677685950412
ENSDCDT00000033391	0.6883668903803132	0.9961768219832736	0.9963022879593252	0.9966541196152238	1.0	0.9964850615114236	0.5954198473282443	0.7227954971857411	1.0	1.0	0.9959565327268132	1.0	0.9968044737367684	0.9965345462421484	1.0	0.9961850262279448	0.9965494932068149	0.6665435745937962	0.9958709677419356	0.9960975609756098	0.9964850615114236	0.9964468132356208	0.9958677685950412	1.0	0.9964695498676082	0.9964695498676082	1.0	1.0
ENSDCDT00000022327	0.6695373522932105	1.0	1.0	1.0	0.9967253376995496	1.0	0.5374355865413761	0.7227954971857411	0.9973270965586368	0.9968859478396264	1.0	0.9968044737367684	1.0	1.0	0.9965375459857174	1.0	1.0	0.6398176291793313	1.0	1.0	1.0	1.0	1.0	0.9968859478396264	1.0	1.0	0.9967813317239992	0.9964850615114236
