monopterus_albus ENSMALG00000017987
mastacembelus_armatus ENSMAMG00000015289
anabas_testudineus ENSATEG00000014984
xiphophorus_maculatus ENSXMAG00000017130
xiphophorus_couchianus ENSXCOG00000002785
gambusia_affinis ENSGAFG00000005015
poecilia_formosa ENSPFOG00000008144
poecilia_latipinna ENSPLAG00000022905
poecilia_mexicana ENSPMEG00000022766
poecilia_reticulata ENSPREG00000022667
fundulus_heteroclitus ENSFHEG00000003025
cyprinodon_variegatus ENSCVAG00000015495
kryptolebias_marmoratus ENSKMAG00000007972
oryzias_latipes_asm223467v1 ENSORLG00000007836
oryzias_latipes_asm223471v1 ENSORLG00020003652
oryzias_latipes_asm223469v1 ENSORLG00015008904
oryzias_melastigma ENSOMEG00000002705
maylandia_zebra ENSMZEG00005016300
astatotilapia_calliptera ENSACLG00000014063
pundamilia_nyererei ENSPNYG00000018212
haplochromis_burtoni ENSHBUG00000002633
neolamprologus_brichardi ENSNBRG00000020092
oreochromis_niloticus ENSONIG00000004186
amphilophus_citrinellus ENSACIG00000000708
amphiprion_percula ENSAPEG00000002996
amphiprion_ocellaris ENSAOCG00000016122
acanthochromis_polyacanthus ENSAPOG00000001858
stegastes_partitus ENSSPAG00000004186
seriola_dumerili ENSSDUG00000011315
seriola_lalandi_dorsalis ENSSLDG00000017935
scophthalmus_maximus ENSSMAG00000014698
gasterosteus_aculeatus ENSGACG00000020399
labrus_bergylta ENSLBEG00000025606
takifugu_rubripes ENSTRUG00000024887
tetraodon_nigroviridis ENSTNIG00000011767
mola_mola ENSMMOG00000016449
hippocampus_comes ENSHCOG00000005038
cynoglossus_semilaevis ENSCSEG00000017231
periophthalmus_magnuspinnatus ENSPMGG00000002924
gadus_morhua ENSGMOG00000018854
esox_lucius ENSELUG00000006188
pygocentrus_nattereri ENSPNAG00000013612
astyanax_mexicanus ENSAMXG00000030544
ictalurus_punctatus ENSIPUG00000021617
danio_rerio ENSDARG00000060330
scleropages_formosus ENSSFOG00015021294
