pan_troglodytes ENSPTRG00000011435
homo_sapiens ENSG00000126583
gorilla_gorilla ENSGGOG00000012604
pan_paniscus ENSPPAG00000029801
nomascus_leucogenys ENSNLEG00000006202
pongo_abelii ENSPPYG00000010365
theropithecus_gelada ENSTGEG00000007164
papio_anubis ENSPANG00000015248
cercocebus_atys ENSCATG00000034289
mandrillus_leucophaeus ENSMLEG00000036539
chlorocebus_sabaeus ENSCSAG00000001918
macaca_nemestrina ENSMNEG00000037765
macaca_mulatta ENSMMUG00000007972
rhinopithecus_roxellana ENSRROG00000032727
rhinopithecus_bieti ENSRBIG00000005317
piliocolobus_tephrosceles ENSPTEG00000039442
macaca_fascicularis ENSMFAG00000042553
colobus_angolensis_palliatus ENSCANG00000028074
saimiri_boliviensis_boliviensis ENSSBOG00000021517
callithrix_jacchus ENSCJAG00000018393
cebus_capucinus_imitator ENSCCAG00000024024
aotus_nancymaae ENSANAG00000023519
carlito_syrichta ENSTSYG00000031799
prolemur_simus ENSPSMG00000023547
microcebus_murinus ENSMICG00000015697
propithecus_coquereli ENSPCOG00000005700
otolemur_garnettii ENSOGAG00000007961
chinchilla_lanigera ENSCLAG00000001972
octodon_degus ENSODEG00000001182
cavia_porcellus ENSCPOG00000024127
cavia_aperea ENSCAPG00000006537
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004310
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005744
fukomys_damarensis ENSFDAG00000003318
dipodomys_ordii ENSDORG00000003929
ictidomys_tridecemlineatus ENSSTOG00000012738
spermophilus_dauricus ENSSDAG00000009481
marmota_marmota_marmota ENSMMMG00000003989
urocitellus_parryii ENSUPAG00010001264
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030139
mus_spicilegus ENSMSIG00000000769
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000078816
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029086
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020956
rattus_norvegicus ENSRNOG00000054371
meriones_unguiculatus ENSMUGG00000008635
cricetulus_griseus_crigri_1.0 ENSCGRG00000009598
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014178
cricetulus_griseus_crigri-picr ENSCGRG00015010992
mesocricetus_auratus ENSMAUG00000001309
peromyscus_maniculatus_bairdii ENSPEMG00000002232
microtus_ochrogaster ENSMOCG00000001922
nannospalax_galili ENSNGAG00000018525
jaculus_jaculus ENSJJAG00000008261
castor_canadensis ENSCCNG00000012046
ochotona_princeps ENSOPRG00000013209
oryctolagus_cuniculus ENSOCUG00000007624
vicugna_pacos ENSVPAG00000010891
sus_scrofa ENSSSCG00000003256
tursiops_truncatus ENSTTRG00000010921
bos_taurus ENSBTAG00000013550
bos_mutus ENSBMUG00000024842
bison_bison_bison ENSBBBG00000004226
ovis_aries ENSOARG00000000873
capra_hircus ENSCHIG00000023927
pteropus_vampyrus ENSPVAG00000000593
ursus_maritimus ENSUMAG00000011272
ursus_americanus ENSUAMG00000012828
ailuropoda_melanoleuca ENSAMEG00000004418
mustela_putorius_furo ENSMPUG00000010153
neovison_vison ENSNVIG00000002993
canis_lupus_familiaris ENSCAFG00000002713
canis_lupus_familiaris ENSCAFG00000029928
canis_lupus_dingo ENSCAFG00020018608
vulpes_vulpes ENSVVUG00000008401
panthera_pardus ENSPPRG00000011155
panthera_tigris_altaica ENSPTIG00000007420
felis_catus ENSFCAG00000001566
equus_caballus ENSECAG00000019249
equus_asinus_asinus ENSEASG00005021625
tupaia_belangeri ENSTBEG00000006784
myotis_lucifugus ENSMLUG00000015500
dasypus_novemcinctus ENSDNOG00000008416
procavia_capensis ENSPCAG00000000912
loxodonta_africana ENSLAFG00000014284
echinops_telfairi ENSETEG00000004989
sorex_araneus ENSSARG00000012531
notamacropus_eugenii ENSMEUG00000005123
phascolarctos_cinereus ENSPCIG00000012925
sarcophilus_harrisii ENSSHAG00000008401
ornithorhynchus_anatinus ENSOANG00000009369
serinus_canaria ENSSCAG00000006861
lonchura_striata_domestica ENSLSDG00000011099
cyanistes_caeruleus ENSCCEG00000005502
coturnix_japonica ENSCJPG00005003334
gopherus_agassizii ENSGAGG00000014476
chrysemys_picta_bellii ENSCPBG00000010787
chelonoidis_abingdonii ENSCABG00000011420
gopherus_agassizii ENSGAGG00000002914
ornithorhynchus_anatinus ENSOANG00000028300
pelodiscus_sinensis ENSPSIG00000015493
pogona_vitticeps ENSPVIG00000015374
anolis_carolinensis ENSACAG00000016368
notechis_scutatus ENSNSUG00000003785
salvator_merianae ENSSMRG00000003171
notechis_scutatus ENSNSUG00000003788
ornithorhynchus_anatinus ENSOANG00000029644
sphenodon_punctatus ENSSPUG00000008728
xenopus_tropicalis ENSXETG00000010034
latimeria_chalumnae ENSLACG00000007559
