monopterus_albus ENSMALG00000020527
mastacembelus_armatus ENSMAMG00000010017
anabas_testudineus ENSATEG00000018450
labrus_bergylta ENSLBEG00000020788
scophthalmus_maximus ENSSMAG00000018532
cynoglossus_semilaevis ENSCSEG00000006528
seriola_lalandi_dorsalis ENSSLDG00000001455
seriola_dumerili ENSSDUG00000007988
fundulus_heteroclitus ENSFHEG00000000149
cyprinodon_variegatus ENSCVAG00000006612
poecilia_mexicana ENSPMEG00000005676
poecilia_formosa ENSPFOG00000019034
poecilia_latipinna ENSPLAG00000020536
poecilia_reticulata ENSPREG00000015252
xiphophorus_maculatus ENSXMAG00000003860
gambusia_affinis ENSGAFG00000000388
kryptolebias_marmoratus ENSKMAG00000016595
oryzias_latipes_asm223471v1 ENSORLG00020012315
oryzias_latipes_asm223469v1 ENSORLG00015004147
oryzias_latipes_asm223467v1 ENSORLG00000005568
oryzias_melastigma ENSOMEG00000022019
stegastes_partitus ENSSPAG00000012019
amphiprion_percula ENSAPEG00000021490
astatotilapia_calliptera ENSACLG00000026163
maylandia_zebra ENSMZEG00005013215
pundamilia_nyererei ENSPNYG00000006403
haplochromis_burtoni ENSHBUG00000021402
neolamprologus_brichardi ENSNBRG00000007358
oreochromis_niloticus ENSONIG00000002412
amphilophus_citrinellus ENSACIG00000004248
takifugu_rubripes ENSTRUG00000009325
tetraodon_nigroviridis ENSTNIG00000015157
mola_mola ENSMMOG00000009098
gasterosteus_aculeatus ENSGACG00000007376
hippocampus_comes ENSHCOG00000005757
periophthalmus_magnuspinnatus ENSPMGG00000009455
xiphophorus_couchianus ENSXCOG00000004720
gadus_morhua ENSGMOG00000009117
esox_lucius ENSELUG00000008583
paramormyrops_kingsleyae ENSPKIG00000000486
scleropages_formosus ENSSFOG00015008847
scleropages_formosus ENSSFOG00015006070
paramormyrops_kingsleyae ENSPKIG00000013280
notamacropus_eugenii ENSMEUG00000000677
phascolarctos_cinereus ENSPCIG00000001391
procavia_capensis ENSPCAG00000013303
loxodonta_africana ENSLAFG00000031243
echinops_telfairi ENSETEG00000018129
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007201
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008881
fukomys_damarensis ENSFDAG00000011779
chinchilla_lanigera ENSCLAG00000015519
octodon_degus ENSODEG00000008103
cavia_porcellus ENSCPOG00000012049
cavia_aperea ENSCAPG00000002088
spermophilus_dauricus ENSSDAG00000014547
marmota_marmota_marmota ENSMMMG00000021420
castor_canadensis ENSCCNG00000018856
dipodomys_ordii ENSDORG00000013744
mus_spicilegus ENSMSIG00000016657
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000096351
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027922
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026927
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029276
rattus_norvegicus ENSRNOG00000020342
meriones_unguiculatus ENSMUGG00000004620
cricetulus_griseus_crigri_1.0 ENSCGRG00000001732
