pan_paniscus ENSPPAG00000019631
pan_troglodytes ENSPTRG00000048113
homo_sapiens ENSG00000238205
pongo_abelii ENSPPYG00000020252
nomascus_leucogenys ENSNLEG00000019041
papio_anubis ENSPANG00000035280
theropithecus_gelada ENSTGEG00000010010
mandrillus_leucophaeus ENSMLEG00000033791
macaca_mulatta ENSMMUG00000045877
macaca_nemestrina ENSMNEG00000039097
macaca_fascicularis ENSMFAG00000031104
cercocebus_atys ENSCATG00000040875
piliocolobus_tephrosceles ENSPTEG00000015001
callithrix_jacchus ENSCJAG00000043940
ictidomys_tridecemlineatus ENSSTOG00000026402
spermophilus_dauricus ENSSDAG00000005619
marmota_marmota_marmota ENSMMMG00000010695
urocitellus_parryii ENSUPAG00010001147
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019823
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020388
fukomys_damarensis ENSFDAG00000018936
cavia_porcellus ENSCPOG00000022729
cavia_aperea ENSCAPG00000012635
cricetulus_griseus_crigri_1.0 ENSCGRG00000019956
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010043
cricetulus_griseus_crigri-picr ENSCGRG00015004333
peromyscus_maniculatus_bairdii ENSPEMG00000029718
peromyscus_maniculatus_bairdii ENSPEMG00000029269
mus_spicilegus ENSMSIG00000004156
mus_spicilegus ENSMSIG00000014703
oryctolagus_cuniculus ENSOCUG00000015273
propithecus_coquereli ENSPCOG00000024568
prolemur_simus ENSPSMG00000004139
ursus_americanus ENSUAMG00000021875
ailuropoda_melanoleuca ENSAMEG00000019591
mustela_putorius_furo ENSMPUG00000018930
neovison_vison ENSNVIG00000014838
canis_lupus_dingo ENSCAFG00020027259
vulpes_vulpes ENSVVUG00000011425
panthera_tigris_altaica ENSPTIG00000008295
panthera_pardus ENSPPRG00000016022
felis_catus ENSFCAG00000031610
equus_caballus ENSECAG00000003094
equus_asinus_asinus ENSEASG00005011445
bos_taurus ENSBTAG00000011783
bos_mutus ENSBMUG00000011102
bison_bison_bison ENSBBBG00000020459
ovis_aries ENSOARG00000019321
capra_hircus ENSCHIG00000019990
sus_scrofa ENSSSCG00000012248
myotis_lucifugus ENSMLUG00000030672
echinops_telfairi ENSETEG00000001371
echinops_telfairi ENSETEG00000009720
loxodonta_africana ENSLAFG00000027876
phascolarctos_cinereus ENSPCIG00000026471
