calidris_pugnax ENSCPUG00000012202
calidris_pygmaea ENSCPGG00000009610
manacus_vitellinus ENSMVIG00005008035
lepidothrix_coronata ENSLCOG00000010053
serinus_canaria ENSSCAG00000015095
lonchura_striata_domestica ENSLSDG00000006882
taeniopygia_guttata ENSTGUG00000002636
junco_hyemalis ENSJHYG00000014926
zonotrichia_albicollis ENSZALG00000016192
ficedula_albicollis ENSFALG00000005471
parus_major ENSPMJG00000008798
cyanistes_caeruleus ENSCCEG00000021911
melopsittacus_undulatus ENSMUNG00000011554
anser_brachyrhynchus ENSABRG00000014558
anas_platyrhynchos_platyrhynchos ENSAPLG00000012616
meleagris_gallopavo ENSMGAG00000003844
coturnix_japonica ENSCJPG00005001874
gallus_gallus ENSGALG00000010009
numida_meleagris ENSNMEG00000001585
apteryx_owenii ENSAOWG00000002954
apteryx_haastii ENSAHAG00000013600
apteryx_rowi ENSARWG00000018093
nothoprocta_perdicaria ENSNPEG00000004925
dromaius_novaehollandiae ENSDNVG00000005007
crocodylus_porosus ENSCPRG00005008631
gopherus_agassizii ENSGAGG00000017404
chelonoidis_abingdonii ENSCABG00000020255
chrysemys_picta_bellii ENSCPBG00000027462
pelodiscus_sinensis ENSPSIG00000017789
pogona_vitticeps ENSPVIG00000021343
anolis_carolinensis ENSACAG00000003933
notechis_scutatus ENSNSUG00000004897
salvator_merianae ENSSMRG00000000495
sphenodon_punctatus ENSSPUG00000008422
pteropus_vampyrus ENSPVAG00000011689
myotis_lucifugus ENSMLUG00000015176
equus_caballus ENSECAG00000020287
equus_asinus_asinus ENSEASG00005001491
bos_taurus ENSBTAG00000004167
bos_mutus ENSBMUG00000014771
bison_bison_bison ENSBBBG00000000621
capra_hircus ENSCHIG00000025715
ovis_aries ENSOARG00000008310
vicugna_pacos ENSVPAG00000006927
tursiops_truncatus ENSTTRG00000007462
sus_scrofa ENSSSCG00000040272
ursus_maritimus ENSUMAG00000015756
ursus_americanus ENSUAMG00000026321
ailuropoda_melanoleuca ENSAMEG00000016681
neovison_vison ENSNVIG00000003631
mustela_putorius_furo ENSMPUG00000006968
canis_lupus_familiaris ENSCAFG00000007765
canis_lupus_dingo ENSCAFG00020025920
vulpes_vulpes ENSVVUG00000009315
panthera_tigris_altaica ENSPTIG00000018581
panthera_pardus ENSPPRG00000008835
felis_catus ENSFCAG00000012370
pan_troglodytes ENSPTRG00000016493
pan_paniscus ENSPPAG00000039325
homo_sapiens ENSG00000137473
gorilla_gorilla ENSGGOG00000004691
pongo_abelii ENSPPYG00000015108
nomascus_leucogenys ENSNLEG00000005624
piliocolobus_tephrosceles ENSPTEG00000000964
colobus_angolensis_palliatus ENSCANG00000022379
rhinopithecus_bieti ENSRBIG00000029257
rhinopithecus_roxellana ENSRROG00000034086
macaca_mulatta ENSMMUG00000013816
macaca_fascicularis ENSMFAG00000046354
macaca_nemestrina ENSMNEG00000034118
cercocebus_atys ENSCATG00000021611
papio_anubis ENSPANG00000004758
mandrillus_leucophaeus ENSMLEG00000029380
theropithecus_gelada ENSTGEG00000012919
chlorocebus_sabaeus ENSCSAG00000003409
saimiri_boliviensis_boliviensis ENSSBOG00000018366
cebus_capucinus_imitator ENSCCAG00000032385
callithrix_jacchus ENSCJAG00000002445
aotus_nancymaae ENSANAG00000035099
carlito_syrichta ENSTSYG00000003784
propithecus_coquereli ENSPCOG00000025818
microcebus_murinus ENSMICG00000036587
prolemur_simus ENSPSMG00000025190
otolemur_garnettii ENSOGAG00000010351
castor_canadensis ENSCCNG00000005763
dipodomys_ordii ENSDORG00000001176
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032362
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037101
mus_spicilegus ENSMSIG00000029371
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031241
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022847
rattus_norvegicus ENSRNOG00000012342
meriones_unguiculatus ENSMUGG00000017034
cricetulus_griseus_crigri_1.0 ENSCGRG00000000227
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003512
cricetulus_griseus_crigri-picr ENSCGRG00015010898
mesocricetus_auratus ENSMAUG00000010655
microtus_ochrogaster ENSMOCG00000010925
peromyscus_maniculatus_bairdii ENSPEMG00000018461
nannospalax_galili ENSNGAG00000007831
jaculus_jaculus ENSJJAG00000021357
cavia_porcellus ENSCPOG00000007443
