poecilia_mexicana ENSPMEG00000010866
xiphophorus_couchianus ENSXCOG00000001373
fundulus_heteroclitus ENSFHEG00000012205
oryzias_latipes_asm223471v1 ENSORLG00020017935
oryzias_melastigma ENSOMEG00000018772
stegastes_partitus ENSSPAG00000014321
maylandia_zebra ENSMZEG00005013010
astatotilapia_calliptera ENSACLG00000000509
pundamilia_nyererei ENSPNYG00000012691
amphilophus_citrinellus ENSACIG00000018728
mastacembelus_armatus ENSMAMG00000015880
scophthalmus_maximus ENSSMAG00000000733
takifugu_rubripes ENSTRUG00000021507
pygocentrus_nattereri ENSPNAG00000014883
astyanax_mexicanus ENSAMXG00000041316
scleropages_formosus ENSSFOG00015002278
