monopterus_albus ENSMALG00000015101
mastacembelus_armatus ENSMAMG00000008046
anabas_testudineus ENSATEG00000006639
scophthalmus_maximus ENSSMAG00000003877
cynoglossus_semilaevis ENSCSEG00000011643
seriola_dumerili ENSSDUG00000004812
seriola_lalandi_dorsalis ENSSLDG00000005244
fundulus_heteroclitus ENSFHEG00000013081
cyprinodon_variegatus ENSCVAG00000019745
poecilia_formosa ENSPFOG00000008339
poecilia_mexicana ENSPMEG00000019966
poecilia_latipinna ENSPLAG00000009441
poecilia_reticulata ENSPREG00000004102
xiphophorus_maculatus ENSXMAG00000008961
xiphophorus_couchianus ENSXCOG00000004186
gambusia_affinis ENSGAFG00000008322
oryzias_latipes_asm223469v1 ENSORLG00015022902
oryzias_latipes_asm223471v1 ENSORLG00020012097
oryzias_latipes_asm223467v1 ENSORLG00000005343
oryzias_melastigma ENSOMEG00000005959
amphiprion_ocellaris ENSAOCG00000012504
amphiprion_percula ENSAPEG00000017554
acanthochromis_polyacanthus ENSAPOG00000009180
stegastes_partitus ENSSPAG00000013808
takifugu_rubripes ENSTRUG00000020163
tetraodon_nigroviridis ENSTNIG00000010513
mola_mola ENSMMOG00000004166
hippocampus_comes ENSHCOG00000000425
gasterosteus_aculeatus ENSGACG00000018119
pundamilia_nyererei ENSPNYG00000000302
haplochromis_burtoni ENSHBUG00000002470
astatotilapia_calliptera ENSACLG00000007933
astatotilapia_calliptera ENSACLG00000007779
maylandia_zebra ENSMZEG00005012506
oreochromis_niloticus ENSONIG00000012977
neolamprologus_brichardi ENSNBRG00000011469
amphilophus_citrinellus ENSACIG00000017371
labrus_bergylta ENSLBEG00000005237
hippocampus_comes ENSHCOG00000015285
kryptolebias_marmoratus ENSKMAG00000005120
periophthalmus_magnuspinnatus ENSPMGG00000004048
gadus_morhua ENSGMOG00000000865
esox_lucius ENSELUG00000015423
pygocentrus_nattereri ENSPNAG00000024696
astyanax_mexicanus ENSAMXG00000038117
ictalurus_punctatus ENSIPUG00000011149
