mus_spicilegus ENSMSIG00000001638
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000033533
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031494
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030380
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013591
rattus_norvegicus ENSRNOG00000042084
meriones_unguiculatus ENSMUGG00000007165
cricetulus_griseus_crigri_1.0 ENSCGRG00000008649
cricetulus_griseus_crigri-picr ENSCGRG00015012927
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022369
mesocricetus_auratus ENSMAUG00000013950
peromyscus_maniculatus_bairdii ENSPEMG00000008700
microtus_ochrogaster ENSMOCG00000003575
nannospalax_galili ENSNGAG00000003457
jaculus_jaculus ENSJJAG00000013667
dipodomys_ordii ENSDORG00000005902
chinchilla_lanigera ENSCLAG00000015622
octodon_degus ENSODEG00000001329
cavia_porcellus ENSCPOG00000035359
cavia_aperea ENSCAPG00000017699
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007282
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013276
fukomys_damarensis ENSFDAG00000012248
ictidomys_tridecemlineatus ENSSTOG00000011668
urocitellus_parryii ENSUPAG00010008885
spermophilus_dauricus ENSSDAG00000000007
marmota_marmota_marmota ENSMMMG00000022792
oryctolagus_cuniculus ENSOCUG00000017141
ochotona_princeps ENSOPRG00000002739
propithecus_coquereli ENSPCOG00000010676
microcebus_murinus ENSMICG00000044649
otolemur_garnettii ENSOGAG00000016741
pongo_abelii ENSPPYG00000007159
pongo_abelii ENSPPYG00000029477
pan_troglodytes ENSPTRG00000050863
pan_paniscus ENSPPAG00000038807
gorilla_gorilla ENSGGOG00000034929
homo_sapiens ENSG00000166743
mandrillus_leucophaeus ENSMLEG00000030104
cercocebus_atys ENSCATG00000038585
theropithecus_gelada ENSTGEG00000021792
papio_anubis ENSPANG00000025506
macaca_fascicularis ENSMFAG00000002831
macaca_nemestrina ENSMNEG00000034119
macaca_mulatta ENSMMUG00000004226
chlorocebus_sabaeus ENSCSAG00000007617
piliocolobus_tephrosceles ENSPTEG00000012537
colobus_angolensis_palliatus ENSCANG00000035728
rhinopithecus_bieti ENSRBIG00000022391
rhinopithecus_roxellana ENSRROG00000033790
carlito_syrichta ENSTSYG00000008292
tupaia_belangeri ENSTBEG00000017684
loxodonta_africana ENSLAFG00000031873
loxodonta_africana ENSLAFG00000032651
loxodonta_africana ENSLAFG00000026114
dasypus_novemcinctus ENSDNOG00000033808
ursus_americanus ENSUAMG00000016881
ursus_maritimus ENSUMAG00000008157
ailuropoda_melanoleuca ENSAMEG00000008860
mustela_putorius_furo ENSMPUG00000013185
panthera_pardus ENSPPRG00000006364
panthera_tigris_altaica ENSPTIG00000012365
felis_catus ENSFCAG00000008109
myotis_lucifugus ENSMLUG00000023868
myotis_lucifugus ENSMLUG00000022179
myotis_lucifugus ENSMLUG00000026942
myotis_lucifugus ENSMLUG00000000580
myotis_lucifugus ENSMLUG00000026598
myotis_lucifugus ENSMLUG00000024392
equus_caballus ENSECAG00000021788
equus_asinus_asinus ENSEASG00005014177
equus_caballus ENSECAG00000017507
equus_asinus_asinus ENSEASG00005002924
tursiops_truncatus ENSTTRG00000004222
vicugna_pacos ENSVPAG00000003421
ovis_aries ENSOARG00000012921
capra_hircus ENSCHIG00000023960
bos_taurus ENSBTAG00000001417
bos_mutus ENSBMUG00000003685
bison_bison_bison ENSBBBG00000021573
loxodonta_africana ENSLAFG00000022957
procavia_capensis ENSPCAG00000000321
echinops_telfairi ENSETEG00000003474
dasypus_novemcinctus ENSDNOG00000046463
dasypus_novemcinctus ENSDNOG00000045018
dasypus_novemcinctus ENSDNOG00000048478
dasypus_novemcinctus ENSDNOG00000042644
dasypus_novemcinctus ENSDNOG00000015986
dasypus_novemcinctus ENSDNOG00000032487
dasypus_novemcinctus ENSDNOG00000046033
phascolarctos_cinereus ENSPCIG00000029246
notamacropus_eugenii ENSMEUG00000001935
sarcophilus_harrisii ENSSHAG00000018929
monodelphis_domestica ENSMODG00000006854
