labrus_bergylta ENSLBEG00000023407
mola_mola ENSMMOG00000012392
seriola_dumerili ENSSDUG00000015408
poecilia_formosa ENSPFOG00000021788
poecilia_mexicana ENSPMEG00000008795
poecilia_latipinna ENSPLAG00000013492
xiphophorus_couchianus ENSXCOG00000017963
cyprinodon_variegatus ENSCVAG00000019016
oryzias_latipes_asm223467v1 ENSORLG00000025046
oryzias_melastigma ENSOMEG00000020306
pygocentrus_nattereri ENSPNAG00000001912
astyanax_mexicanus ENSAMXG00000002539
ictalurus_punctatus ENSIPUG00000014213
danio_rerio ENSDARG00000090851
