monopterus_albus ENSMALG00000009184
mastacembelus_armatus ENSMAMG00000019374
anabas_testudineus ENSATEG00000022761
takifugu_rubripes ENSTRUG00000025921
tetraodon_nigroviridis ENSTNIG00000008081
mola_mola ENSMMOG00000016443
labrus_bergylta ENSLBEG00000017344
poecilia_latipinna ENSPLAG00000013346
poecilia_formosa ENSPFOG00000008658
poecilia_mexicana ENSPMEG00000017722
poecilia_reticulata ENSPREG00000007545
xiphophorus_maculatus ENSXMAG00000022608
xiphophorus_couchianus ENSXCOG00000019469
gambusia_affinis ENSGAFG00000013073
fundulus_heteroclitus ENSFHEG00000022894
cyprinodon_variegatus ENSCVAG00000000722
kryptolebias_marmoratus ENSKMAG00000004817
oryzias_latipes_asm223471v1 ENSORLG00020008026
oryzias_latipes_asm223467v1 ENSORLG00000011142
oryzias_latipes_asm223469v1 ENSORLG00015000971
oryzias_melastigma ENSOMEG00000010196
amphiprion_ocellaris ENSAOCG00000023778
amphiprion_percula ENSAPEG00000006670
acanthochromis_polyacanthus ENSAPOG00000015451
stegastes_partitus ENSSPAG00000003822
maylandia_zebra ENSMZEG00005016297
astatotilapia_calliptera ENSACLG00000021096
pundamilia_nyererei ENSPNYG00000002294
haplochromis_burtoni ENSHBUG00000005252
neolamprologus_brichardi ENSNBRG00000002418
amphilophus_citrinellus ENSACIG00000006784
scophthalmus_maximus ENSSMAG00000013285
cynoglossus_semilaevis ENSCSEG00000003570
seriola_dumerili ENSSDUG00000008150
seriola_lalandi_dorsalis ENSSLDG00000014767
hippocampus_comes ENSHCOG00000020978
periophthalmus_magnuspinnatus ENSPMGG00000012032
esox_lucius ENSELUG00000014711
pygocentrus_nattereri ENSPNAG00000017880
astyanax_mexicanus ENSAMXG00000012465
ictalurus_punctatus ENSIPUG00000000150
danio_rerio ENSDARG00000089572
scleropages_formosus ENSSFOG00015000234
paramormyrops_kingsleyae ENSPKIG00000011699
lepisosteus_oculatus ENSLOCG00000000009
latimeria_chalumnae ENSLACG00000009303
