drosophila_melanogaster FBgn0032988
caenorhabditis_elegans_strain_n2 WBGene00007980
anas_platyrhynchos_platyrhynchos ENSAPLG00000004537
anser_brachyrhynchus ENSABRG00000022600
gallus_gallus ENSGALG00000041989
meleagris_gallopavo ENSMGAG00000000838
coturnix_japonica ENSCJPG00005013479
numida_meleagris ENSNMEG00000004671
calidris_pygmaea ENSCPGG00000018542
calidris_pugnax ENSCPUG00000016831
melopsittacus_undulatus ENSMUNG00000001758
taeniopygia_guttata ENSTGUG00000005205
lonchura_striata_domestica ENSLSDG00000013861
serinus_canaria ENSSCAG00000011444
zonotrichia_albicollis ENSZALG00000015960
junco_hyemalis ENSJHYG00000017273
parus_major ENSPMJG00000010466
cyanistes_caeruleus ENSCCEG00000014289
ficedula_albicollis ENSFALG00000003862
manacus_vitellinus ENSMVIG00005004497
lepidothrix_coronata ENSLCOG00000005900
apteryx_haastii ENSAHAG00000006884
apteryx_owenii ENSAOWG00000003302
apteryx_rowi ENSARWG00000004531
dromaius_novaehollandiae ENSDNVG00000017050
nothoprocta_perdicaria ENSNPEG00000006099
crocodylus_porosus ENSCPRG00005004048
chelonoidis_abingdonii ENSCABG00000022538
gopherus_agassizii ENSGAGG00000013621
chrysemys_picta_bellii ENSCPBG00000020347
pelodiscus_sinensis ENSPSIG00000015403
anolis_carolinensis ENSACAG00000003912
pogona_vitticeps ENSPVIG00000003893
salvator_merianae ENSSMRG00000004690
notechis_scutatus ENSNSUG00000003314
sphenodon_punctatus ENSSPUG00000007510
phascolarctos_cinereus ENSPCIG00000016898
sarcophilus_harrisii ENSSHAG00000000378
monodelphis_domestica ENSMODG00000004597
mus_spicilegus ENSMSIG00000001658
mus_spicilegus ENSMSIG00000021597
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021365
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022682
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020470
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016176
rattus_norvegicus ENSRNOG00000003326
meriones_unguiculatus ENSMUGG00000016985
microtus_ochrogaster ENSMOCG00000016697
peromyscus_maniculatus_bairdii ENSPEMG00000013707
cricetulus_griseus_crigri-picr ENSCGRG00015026296
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001530
mesocricetus_auratus ENSMAUG00000011506
nannospalax_galili ENSNGAG00000022811
jaculus_jaculus ENSJJAG00000006971
urocitellus_parryii ENSUPAG00010022658
spermophilus_dauricus ENSSDAG00000003964
ictidomys_tridecemlineatus ENSSTOG00000009277
marmota_marmota_marmota ENSMMMG00000019796
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003378
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008152
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013986
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002879
fukomys_damarensis ENSFDAG00000018939
cavia_porcellus ENSCPOG00000003711
cavia_aperea ENSCAPG00000015108
chinchilla_lanigera ENSCLAG00000010890
octodon_degus ENSODEG00000002574
castor_canadensis ENSCCNG00000013870
oryctolagus_cuniculus ENSOCUG00000006704
ochotona_princeps ENSOPRG00000008274
tupaia_belangeri ENSTBEG00000014385
homo_sapiens ENSG00000085721
gorilla_gorilla ENSGGOG00000003478
pan_troglodytes ENSPTRG00000007801
pongo_abelii ENSPPYG00000007129
pongo_abelii ENSPPYG00000007705
pongo_abelii ENSPPYG00000007263
nomascus_leucogenys ENSNLEG00000010306
macaca_mulatta ENSMMUG00000002991
macaca_fascicularis ENSMFAG00000037314
macaca_nemestrina ENSMNEG00000031979
mandrillus_leucophaeus ENSMLEG00000036054
cercocebus_atys ENSCATG00000038216
theropithecus_gelada ENSTGEG00000024905
papio_anubis ENSPANG00000010460
chlorocebus_sabaeus ENSCSAG00000008114
piliocolobus_tephrosceles ENSPTEG00000028271
colobus_angolensis_palliatus ENSCANG00000012916
rhinopithecus_roxellana ENSRROG00000018257
rhinopithecus_bieti ENSRBIG00000028137
saimiri_boliviensis_boliviensis ENSSBOG00000030431
aotus_nancymaae ENSANAG00000034561
cebus_capucinus_imitator ENSCCAG00000035061
callithrix_jacchus ENSCJAG00000005268
aotus_nancymaae ENSANAG00000028868
carlito_syrichta ENSTSYG00000008927
microcebus_murinus ENSMICG00000015014
propithecus_coquereli ENSPCOG00000014416
prolemur_simus ENSPSMG00000005254
otolemur_garnettii ENSOGAG00000002540
dipodomys_ordii ENSDORG00000006130
sorex_araneus ENSSARG00000002001
ursus_maritimus ENSUMAG00000004567
ursus_americanus ENSUAMG00000012540
ailuropoda_melanoleuca ENSAMEG00000011130
neovison_vison ENSNVIG00000019429
mustela_putorius_furo ENSMPUG00000014367
canis_lupus_familiaris ENSCAFG00000018783
canis_lupus_dingo ENSCAFG00020023991
vulpes_vulpes ENSVVUG00000019527
panthera_tigris_altaica ENSPTIG00000002723
panthera_pardus ENSPPRG00000013172
felis_catus ENSFCAG00000015340
equus_asinus_asinus ENSEASG00005011372
equus_caballus ENSECAG00000008861
myotis_lucifugus ENSMLUG00000003466
pteropus_vampyrus ENSPVAG00000002553
bos_mutus ENSBMUG00000021477
bos_taurus ENSBTAG00000004804
bison_bison_bison ENSBBBG00000016180
capra_hircus ENSCHIG00000014990
ovis_aries ENSOARG00000007937
tursiops_truncatus ENSTTRG00000010195
sus_scrofa ENSSSCG00000033356
vicugna_pacos ENSVPAG00000010145
erinaceus_europaeus ENSEEUG00000014018
loxodonta_africana ENSLAFG00000002030
procavia_capensis ENSPCAG00000011528
echinops_telfairi ENSETEG00000005970
dasypus_novemcinctus ENSDNOG00000000907
ornithorhynchus_anatinus ENSOANG00000000130
xenopus_tropicalis ENSXETG00000005536
latimeria_chalumnae ENSLACG00000013619
labrus_bergylta ENSLBEG00000006666
gasterosteus_aculeatus ENSGACG00000004364
tetraodon_nigroviridis ENSTNIG00000010211
takifugu_rubripes ENSTRUG00000012504
mola_mola ENSMMOG00000009630
mastacembelus_armatus ENSMAMG00000002737
monopterus_albus ENSMALG00000003509
anabas_testudineus ENSATEG00000007831
seriola_lalandi_dorsalis ENSSLDG00000008742
seriola_dumerili ENSSDUG00000017096
scophthalmus_maximus ENSSMAG00000014760
amphiprion_ocellaris ENSAOCG00000018340
amphiprion_percula ENSAPEG00000010199
acanthochromis_polyacanthus ENSAPOG00000002550
stegastes_partitus ENSSPAG00000011606
astatotilapia_calliptera ENSACLG00000011681
maylandia_zebra ENSMZEG00005022015
haplochromis_burtoni ENSHBUG00000006293
pundamilia_nyererei ENSPNYG00000010542
maylandia_zebra ENSMZEG00005022917
oreochromis_niloticus ENSONIG00000012545
neolamprologus_brichardi ENSNBRG00000012228
amphilophus_citrinellus ENSACIG00000007073
poecilia_formosa ENSPFOG00000015208
poecilia_formosa ENSPFOG00000024081
poecilia_mexicana ENSPMEG00000013337
poecilia_mexicana ENSPMEG00000022909
poecilia_latipinna ENSPLAG00000000697
poecilia_reticulata ENSPREG00000011272
xiphophorus_maculatus ENSXMAG00000010106
xiphophorus_couchianus ENSXCOG00000010616
gambusia_affinis ENSGAFG00000005413
fundulus_heteroclitus ENSFHEG00000009640
cyprinodon_variegatus ENSCVAG00000004246
kryptolebias_marmoratus ENSKMAG00000006262
oryzias_latipes_asm223471v1 ENSORLG00020016401
