bos_taurus ENSBTAG00000027723
bos_mutus ENSBMUG00000003002
ovis_aries ENSOARG00000014931
sus_scrofa ENSSSCG00000036900
canis_lupus_familiaris ENSCAFG00000004370
pongo_abelii ENSPPYG00000019003
pongo_abelii ENSPPYG00000018315
oryctolagus_cuniculus ENSOCUG00000021992
mustela_putorius_furo ENSMPUG00000005378
myotis_lucifugus ENSMLUG00000028294
dasypus_novemcinctus ENSDNOG00000045465
dasypus_novemcinctus ENSDNOG00000045330
dasypus_novemcinctus ENSDNOG00000045539
dasypus_novemcinctus ENSDNOG00000044604
pongo_abelii ENSPPYG00000007009
oryctolagus_cuniculus ENSOCUG00000023511
echinops_telfairi ENSETEG00000016952
bos_mutus ENSBMUG00000011801
ovis_aries ENSOARG00000004640
gorilla_gorilla ENSGGOG00000039527
dasypus_novemcinctus ENSDNOG00000039226
echinops_telfairi ENSETEG00000014717
ailuropoda_melanoleuca ENSAMEG00000010911
dasypus_novemcinctus ENSDNOG00000038577
echinops_telfairi ENSETEG00000019720
sarcophilus_harrisii ENSSHAG00000014234
