scophthalmus_maximus ENSSMAG00000021180
cynoglossus_semilaevis ENSCSEG00000018315
hippocampus_comes ENSHCOG00000008158
pundamilia_nyererei ENSPNYG00000018444
neolamprologus_brichardi ENSNBRG00000004128
amphilophus_citrinellus ENSACIG00000005000
pundamilia_nyererei ENSPNYG00000018462
xiphophorus_couchianus ENSXCOG00000007187
gambusia_affinis ENSGAFG00000011349
poecilia_latipinna ENSPLAG00000008788
oryzias_latipes_asm223467v1 ENSORLG00000024532
oryzias_latipes_asm223471v1 ENSORLG00020015968
oryzias_latipes_asm223469v1 ENSORLG00015011813
amphiprion_ocellaris ENSAOCG00000006873
amphiprion_percula ENSAPEG00000004970
stegastes_partitus ENSSPAG00000003242
periophthalmus_magnuspinnatus ENSPMGG00000020440
gadus_morhua ENSGMOG00000001369
astyanax_mexicanus ENSAMXG00000034320
serinus_canaria ENSSCAG00000000860
zonotrichia_albicollis ENSZALG00000001585
