castor_canadensis ENSCCNG00000007980
spermophilus_dauricus ENSSDAG00000006777
capra_hircus ENSCHIG00000013893
bison_bison_bison ENSBBBG00000012674
vulpes_vulpes ENSVVUG00000011604
pogona_vitticeps ENSPVIG00000025459
salvator_merianae ENSSMRG00000016109
sphenodon_punctatus ENSSPUG00000011890
crocodylus_porosus ENSCPRG00005007495
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000056758
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016674
mus_spicilegus ENSMSIG00000020285
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031237
equus_caballus ENSECAG00000040252
neovison_vison ENSNVIG00000009047
mustela_putorius_furo ENSMPUG00000017521
canis_lupus_dingo ENSCAFG00020018501
bos_taurus ENSBTAG00000044118
sus_scrofa ENSSSCG00000034610
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012175
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006760
fukomys_damarensis ENSFDAG00000006316
cavia_porcellus ENSCPOG00000013133
nannospalax_galili ENSNGAG00000019873
peromyscus_maniculatus_bairdii ENSPEMG00000025288
microtus_ochrogaster ENSMOCG00000017879
cricetulus_griseus_crigri-picr ENSCGRG00015003447
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000426
cricetulus_griseus_crigri_1.0 ENSCGRG00000010603
mesocricetus_auratus ENSMAUG00000016780
meriones_unguiculatus ENSMUGG00000008420
rattus_norvegicus ENSRNOG00000042460
jaculus_jaculus ENSJJAG00000013255
dipodomys_ordii ENSDORG00000024316
octodon_degus ENSODEG00000004075
ictidomys_tridecemlineatus ENSSTOG00000026964
urocitellus_parryii ENSUPAG00010023201
oryctolagus_cuniculus ENSOCUG00000029407
loxodonta_africana ENSLAFG00000005574
dasypus_novemcinctus ENSDNOG00000013210
ovis_aries ENSOARG00000002929
sus_scrofa ENSSSCG00000005101
panthera_tigris_altaica ENSPTIG00000017509
meleagris_gallopavo ENSMGAG00000010322
gallus_gallus ENSGALG00000009875
anser_brachyrhynchus ENSABRG00000007817
calidris_pugnax ENSCPUG00000004685
serinus_canaria ENSSCAG00000002805
lonchura_striata_domestica ENSLSDG00000016129
zonotrichia_albicollis ENSZALG00000009786
ficedula_albicollis ENSFALG00000010016
parus_major ENSPMJG00000012603
lepidothrix_coronata ENSLCOG00000014510
dromaius_novaehollandiae ENSDNVG00000008586
apteryx_owenii ENSAOWG00000005649
apteryx_rowi ENSARWG00000003309
apteryx_haastii ENSAHAG00000003594
calidris_pygmaea ENSCPGG00000009337
junco_hyemalis ENSJHYG00000007405
numida_meleagris ENSNMEG00000012291
coturnix_japonica ENSCJPG00005015732
anas_platyrhynchos_platyrhynchos ENSAPLG00000028797
nothoprocta_perdicaria ENSNPEG00000007414
pelodiscus_sinensis ENSPSIG00000005508
anolis_carolinensis ENSACAG00000003507
phascolarctos_cinereus ENSPCIG00000028938
pygocentrus_nattereri ENSPNAG00000001209
ictalurus_punctatus ENSIPUG00000016581
danio_rerio ENSDARG00000069912
anabas_testudineus ENSATEG00000023657
amphiprion_ocellaris ENSAOCG00000017655
scophthalmus_maximus ENSSMAG00000019582
paramormyrops_kingsleyae ENSPKIG00000021690
monopterus_albus ENSMALG00000001859
mastacembelus_armatus ENSMAMG00000016576
seriola_dumerili ENSSDUG00000000129
seriola_lalandi_dorsalis ENSSLDG00000008820
acanthochromis_polyacanthus ENSAPOG00000024354
stegastes_partitus ENSSPAG00000006053
poecilia_mexicana ENSPMEG00000017665
poecilia_formosa ENSPFOG00000016057
poecilia_reticulata ENSPREG00000004444
gambusia_affinis ENSGAFG00000011125
xiphophorus_maculatus ENSXMAG00000016739
cyprinodon_variegatus ENSCVAG00000006204
fundulus_heteroclitus ENSFHEG00000019909
kryptolebias_marmoratus ENSKMAG00000005851
oryzias_latipes_asm223469v1 ENSORLG00015017209
oryzias_latipes_asm223467v1 ENSORLG00000023704
oryzias_latipes_asm223471v1 ENSORLG00020021131
maylandia_zebra ENSMZEG00005014919
tetraodon_nigroviridis ENSTNIG00000014760
takifugu_rubripes ENSTRUG00000020553
haplochromis_burtoni ENSHBUG00000002430
pundamilia_nyererei ENSPNYG00000016797
oreochromis_niloticus ENSONIG00000004017
amphiprion_percula ENSAPEG00000002706
labrus_bergylta ENSLBEG00000022921
anabas_testudineus ENSATEG00000024847
esox_lucius ENSELUG00000008945
scleropages_formosus ENSSFOG00015018694
felis_catus ENSFCAG00000033840
panthera_pardus ENSPPRG00000022627
bos_mutus ENSBMUG00000011408
microcebus_murinus ENSMICG00000029622
propithecus_coquereli ENSPCOG00000002104
prolemur_simus ENSPSMG00000001488
callithrix_jacchus ENSCJAG00000014566
saimiri_boliviensis_boliviensis ENSSBOG00000030632
cebus_capucinus_imitator ENSCCAG00000025036
aotus_nancymaae ENSANAG00000035456
ursus_maritimus ENSUMAG00000020521
pan_paniscus ENSPPAG00000036905
carlito_syrichta ENSTSYG00000030419
lepisosteus_oculatus ENSLOCG00000014273
