pteropus_vampyrus ENSPVAG00000002106
sorex_araneus ENSSARG00000013092
capra_hircus ENSCHIG00000016356
ovis_aries ENSOARG00000008447
bos_taurus ENSBTAG00000053029
bos_mutus ENSBMUG00000015594
bison_bison_bison ENSBBBG00000017256
tursiops_truncatus ENSTTRG00000010664
sus_scrofa ENSSSCG00000009730
ursus_maritimus ENSUMAG00000001048
ursus_americanus ENSUAMG00000007497
ailuropoda_melanoleuca ENSAMEG00000013375
mustela_putorius_furo ENSMPUG00000002709
neovison_vison ENSNVIG00000022022
canis_lupus_dingo ENSCAFG00020009816
vulpes_vulpes ENSVVUG00000007785
panthera_tigris_altaica ENSPTIG00000018739
panthera_pardus ENSPPRG00000006468
felis_catus ENSFCAG00000002509
pan_paniscus ENSPPAG00000043059
pan_troglodytes ENSPTRG00000023082
gorilla_gorilla ENSGGOG00000004068
homo_sapiens ENSG00000198393
pongo_abelii ENSPPYG00000005151
nomascus_leucogenys ENSNLEG00000012466
piliocolobus_tephrosceles ENSPTEG00000030959
colobus_angolensis_palliatus ENSCANG00000035389
rhinopithecus_roxellana ENSRROG00000033617
rhinopithecus_bieti ENSRBIG00000041815
cercocebus_atys ENSCATG00000033004
mandrillus_leucophaeus ENSMLEG00000030534
papio_anubis ENSPANG00000031734
theropithecus_gelada ENSTGEG00000001166
macaca_fascicularis ENSMFAG00000041196
macaca_nemestrina ENSMNEG00000030045
macaca_mulatta ENSMMUG00000013868
chlorocebus_sabaeus ENSCSAG00000001819
cebus_capucinus_imitator ENSCCAG00000034939
saimiri_boliviensis_boliviensis ENSSBOG00000028117
callithrix_jacchus ENSCJAG00000013090
aotus_nancymaae ENSANAG00000021569
carlito_syrichta ENSTSYG00000031447
propithecus_coquereli ENSPCOG00000004884
propithecus_coquereli ENSPCOG00000008759
prolemur_simus ENSPSMG00000016251
microcebus_murinus ENSMICG00000043825
otolemur_garnettii ENSOGAG00000024271
castor_canadensis ENSCCNG00000008107
dipodomys_ordii ENSDORG00000029514
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013619
cricetulus_griseus_crigri_1.0 ENSCGRG00000003556
cricetulus_griseus_crigri-picr ENSCGRG00015019850
mesocricetus_auratus ENSMAUG00000003676
peromyscus_maniculatus_bairdii ENSPEMG00000016162
nannospalax_galili ENSNGAG00000000287
jaculus_jaculus ENSJJAG00000001772
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012361
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005082
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002314
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007687
fukomys_damarensis ENSFDAG00000017571
chinchilla_lanigera ENSCLAG00000008681
spermophilus_dauricus ENSSDAG00000006612
spermophilus_dauricus ENSSDAG00000006599
urocitellus_parryii ENSUPAG00010023360
marmota_marmota_marmota ENSMMMG00000004328
ictidomys_tridecemlineatus ENSSTOG00000008431
oryctolagus_cuniculus ENSOCUG00000029684
ochotona_princeps ENSOPRG00000007536
tupaia_belangeri ENSTBEG00000010158
procavia_capensis ENSPCAG00000014220
dasypus_novemcinctus ENSDNOG00000039327
echinops_telfairi ENSETEG00000006935
equus_caballus ENSECAG00000005421
equus_asinus_asinus ENSEASG00005016742
