scophthalmus_maximus ENSSMAG00000003846
cynoglossus_semilaevis ENSCSEG00000004328
seriola_dumerili ENSSDUG00000005241
seriola_lalandi_dorsalis ENSSLDG00000003887
anabas_testudineus ENSATEG00000024643
xiphophorus_maculatus ENSXMAG00000029024
gambusia_affinis ENSGAFG00000002786
poecilia_latipinna ENSPLAG00000018311
poecilia_formosa ENSPFOG00000001697
cyprinodon_variegatus ENSCVAG00000001721
kryptolebias_marmoratus ENSKMAG00000017019
oryzias_latipes_asm223469v1 ENSORLG00015012748
oryzias_latipes_asm223467v1 ENSORLG00000015329
oryzias_latipes_asm223471v1 ENSORLG00020017326
oryzias_melastigma ENSOMEG00000021914
maylandia_zebra ENSMZEG00005001493
astatotilapia_calliptera ENSACLG00000003190
pundamilia_nyererei ENSPNYG00000020545
oreochromis_niloticus ENSONIG00000019169
amphiprion_ocellaris ENSAOCG00000004941
amphiprion_percula ENSAPEG00000010077
acanthochromis_polyacanthus ENSAPOG00000006667
stegastes_partitus ENSSPAG00000000307
labrus_bergylta ENSLBEG00000017041
gasterosteus_aculeatus ENSGACG00000000605
takifugu_rubripes ENSTRUG00000018534
tetraodon_nigroviridis ENSTNIG00000006509
hippocampus_comes ENSHCOG00000019875
gadus_morhua ENSGMOG00000002206
