castor_canadensis ENSCCNG00000028017
dipodomys_ordii ENSDORG00000008862
chinchilla_lanigera ENSCLAG00000015298
octodon_degus ENSODEG00000006888
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013644
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003929
cavia_porcellus ENSCPOG00000009141
mus_spicilegus ENSMSIG00000024969
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042474
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015365
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014561
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027795
rattus_norvegicus ENSRNOG00000004441
meriones_unguiculatus ENSMUGG00000020493
cricetulus_griseus_crigri_1.0 ENSCGRG00000008826
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021694
cricetulus_griseus_crigri-picr ENSCGRG00015005113
mesocricetus_auratus ENSMAUG00000012462
microtus_ochrogaster ENSMOCG00000000852
peromyscus_maniculatus_bairdii ENSPEMG00000022804
nannospalax_galili ENSNGAG00000020854
urocitellus_parryii ENSUPAG00010015158
marmota_marmota_marmota ENSMMMG00000003189
spermophilus_dauricus ENSSDAG00000013597
ochotona_princeps ENSOPRG00000011381
oryctolagus_cuniculus ENSOCUG00000014305
pan_troglodytes ENSPTRG00000001920
pan_paniscus ENSPPAG00000041511
homo_sapiens ENSG00000162894
gorilla_gorilla ENSGGOG00000010002
pongo_abelii ENSPPYG00000000278
nomascus_leucogenys ENSNLEG00000000878
macaca_fascicularis ENSMFAG00000033129
macaca_mulatta ENSMMUG00000023573
macaca_nemestrina ENSMNEG00000029941
mandrillus_leucophaeus ENSMLEG00000029624
cercocebus_atys ENSCATG00000041817
papio_anubis ENSPANG00000015118
theropithecus_gelada ENSTGEG00000012159
chlorocebus_sabaeus ENSCSAG00000015021
rhinopithecus_roxellana ENSRROG00000021504
rhinopithecus_bieti ENSRBIG00000039856
colobus_angolensis_palliatus ENSCANG00000034151
piliocolobus_tephrosceles ENSPTEG00000034843
cebus_capucinus_imitator ENSCCAG00000020674
saimiri_boliviensis_boliviensis ENSSBOG00000022073
callithrix_jacchus ENSCJAG00000018496
aotus_nancymaae ENSANAG00000021367
carlito_syrichta ENSTSYG00000014064
propithecus_coquereli ENSPCOG00000002439
prolemur_simus ENSPSMG00000008054
microcebus_murinus ENSMICG00000008383
otolemur_garnettii ENSOGAG00000004085
tupaia_belangeri ENSTBEG00000013459
ursus_maritimus ENSUMAG00000025342
ursus_americanus ENSUAMG00000000555
ailuropoda_melanoleuca ENSAMEG00000017469
mustela_putorius_furo ENSMPUG00000009897
neovison_vison ENSNVIG00000012031
canis_lupus_familiaris ENSCAFG00000011474
canis_lupus_dingo ENSCAFG00020012477
vulpes_vulpes ENSVVUG00000000476
panthera_pardus ENSPPRG00000004616
panthera_tigris_altaica ENSPTIG00000017475
felis_catus ENSFCAG00000013830
bison_bison_bison ENSBBBG00000015293
bos_mutus ENSBMUG00000025334
pteropus_vampyrus ENSPVAG00000011566
myotis_lucifugus ENSMLUG00000028935
equus_caballus ENSECAG00000014784
equus_asinus_asinus ENSEASG00005004817
bos_taurus ENSBTAG00000019796
ovis_aries ENSOARG00000006627
tursiops_truncatus ENSTTRG00000012113
sus_scrofa ENSSSCG00000015656
loxodonta_africana ENSLAFG00000016266
procavia_capensis ENSPCAG00000012829
echinops_telfairi ENSETEG00000002787
dasypus_novemcinctus ENSDNOG00000036464
sarcophilus_harrisii ENSSHAG00000018287
monodelphis_domestica ENSMODG00000002120
phascolarctos_cinereus ENSPCIG00000015558
notamacropus_eugenii ENSMEUG00000006042
ornithorhynchus_anatinus ENSOANG00000030323
gopherus_agassizii ENSGAGG00000012944
pelodiscus_sinensis ENSPSIG00000003566
sphenodon_punctatus ENSSPUG00000006221
