eptatretus_burgeri ENSEBUG00000010280
petromyzon_marinus ENSPMAG00000001908
takifugu_rubripes ENSTRUG00000008723
tetraodon_nigroviridis ENSTNIG00000004876
mola_mola ENSMMOG00000002914
labrus_bergylta ENSLBEG00000010849
gasterosteus_aculeatus ENSGACG00000007676
mastacembelus_armatus ENSMAMG00000009135
monopterus_albus ENSMALG00000020824
seriola_lalandi_dorsalis ENSSLDG00000009350
seriola_dumerili ENSSDUG00000000557
scophthalmus_maximus ENSSMAG00000006989
amphiprion_ocellaris ENSAOCG00000019098
amphiprion_percula ENSAPEG00000005804
acanthochromis_polyacanthus ENSAPOG00000016559
stegastes_partitus ENSSPAG00000012105
oryzias_latipes_asm223471v1 ENSORLG00020013950
oryzias_latipes_asm223469v1 ENSORLG00015008967
oryzias_latipes_asm223467v1 ENSORLG00000016122
oryzias_melastigma ENSOMEG00000023039
cynoglossus_semilaevis ENSCSEG00000005124
hippocampus_comes ENSHCOG00000009841
maylandia_zebra ENSMZEG00005027001
astatotilapia_calliptera ENSACLG00000007704
haplochromis_burtoni ENSHBUG00000001295
pundamilia_nyererei ENSPNYG00000008186
oreochromis_niloticus ENSONIG00000019351
neolamprologus_brichardi ENSNBRG00000013617
amphilophus_citrinellus ENSACIG00000013956
anabas_testudineus ENSATEG00000024195
poecilia_formosa ENSPFOG00000017947
poecilia_mexicana ENSPMEG00000018383
poecilia_latipinna ENSPLAG00000005605
poecilia_reticulata ENSPREG00000002512
xiphophorus_couchianus ENSXCOG00000018395
xiphophorus_maculatus ENSXMAG00000024923
gambusia_affinis ENSGAFG00000007421
fundulus_heteroclitus ENSFHEG00000006101
cyprinodon_variegatus ENSCVAG00000008198
kryptolebias_marmoratus ENSKMAG00000005408
periophthalmus_magnuspinnatus ENSPMGG00000010040
esox_lucius ENSELUG00000019598
monopterus_albus ENSMALG00000018970
mastacembelus_armatus ENSMAMG00000010909
anabas_testudineus ENSATEG00000020364
seriola_lalandi_dorsalis ENSSLDG00000003466
amphiprion_percula ENSAPEG00000019544
amphiprion_ocellaris ENSAOCG00000013845
acanthochromis_polyacanthus ENSAPOG00000006083
gasterosteus_aculeatus ENSGACG00000008157
mola_mola ENSMMOG00000002432
labrus_bergylta ENSLBEG00000015284
seriola_dumerili ENSSDUG00000010228
scophthalmus_maximus ENSSMAG00000019276
fundulus_heteroclitus ENSFHEG00000004796
cyprinodon_variegatus ENSCVAG00000012848
gambusia_affinis ENSGAFG00000002554
xiphophorus_maculatus ENSXMAG00000010317
poecilia_latipinna ENSPLAG00000013277
poecilia_formosa ENSPFOG00000014153
poecilia_mexicana ENSPMEG00000014003
poecilia_reticulata ENSPREG00000022744
kryptolebias_marmoratus ENSKMAG00000007293
oryzias_latipes_asm223467v1 ENSORLG00000006477
oryzias_latipes_asm223469v1 ENSORLG00015002682
oryzias_latipes_asm223471v1 ENSORLG00020010777
oryzias_melastigma ENSOMEG00000020288
maylandia_zebra ENSMZEG00005006370
astatotilapia_calliptera ENSACLG00000002174
pundamilia_nyererei ENSPNYG00000022470
haplochromis_burtoni ENSHBUG00000022694
oreochromis_niloticus ENSONIG00000011834
neolamprologus_brichardi ENSNBRG00000009498
amphilophus_citrinellus ENSACIG00000002827
stegastes_partitus ENSSPAG00000006594
cynoglossus_semilaevis ENSCSEG00000001770
tetraodon_nigroviridis ENSTNIG00000015118
pygocentrus_nattereri ENSPNAG00000018072
astyanax_mexicanus ENSAMXG00000031533
ictalurus_punctatus ENSIPUG00000000798
gadus_morhua ENSGMOG00000008181
hippocampus_comes ENSHCOG00000004282
ictalurus_punctatus ENSIPUG00000023950
paramormyrops_kingsleyae ENSPKIG00000024422
esox_lucius ENSELUG00000011666
danio_rerio ENSDARG00000000857
scleropages_formosus ENSSFOG00015023518
paramormyrops_kingsleyae ENSPKIG00000008112
pygocentrus_nattereri ENSPNAG00000011949
astyanax_mexicanus ENSAMXG00000007071
danio_rerio ENSDARG00000028721
lepisosteus_oculatus ENSLOCG00000011129
gadus_morhua ENSGMOG00000004454
tetraodon_nigroviridis ENSTNIG00000005520
gopherus_agassizii ENSGAGG00000009190
chelonoidis_abingdonii ENSCABG00000007369
chrysemys_picta_bellii ENSCPBG00000007963
pelodiscus_sinensis ENSPSIG00000006647
crocodylus_porosus ENSCPRG00005003095
notechis_scutatus ENSNSUG00000001438
notechis_scutatus ENSNSUG00000001439
anolis_carolinensis ENSACAG00000016966
pogona_vitticeps ENSPVIG00000009956
salvator_merianae ENSSMRG00000021000
notechis_scutatus ENSNSUG00000014582
notechis_scutatus ENSNSUG00000014581
castor_canadensis ENSCCNG00000026043
sphenodon_punctatus ENSSPUG00000010797
gallus_gallus ENSGALG00000042833
meleagris_gallopavo ENSMGAG00000000790
coturnix_japonica ENSCJPG00005003954
anas_platyrhynchos_platyrhynchos ENSAPLG00000002603
anser_brachyrhynchus ENSABRG00000013417
manacus_vitellinus ENSMVIG00005018797
