notechis_scutatus ENSNSUG00000007728
pogona_vitticeps ENSPVIG00000023372
ornithorhynchus_anatinus ENSOANG00000014374
meleagris_gallopavo ENSMGAG00000006910
coturnix_japonica ENSCJPG00005009775
numida_meleagris ENSNMEG00000008074
anas_platyrhynchos_platyrhynchos ENSAPLG00000027524
parus_major ENSPMJG00000012866
lepidothrix_coronata ENSLCOG00000001742
apteryx_rowi ENSARWG00000015823
apteryx_owenii ENSAOWG00000003598
dromaius_novaehollandiae ENSDNVG00000004977
crocodylus_porosus ENSCPRG00005008780
carlito_syrichta ENSTSYG00000028835
ochotona_princeps ENSOPRG00000006991
propithecus_coquereli ENSPCOG00000023655
microcebus_murinus ENSMICG00000000315
prolemur_simus ENSPSMG00000019570
otolemur_garnettii ENSOGAG00000001664
homo_sapiens ENSG00000105251
gorilla_gorilla ENSGGOG00000010231
pan_troglodytes ENSPTRG00000010300
pan_paniscus ENSPPAG00000027454
pongo_abelii ENSPPYG00000009400
nomascus_leucogenys ENSNLEG00000003109
macaca_mulatta ENSMMUG00000028927
macaca_nemestrina ENSMNEG00000032816
theropithecus_gelada ENSTGEG00000016058
papio_anubis ENSPANG00000011888
cercocebus_atys ENSCATG00000036509
chlorocebus_sabaeus ENSCSAG00000010649
colobus_angolensis_palliatus ENSCANG00000030480
piliocolobus_tephrosceles ENSPTEG00000023373
rhinopithecus_roxellana ENSRROG00000016590
rhinopithecus_bieti ENSRBIG00000041984
callithrix_jacchus ENSCJAG00000008444
cebus_capucinus_imitator ENSCCAG00000027278
saimiri_boliviensis_boliviensis ENSSBOG00000022737
aotus_nancymaae ENSANAG00000034629
macaca_fascicularis ENSMFAG00000033388
cebus_capucinus_imitator ENSCCAG00000037673
cricetulus_griseus_crigri_1.0 ENSCGRG00000008041
cricetulus_griseus_crigri-picr ENSCGRG00015004011
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000632
mesocricetus_auratus ENSMAUG00000015964
peromyscus_maniculatus_bairdii ENSPEMG00000009120
microtus_ochrogaster ENSMOCG00000005042
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000039154
mus_spicilegus ENSMSIG00000012566
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022668
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021756
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020745
rattus_norvegicus ENSRNOG00000049983
