equus_caballus ENSECAG00000022689
equus_asinus_asinus ENSEASG00005023383
bos_taurus ENSBTAG00000030802
bos_mutus ENSBMUG00000004526
bison_bison_bison ENSBBBG00000002425
ovis_aries ENSOARG00000006179
canis_lupus_dingo ENSCAFG00020013961
canis_lupus_dingo ENSCAFG00020013958
canis_lupus_familiaris ENSCAFG00000009714
vulpes_vulpes ENSVVUG00000018744
vulpes_vulpes ENSVVUG00000016156
canis_lupus_familiaris ENSCAFG00000009716
vulpes_vulpes ENSVVUG00000018741
mus_spicilegus ENSMSIG00000022238
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000070530
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025576
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024656
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026098
rattus_norvegicus ENSRNOG00000036777
meriones_unguiculatus ENSMUGG00000021919
cricetulus_griseus_crigri-picr ENSCGRG00015021860
