pan_troglodytes ENSPTRG00000029031
pan_paniscus ENSPPAG00000035787
homo_sapiens ENSG00000197863
gorilla_gorilla ENSGGOG00000000947
pongo_abelii ENSPPYG00000029586
nomascus_leucogenys ENSNLEG00000017000
macaca_mulatta ENSMMUG00000004337
macaca_fascicularis ENSMFAG00000001525
macaca_nemestrina ENSMNEG00000042453
mandrillus_leucophaeus ENSMLEG00000039353
theropithecus_gelada ENSTGEG00000007139
papio_anubis ENSPANG00000031521
cercocebus_atys ENSCATG00000044411
chlorocebus_sabaeus ENSCSAG00000004188
colobus_angolensis_palliatus ENSCANG00000039777
piliocolobus_tephrosceles ENSPTEG00000011628
rhinopithecus_roxellana ENSRROG00000007254
rhinopithecus_bieti ENSRBIG00000038779
cebus_capucinus_imitator ENSCCAG00000034741
saimiri_boliviensis_boliviensis ENSSBOG00000022397
callithrix_jacchus ENSCJAG00000013413
aotus_nancymaae ENSANAG00000037386
carlito_syrichta ENSTSYG00000034082
prolemur_simus ENSPSMG00000003657
propithecus_coquereli ENSPCOG00000022212
microcebus_murinus ENSMICG00000038460
castor_canadensis ENSCCNG00000005051
tursiops_truncatus ENSTTRG00000008606
sus_scrofa ENSSSCG00000030256
vicugna_pacos ENSVPAG00000011871
ovis_aries ENSOARG00000005437
ursus_maritimus ENSUMAG00000005013
ursus_americanus ENSUAMG00000027531
ailuropoda_melanoleuca ENSAMEG00000010037
neovison_vison ENSNVIG00000015815
mustela_putorius_furo ENSMPUG00000005481
canis_lupus_dingo ENSCAFG00020018045
canis_lupus_familiaris ENSCAFG00000031909
vulpes_vulpes ENSVVUG00000013535
panthera_tigris_altaica ENSPTIG00000008933
panthera_pardus ENSPPRG00000012917
felis_catus ENSFCAG00000023250
equus_caballus ENSECAG00000019294
equus_asinus_asinus ENSEASG00005002346
dasypus_novemcinctus ENSDNOG00000003299
