lepidothrix_coronata ENSLCOG00000007619
manacus_vitellinus ENSMVIG00005016742
zonotrichia_albicollis ENSZALG00000015193
junco_hyemalis ENSJHYG00000016997
serinus_canaria ENSSCAG00000015498
lonchura_striata_domestica ENSLSDG00000005694
parus_major ENSPMJG00000017589
cyanistes_caeruleus ENSCCEG00000006066
ficedula_albicollis ENSFALG00000000741
calidris_pygmaea ENSCPGG00000006352
anser_brachyrhynchus ENSABRG00000007816
meleagris_gallopavo ENSMGAG00000004965
coturnix_japonica ENSCJPG00005016675
gallus_gallus ENSGALG00000001605
numida_meleagris ENSNMEG00000012734
taeniopygia_guttata ENSTGUG00000017530
calidris_pugnax ENSCPUG00000009979
apteryx_owenii ENSAOWG00000008227
apteryx_haastii ENSAHAG00000018930
apteryx_rowi ENSARWG00000017436
dromaius_novaehollandiae ENSDNVG00000011540
crocodylus_porosus ENSCPRG00005015439
chelonoidis_abingdonii ENSCABG00000014399
gopherus_agassizii ENSGAGG00000010660
chrysemys_picta_bellii ENSCPBG00000018491
pelodiscus_sinensis ENSPSIG00000003680
notechis_scutatus ENSNSUG00000013736
pogona_vitticeps ENSPVIG00000002360
salvator_merianae ENSSMRG00000004228
pogona_vitticeps ENSPVIG00000002361
anolis_carolinensis ENSACAG00000017942
sphenodon_punctatus ENSSPUG00000013195
prolemur_simus ENSPSMG00000009821
microcebus_murinus ENSMICG00000035392
propithecus_coquereli ENSPCOG00000023155
otolemur_garnettii ENSOGAG00000014088
pan_troglodytes ENSPTRG00000001113
pan_paniscus ENSPPAG00000023616
homo_sapiens ENSG00000155367
gorilla_gorilla ENSGGOG00000002743
pongo_abelii ENSPPYG00000001018
nomascus_leucogenys ENSNLEG00000004240
piliocolobus_tephrosceles ENSPTEG00000029719
colobus_angolensis_palliatus ENSCANG00000033496
rhinopithecus_roxellana ENSRROG00000042626
rhinopithecus_bieti ENSRBIG00000030076
chlorocebus_sabaeus ENSCSAG00000001607
theropithecus_gelada ENSTGEG00000004377
papio_anubis ENSPANG00000004417
cercocebus_atys ENSCATG00000013926
macaca_fascicularis ENSMFAG00000001491
macaca_nemestrina ENSMNEG00000034093
macaca_mulatta ENSMMUG00000007767
mandrillus_leucophaeus ENSMLEG00000043770
cebus_capucinus_imitator ENSCCAG00000016743
saimiri_boliviensis_boliviensis ENSSBOG00000030653
callithrix_jacchus ENSCJAG00000013680
aotus_nancymaae ENSANAG00000026432
tupaia_belangeri ENSTBEG00000001998
castor_canadensis ENSCCNG00000022940
dipodomys_ordii ENSDORG00000000680
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026414
mus_spicilegus ENSMSIG00000010303
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000002228
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025465
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026910
rattus_norvegicus ENSRNOG00000012481
meriones_unguiculatus ENSMUGG00000015867
microtus_ochrogaster ENSMOCG00000011058
peromyscus_maniculatus_bairdii ENSPEMG00000019596
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010908
cricetulus_griseus_crigri-picr ENSCGRG00015026893
cricetulus_griseus_crigri_1.0 ENSCGRG00000006409
mesocricetus_auratus ENSMAUG00000001898
nannospalax_galili ENSNGAG00000021142
jaculus_jaculus ENSJJAG00000014989
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009862
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009548
fukomys_damarensis ENSFDAG00000009636
octodon_degus ENSODEG00000007627
chinchilla_lanigera ENSCLAG00000005118
cavia_porcellus ENSCPOG00000004145
marmota_marmota_marmota ENSMMMG00000012304
marmota_marmota_marmota ENSMMMG00000005913
ictidomys_tridecemlineatus ENSSTOG00000015975
urocitellus_parryii ENSUPAG00010022145
spermophilus_dauricus ENSSDAG00000007240
spermophilus_dauricus ENSSDAG00000007284
oryctolagus_cuniculus ENSOCUG00000006310
ochotona_princeps ENSOPRG00000000342
carlito_syrichta ENSTSYG00000027535
bos_taurus ENSBTAG00000006081
bos_mutus ENSBMUG00000002406
bison_bison_bison ENSBBBG00000000080
capra_hircus ENSCHIG00000013435
ovis_aries ENSOARG00000019749
sus_scrofa ENSSSCG00000006774
pteropus_vampyrus ENSPVAG00000002493
equus_asinus_asinus ENSEASG00005005493
equus_caballus ENSECAG00000007948
ursus_americanus ENSUAMG00000006724
ailuropoda_melanoleuca ENSAMEG00000003477
mustela_putorius_furo ENSMPUG00000005170
neovison_vison ENSNVIG00000001869
vulpes_vulpes ENSVVUG00000016017
canis_lupus_familiaris ENSCAFG00000013382
panthera_tigris_altaica ENSPTIG00000013710
panthera_pardus ENSPPRG00000002873
felis_catus ENSFCAG00000014429
erinaceus_europaeus ENSEEUG00000007676
erinaceus_europaeus ENSEEUG00000011667
ursus_maritimus ENSUMAG00000015659
canis_lupus_dingo ENSCAFG00020008575
tursiops_truncatus ENSTTRG00000010013
myotis_lucifugus ENSMLUG00000009847
dasypus_novemcinctus ENSDNOG00000017928
loxodonta_africana ENSLAFG00000013073
procavia_capensis ENSPCAG00000003961
echinops_telfairi ENSETEG00000013796
sorex_araneus ENSSARG00000001651
phascolarctos_cinereus ENSPCIG00000002707
notamacropus_eugenii ENSMEUG00000004820
sarcophilus_harrisii ENSSHAG00000002272
ornithorhynchus_anatinus ENSOANG00000002615
xenopus_tropicalis ENSXETG00000017214
latimeria_chalumnae ENSLACG00000017833
