sarcophilus_harrisii ENSSHAG00000015723
phascolarctos_cinereus ENSPCIG00000028471
monodelphis_domestica ENSMODG00000024624
mus_spicilegus ENSMSIG00000004259
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019351
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000044164
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018472
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019540
rattus_norvegicus ENSRNOG00000018070
meriones_unguiculatus ENSMUGG00000020178
cricetulus_griseus_crigri_1.0 ENSCGRG00000010534
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011666
cricetulus_griseus_crigri-picr ENSCGRG00015002238
mesocricetus_auratus ENSMAUG00000010090
microtus_ochrogaster ENSMOCG00000003201
peromyscus_maniculatus_bairdii ENSPEMG00000014628
nannospalax_galili ENSNGAG00000001436
jaculus_jaculus ENSJJAG00000012876
castor_canadensis ENSCCNG00000002584
dipodomys_ordii ENSDORG00000004993
chinchilla_lanigera ENSCLAG00000003589
cavia_porcellus ENSCPOG00000039677
octodon_degus ENSODEG00000019169
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003284
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012396
fukomys_damarensis ENSFDAG00000000233
pan_paniscus ENSPPAG00000012984
pan_troglodytes ENSPTRG00000045372
gorilla_gorilla ENSGGOG00000037045
homo_sapiens ENSG00000180537
pongo_abelii ENSPPYG00000016247
nomascus_leucogenys ENSNLEG00000000920
rhinopithecus_roxellana ENSRROG00000024483
colobus_angolensis_palliatus ENSCANG00000019621
macaca_mulatta ENSMMUG00000002501
macaca_nemestrina ENSMNEG00000026923
macaca_fascicularis ENSMFAG00000015266
mandrillus_leucophaeus ENSMLEG00000021297
cercocebus_atys ENSCATG00000021948
chlorocebus_sabaeus ENSCSAG00000019108
theropithecus_gelada ENSTGEG00000017690
papio_anubis ENSPANG00000016853
saimiri_boliviensis_boliviensis ENSSBOG00000019678
cebus_capucinus_imitator ENSCCAG00000019170
callithrix_jacchus ENSCJAG00000045361
aotus_nancymaae ENSANAG00000019467
carlito_syrichta ENSTSYG00000008130
microcebus_murinus ENSMICG00000045818
propithecus_coquereli ENSPCOG00000026352
prolemur_simus ENSPSMG00000014930
otolemur_garnettii ENSOGAG00000026480
myotis_lucifugus ENSMLUG00000015082
pteropus_vampyrus ENSPVAG00000017791
equus_asinus_asinus ENSEASG00005011822
equus_caballus ENSECAG00000002548
neovison_vison ENSNVIG00000019891
mustela_putorius_furo ENSMPUG00000018451
ursus_americanus ENSUAMG00000014591
ursus_maritimus ENSUMAG00000017731
ailuropoda_melanoleuca ENSAMEG00000020297
canis_lupus_dingo ENSCAFG00020012872
canis_lupus_familiaris ENSCAFG00000028703
panthera_pardus ENSPPRG00000022028
panthera_tigris_altaica ENSPTIG00000003000
felis_catus ENSFCAG00000042106
erinaceus_europaeus ENSEEUG00000004128
choloepus_hoffmanni ENSCHOG00000010147
procavia_capensis ENSPCAG00000006145
oryctolagus_cuniculus ENSOCUG00000003841
ochotona_princeps ENSOPRG00000016397
spermophilus_dauricus ENSSDAG00000023652
ictidomys_tridecemlineatus ENSSTOG00000020684
marmota_marmota_marmota ENSMMMG00000015985
urocitellus_parryii ENSUPAG00010016654
bos_taurus ENSBTAG00000054058
bos_mutus ENSBMUG00000000185
bison_bison_bison ENSBBBG00000002342
ovis_aries ENSOARG00000020104
capra_hircus ENSCHIG00000004260
tursiops_truncatus ENSTTRG00000012121
sus_scrofa ENSSSCG00000038290
vicugna_pacos ENSVPAG00000012379
tupaia_belangeri ENSTBEG00000008092
dasypus_novemcinctus ENSDNOG00000037505
ornithorhynchus_anatinus ENSOANG00000001411
anser_brachyrhynchus ENSABRG00000011194
anas_platyrhynchos_platyrhynchos ENSAPLG00000001505
meleagris_gallopavo ENSMGAG00000015403
coturnix_japonica ENSCJPG00005017292
gallus_gallus ENSGALG00000012700
numida_meleagris ENSNMEG00000001969
calidris_pugnax ENSCPUG00000002371
calidris_pygmaea ENSCPGG00000013834
melopsittacus_undulatus ENSMUNG00000009235
cyanistes_caeruleus ENSCCEG00000001343
parus_major ENSPMJG00000018206
taeniopygia_guttata ENSTGUG00000006088
lonchura_striata_domestica ENSLSDG00000010681
junco_hyemalis ENSJHYG00000015185
zonotrichia_albicollis ENSZALG00000001430
serinus_canaria ENSSCAG00000001157
ficedula_albicollis ENSFALG00000014828
manacus_vitellinus ENSMVIG00005013869
lepidothrix_coronata ENSLCOG00000004270
apteryx_rowi ENSARWG00000014521
apteryx_owenii ENSAOWG00000018733
apteryx_haastii ENSAHAG00000000396
dromaius_novaehollandiae ENSDNVG00000015691
nothoprocta_perdicaria ENSNPEG00000015553
crocodylus_porosus ENSCPRG00005002819
gopherus_agassizii ENSGAGG00000014215
chelonoidis_abingdonii ENSCABG00000006530
chrysemys_picta_bellii ENSCPBG00000022352
pelodiscus_sinensis ENSPSIG00000000242
anolis_carolinensis ENSACAG00000003668
pogona_vitticeps ENSPVIG00000005285
notechis_scutatus ENSNSUG00000017039
salvator_merianae ENSSMRG00000005741
xenopus_tropicalis ENSXETG00000002275
latimeria_chalumnae ENSLACG00000000853
mola_mola ENSMMOG00000011241
gasterosteus_aculeatus ENSGACG00000017999
amphiprion_percula ENSAPEG00000002625
amphiprion_ocellaris ENSAOCG00000007707
acanthochromis_polyacanthus ENSAPOG00000020319
stegastes_partitus ENSSPAG00000007416
mastacembelus_armatus ENSMAMG00000014634
monopterus_albus ENSMALG00000019185
anabas_testudineus ENSATEG00000014214
anabas_testudineus ENSATEG00000013808
poecilia_mexicana ENSPMEG00000007186
poecilia_reticulata ENSPREG00000020531
poecilia_latipinna ENSPLAG00000009069
poecilia_formosa ENSPFOG00000020045
xiphophorus_maculatus ENSXMAG00000022492
xiphophorus_couchianus ENSXCOG00000019970
gambusia_affinis ENSGAFG00000018579
fundulus_heteroclitus ENSFHEG00000004757
cyprinodon_variegatus ENSCVAG00000010411
kryptolebias_marmoratus ENSKMAG00000000677
oryzias_melastigma ENSOMEG00000019876
oryzias_melastigma ENSOMEG00000020117
oryzias_latipes_asm223471v1 ENSORLG00020020241
oryzias_latipes_asm223469v1 ENSORLG00015019719
oryzias_latipes_asm223467v1 ENSORLG00000027003
haplochromis_burtoni ENSHBUG00000012722
haplochromis_burtoni ENSHBUG00000012713
maylandia_zebra ENSMZEG00005003912
pundamilia_nyererei ENSPNYG00000019766
astatotilapia_calliptera ENSACLG00000024614
neolamprologus_brichardi ENSNBRG00000000827
oreochromis_niloticus ENSONIG00000020956
amphilophus_citrinellus ENSACIG00000003506
seriola_lalandi_dorsalis ENSSLDG00000001371
seriola_dumerili ENSSDUG00000005350
scophthalmus_maximus ENSSMAG00000005114
labrus_bergylta ENSLBEG00000022307
cynoglossus_semilaevis ENSCSEG00000021502
