labrus_bergylta ENSLBEG00000003883
gasterosteus_aculeatus ENSGACG00000012576
takifugu_rubripes ENSTRUG00000005091
tetraodon_nigroviridis ENSTNIG00000007915
mastacembelus_armatus ENSMAMG00000017127
cynoglossus_semilaevis ENSCSEG00000008939
seriola_dumerili ENSSDUG00000001601
seriola_lalandi_dorsalis ENSSLDG00000003661
scophthalmus_maximus ENSSMAG00000013078
monopterus_albus ENSMALG00000012654
anabas_testudineus ENSATEG00000005497
mola_mola ENSMMOG00000013515
hippocampus_comes ENSHCOG00000015262
amphiprion_percula ENSAPEG00000021601
amphiprion_ocellaris ENSAOCG00000009982
acanthochromis_polyacanthus ENSAPOG00000010460
stegastes_partitus ENSSPAG00000003136
maylandia_zebra ENSMZEG00005011386
haplochromis_burtoni ENSHBUG00000022833
pundamilia_nyererei ENSPNYG00000017103
oreochromis_niloticus ENSONIG00000015644
neolamprologus_brichardi ENSNBRG00000016134
amphilophus_citrinellus ENSACIG00000010609
fundulus_heteroclitus ENSFHEG00000018553
cyprinodon_variegatus ENSCVAG00000015580
poecilia_formosa ENSPFOG00000015131
poecilia_mexicana ENSPMEG00000001712
poecilia_latipinna ENSPLAG00000021111
poecilia_reticulata ENSPREG00000021526
xiphophorus_maculatus ENSXMAG00000011666
xiphophorus_couchianus ENSXCOG00000007880
gambusia_affinis ENSGAFG00000015287
kryptolebias_marmoratus ENSKMAG00000019369
oryzias_latipes_asm223471v1 ENSORLG00020008763
oryzias_latipes_asm223467v1 ENSORLG00000011639
oryzias_latipes_asm223469v1 ENSORLG00015003467
oryzias_melastigma ENSOMEG00000011685
periophthalmus_magnuspinnatus ENSPMGG00000020631
gadus_morhua ENSGMOG00000004250
esox_lucius ENSELUG00000012467
pygocentrus_nattereri ENSPNAG00000003380
astyanax_mexicanus ENSAMXG00000008158
ictalurus_punctatus ENSIPUG00000008871
danio_rerio ENSDARG00000074908
scleropages_formosus ENSSFOG00015013459
scleropages_formosus ENSSFOG00015007912
paramormyrops_kingsleyae ENSPKIG00000009956
lepisosteus_oculatus ENSLOCG00000009665
ficedula_albicollis ENSFALG00000003967
taeniopygia_guttata ENSTGUG00000003341
gallus_gallus ENSGALG00000005974
meleagris_gallopavo ENSMGAG00000001789
numida_meleagris ENSNMEG00000018200
pelodiscus_sinensis ENSPSIG00000005874
anolis_carolinensis ENSACAG00000004735
phascolarctos_cinereus ENSPCIG00000019516
notamacropus_eugenii ENSMEUG00000006921
sarcophilus_harrisii ENSSHAG00000008873
prolemur_simus ENSPSMG00000024203
propithecus_coquereli ENSPCOG00000014806
otolemur_garnettii ENSOGAG00000031247
homo_sapiens ENSG00000142156
gorilla_gorilla ENSGGOG00000001462
pan_paniscus ENSPPAG00000027819
cercocebus_atys ENSCATG00000040431
mandrillus_leucophaeus ENSMLEG00000029822
macaca_fascicularis ENSMFAG00000003504
macaca_nemestrina ENSMNEG00000043587
theropithecus_gelada ENSTGEG00000017430
papio_anubis ENSPANG00000022692
rhinopithecus_bieti ENSRBIG00000044937
rhinopithecus_roxellana ENSRROG00000034310
colobus_angolensis_palliatus ENSCANG00000043475
piliocolobus_tephrosceles ENSPTEG00000008452
cebus_capucinus_imitator ENSCCAG00000028601
saimiri_boliviensis_boliviensis ENSSBOG00000033262
carlito_syrichta ENSTSYG00000014354
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008512
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017878
chinchilla_lanigera ENSCLAG00000004686
urocitellus_parryii ENSUPAG00010002516
spermophilus_dauricus ENSSDAG00000004012
mus_spicilegus ENSMSIG00000029284
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000001119
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016287
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015474
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030888
rattus_norvegicus ENSRNOG00000001249
meriones_unguiculatus ENSMUGG00000010613
cricetulus_griseus_crigri-picr ENSCGRG00015019482
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017421
cricetulus_griseus_crigri_1.0 ENSCGRG00000001617
microtus_ochrogaster ENSMOCG00000015635
peromyscus_maniculatus_bairdii ENSPEMG00000011883
nannospalax_galili ENSNGAG00000010525
jaculus_jaculus ENSJJAG00000021936
castor_canadensis ENSCCNG00000000580
neovison_vison ENSNVIG00000008572
mustela_putorius_furo ENSMPUG00000001622
canis_lupus_familiaris ENSCAFG00000011911
panthera_pardus ENSPPRG00000000566
felis_catus ENSFCAG00000014813
bos_mutus ENSBMUG00000019539
bison_bison_bison ENSBBBG00000015494
ornithorhynchus_anatinus ENSOANG00000006264
petromyzon_marinus ENSPMAG00000006530
