xenopus_tropicalis ENSXETG00000007560
latimeria_chalumnae ENSLACG00000022602
lepidothrix_coronata ENSLCOG00000013070
ornithorhynchus_anatinus ENSOANG00000007396
capra_hircus ENSCHIG00000014082
ovis_aries ENSOARG00000018645
bos_mutus ENSBMUG00000008695
bos_taurus ENSBTAG00000012460
bison_bison_bison ENSBBBG00000011994
tursiops_truncatus ENSTTRG00000001451
sus_scrofa ENSSSCG00000013301
vicugna_pacos ENSVPAG00000010990
ursus_americanus ENSUAMG00000007979
ursus_maritimus ENSUMAG00000018100
ailuropoda_melanoleuca ENSAMEG00000008027
neovison_vison ENSNVIG00000011461
mustela_putorius_furo ENSMPUG00000011669
canis_lupus_familiaris ENSCAFG00000006935
canis_lupus_dingo ENSCAFG00020005583
vulpes_vulpes ENSVVUG00000007199
panthera_tigris_altaica ENSPTIG00000011739
panthera_pardus ENSPPRG00000004467
felis_catus ENSFCAG00000022294
equus_caballus ENSECAG00000023321
equus_asinus_asinus ENSEASG00005020232
erinaceus_europaeus ENSEEUG00000013150
pteropus_vampyrus ENSPVAG00000005570
castor_canadensis ENSCCNG00000010991
dipodomys_ordii ENSDORG00000029279
ictidomys_tridecemlineatus ENSSTOG00000008610
spermophilus_dauricus ENSSDAG00000022503
urocitellus_parryii ENSUPAG00010019491
marmota_marmota_marmota ENSMMMG00000010124
mus_spicilegus ENSMSIG00000006297
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024925
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027186
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024015
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025451
rattus_norvegicus ENSRNOG00000008282
meriones_unguiculatus ENSMUGG00000013885
microtus_ochrogaster ENSMOCG00000021785
peromyscus_maniculatus_bairdii ENSPEMG00000004489
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017703
cricetulus_griseus_crigri-picr ENSCGRG00015010661
cricetulus_griseus_crigri_1.0 ENSCGRG00000004185
mesocricetus_auratus ENSMAUG00000003650
nannospalax_galili ENSNGAG00000021632
jaculus_jaculus ENSJJAG00000003357
otolemur_garnettii ENSOGAG00000006242
pongo_abelii ENSPPYG00000003363
nomascus_leucogenys ENSNLEG00000017925
cercocebus_atys ENSCATG00000039615
mandrillus_leucophaeus ENSMLEG00000011534
theropithecus_gelada ENSTGEG00000003823
papio_anubis ENSPANG00000023357
macaca_nemestrina ENSMNEG00000036605
macaca_mulatta ENSMMUG00000002432
macaca_fascicularis ENSMFAG00000046400
chlorocebus_sabaeus ENSCSAG00000005423
piliocolobus_tephrosceles ENSPTEG00000026557
colobus_angolensis_palliatus ENSCANG00000035646
rhinopithecus_bieti ENSRBIG00000031645
rhinopithecus_roxellana ENSRROG00000031978
pan_troglodytes ENSPTRG00000003497
pan_paniscus ENSPPAG00000031806
gorilla_gorilla ENSGGOG00000006882
homo_sapiens ENSG00000135374
rattus_norvegicus ENSRNOG00000058235
cebus_capucinus_imitator ENSCCAG00000037404
saimiri_boliviensis_boliviensis ENSSBOG00000025536
callithrix_jacchus ENSCJAG00000040519
aotus_nancymaae ENSANAG00000016910
microcebus_murinus ENSMICG00000003689
prolemur_simus ENSPSMG00000009560
propithecus_coquereli ENSPCOG00000021457
ochotona_princeps ENSOPRG00000009858
oryctolagus_cuniculus ENSOCUG00000014207
myotis_lucifugus ENSMLUG00000002696
carlito_syrichta ENSTSYG00000026371
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012586
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011019
fukomys_damarensis ENSFDAG00000014401
chinchilla_lanigera ENSCLAG00000013934
octodon_degus ENSODEG00000016572
cavia_aperea ENSCAPG00000007068
cavia_porcellus ENSCPOG00000012593
dasypus_novemcinctus ENSDNOG00000017462
choloepus_hoffmanni ENSCHOG00000000316
loxodonta_africana ENSLAFG00000005823
procavia_capensis ENSPCAG00000005719
notamacropus_eugenii ENSMEUG00000000444
phascolarctos_cinereus ENSPCIG00000019729
sarcophilus_harrisii ENSSHAG00000007911
monodelphis_domestica ENSMODG00000009972
coturnix_japonica ENSCJPG00005015420
meleagris_gallopavo ENSMGAG00000010265
gallus_gallus ENSGALG00000035867
numida_meleagris ENSNMEG00000009212
anser_brachyrhynchus ENSABRG00000017804
anas_platyrhynchos_platyrhynchos ENSAPLG00000011073
ficedula_albicollis ENSFALG00000014378
cyanistes_caeruleus ENSCCEG00000000145
manacus_vitellinus ENSMVIG00005007675
apteryx_owenii ENSAOWG00000007933
apteryx_haastii ENSAHAG00000018286
apteryx_rowi ENSARWG00000005803
dromaius_novaehollandiae ENSDNVG00000008468
nothoprocta_perdicaria ENSNPEG00000011577
crocodylus_porosus ENSCPRG00005010953
gopherus_agassizii ENSGAGG00000023254
chelonoidis_abingdonii ENSCABG00000021829
chrysemys_picta_bellii ENSCPBG00000012528
pelodiscus_sinensis ENSPSIG00000008866
pogona_vitticeps ENSPVIG00000008158
anolis_carolinensis ENSACAG00000013095
notechis_scutatus ENSNSUG00000009237
salvator_merianae ENSSMRG00000004308
sphenodon_punctatus ENSSPUG00000018927
latimeria_chalumnae ENSLACG00000008561
