sphenodon_punctatus ENSSPUG00000013560
chelonoidis_abingdonii ENSCABG00000013958
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006875
dipodomys_ordii ENSDORG00000028526
urocitellus_parryii ENSUPAG00010004492
colobus_angolensis_palliatus ENSCANG00000034785
panthera_tigris_altaica ENSPTIG00000011022
oryzias_latipes_asm223471v1 ENSORLG00020014767
poecilia_latipinna ENSPLAG00000010441
neolamprologus_brichardi ENSNBRG00000017694
pundamilia_nyererei ENSPNYG00000003070
amphiprion_percula ENSAPEG00000013796
