phascolarctos_cinereus ENSPCIG00000036918
notamacropus_eugenii ENSMEUG00000006935
sarcophilus_harrisii ENSSHAG00000006602
monodelphis_domestica ENSMODG00000019829
pteropus_vampyrus ENSPVAG00000010501
myotis_lucifugus ENSMLUG00000010089
ursus_americanus ENSUAMG00000021590
ursus_maritimus ENSUMAG00000017480
ailuropoda_melanoleuca ENSAMEG00000007801
neovison_vison ENSNVIG00000010713
mustela_putorius_furo ENSMPUG00000011711
canis_lupus_familiaris ENSCAFG00000006865
canis_lupus_dingo ENSCAFG00020006373
vulpes_vulpes ENSVVUG00000007035
panthera_pardus ENSPPRG00000024334
panthera_tigris_altaica ENSPTIG00000014525
felis_catus ENSFCAG00000005892
equus_caballus ENSECAG00000018049
equus_asinus_asinus ENSEASG00005020262
capra_hircus ENSCHIG00000018319
ovis_aries ENSOARG00000018923
bison_bison_bison ENSBBBG00000011674
bos_mutus ENSBMUG00000009249
bos_taurus ENSBTAG00000012630
tursiops_truncatus ENSTTRG00000009130
sus_scrofa ENSSSCG00000028338
vicugna_pacos ENSVPAG00000011687
erinaceus_europaeus ENSEEUG00000015156
sorex_araneus ENSSARG00000005893
prolemur_simus ENSPSMG00000025723
microcebus_murinus ENSMICG00000003733
propithecus_coquereli ENSPCOG00000021819
otolemur_garnettii ENSOGAG00000016246
macaca_mulatta ENSMMUG00000004330
macaca_fascicularis ENSMFAG00000042856
macaca_nemestrina ENSMNEG00000038968
papio_anubis ENSPANG00000001890
theropithecus_gelada ENSTGEG00000002442
cercocebus_atys ENSCATG00000037871
mandrillus_leucophaeus ENSMLEG00000011115
chlorocebus_sabaeus ENSCSAG00000005463
rhinopithecus_bieti ENSRBIG00000038564
rhinopithecus_roxellana ENSRROG00000028590
piliocolobus_tephrosceles ENSPTEG00000028139
colobus_angolensis_palliatus ENSCANG00000032611
pan_troglodytes ENSPTRG00000003503
pan_paniscus ENSPPAG00000025516
gorilla_gorilla ENSGGOG00000014257
homo_sapiens ENSG00000149090
pongo_abelii ENSPPYG00000003356
nomascus_leucogenys ENSNLEG00000017937
saimiri_boliviensis_boliviensis ENSSBOG00000034633
cebus_capucinus_imitator ENSCCAG00000026688
callithrix_jacchus ENSCJAG00000010977
aotus_nancymaae ENSANAG00000029143
carlito_syrichta ENSTSYG00000036898
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023148
cricetulus_griseus_crigri_1.0 ENSCGRG00000004840
cricetulus_griseus_crigri-picr ENSCGRG00015011819
mesocricetus_auratus ENSMAUG00000007447
microtus_ochrogaster ENSMOCG00000003031
peromyscus_maniculatus_bairdii ENSPEMG00000012941
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027188
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024919
mus_spicilegus ENSMSIG00000005073
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024009
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025445
rattus_norvegicus ENSRNOG00000005348
meriones_unguiculatus ENSMUGG00000015707
nannospalax_galili ENSNGAG00000018952
jaculus_jaculus ENSJJAG00000002115
castor_canadensis ENSCCNG00000001024
dipodomys_ordii ENSDORG00000009499
chinchilla_lanigera ENSCLAG00000014744
octodon_degus ENSODEG00000016795
cavia_porcellus ENSCPOG00000007812
cavia_aperea ENSCAPG00000013035
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005175
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007733
fukomys_damarensis ENSFDAG00000010649
spermophilus_dauricus ENSSDAG00000008008
marmota_marmota_marmota ENSMMMG00000011162
urocitellus_parryii ENSUPAG00010000955
ictidomys_tridecemlineatus ENSSTOG00000000826
oryctolagus_cuniculus ENSOCUG00000000721
ochotona_princeps ENSOPRG00000010765
dasypus_novemcinctus ENSDNOG00000000119
loxodonta_africana ENSLAFG00000017692
procavia_capensis ENSPCAG00000012812
echinops_telfairi ENSETEG00000015276
ornithorhynchus_anatinus ENSOANG00000007389
pogona_vitticeps ENSPVIG00000008145
anolis_carolinensis ENSACAG00000004544
notechis_scutatus ENSNSUG00000008981
salvator_merianae ENSSMRG00000004579
sphenodon_punctatus ENSSPUG00000019008
anser_brachyrhynchus ENSABRG00000017780
anas_platyrhynchos_platyrhynchos ENSAPLG00000012925
meleagris_gallopavo ENSMGAG00000010360
gallus_gallus ENSGALG00000050112
coturnix_japonica ENSCJPG00005015412
numida_meleagris ENSNMEG00000009267
taeniopygia_guttata ENSTGUG00000010108
lonchura_striata_domestica ENSLSDG00000015712
serinus_canaria ENSSCAG00000003670
junco_hyemalis ENSJHYG00000011227
zonotrichia_albicollis ENSZALG00000013604
ficedula_albicollis ENSFALG00000012457
parus_major ENSPMJG00000009996
cyanistes_caeruleus ENSCCEG00000019572
manacus_vitellinus ENSMVIG00005007627
lepidothrix_coronata ENSLCOG00000013059
calidris_pugnax ENSCPUG00000019328
melopsittacus_undulatus ENSMUNG00000004672
apteryx_owenii ENSAOWG00000000757
apteryx_haastii ENSAHAG00000013568
apteryx_rowi ENSARWG00000002598
nothoprocta_perdicaria ENSNPEG00000011562
dromaius_novaehollandiae ENSDNVG00000008547
apteryx_rowi ENSARWG00000002599
calidris_pygmaea ENSCPGG00000006867
gallus_gallus ENSGALG00000007886
crocodylus_porosus ENSCPRG00005011143
gopherus_agassizii ENSGAGG00000017877
chelonoidis_abingdonii ENSCABG00000014660
chrysemys_picta_bellii ENSCPBG00000012537
pelodiscus_sinensis ENSPSIG00000010368
xenopus_tropicalis ENSXETG00000007554
latimeria_chalumnae ENSLACG00000012516
seriola_dumerili ENSSDUG00000017064
seriola_lalandi_dorsalis ENSSLDG00000025133
scophthalmus_maximus ENSSMAG00000008471
mastacembelus_armatus ENSMAMG00000004620
monopterus_albus ENSMALG00000021443
anabas_testudineus ENSATEG00000020179
xiphophorus_maculatus ENSXMAG00000000785
xiphophorus_couchianus ENSXCOG00000020588
poecilia_reticulata ENSPREG00000019160
gambusia_affinis ENSGAFG00000021805
poecilia_mexicana ENSPMEG00000017247
poecilia_formosa ENSPFOG00000013756
poecilia_latipinna ENSPLAG00000021141
cyprinodon_variegatus ENSCVAG00000008588
fundulus_heteroclitus ENSFHEG00000009886
kryptolebias_marmoratus ENSKMAG00000002167
oryzias_latipes_asm223467v1 ENSORLG00000012089
oryzias_latipes_asm223471v1 ENSORLG00020019542
oryzias_melastigma ENSOMEG00000012179
pundamilia_nyererei ENSPNYG00000014973
haplochromis_burtoni ENSHBUG00000017491
maylandia_zebra ENSMZEG00005017643
astatotilapia_calliptera ENSACLG00000000795
oreochromis_niloticus ENSONIG00000014578
amphilophus_citrinellus ENSACIG00000001270
amphiprion_percula ENSAPEG00000009342
amphiprion_ocellaris ENSAOCG00000021899
acanthochromis_polyacanthus ENSAPOG00000023444
stegastes_partitus ENSSPAG00000007602
gasterosteus_aculeatus ENSGACG00000011389
mola_mola ENSMMOG00000017785
tetraodon_nigroviridis ENSTNIG00000011376
takifugu_rubripes ENSTRUG00000002000
hippocampus_comes ENSHCOG00000009719
stegastes_partitus ENSSPAG00000014552
cynoglossus_semilaevis ENSCSEG00000013613
neolamprologus_brichardi ENSNBRG00000005954
seriola_lalandi_dorsalis ENSSLDG00000002952
labrus_bergylta ENSLBEG00000001590
periophthalmus_magnuspinnatus ENSPMGG00000020906
gadus_morhua ENSGMOG00000012777
esox_lucius ENSELUG00000004507
astyanax_mexicanus ENSAMXG00000039055
pygocentrus_nattereri ENSPNAG00000029839
ictalurus_punctatus ENSIPUG00000024088
danio_rerio ENSDARG00000093480
scleropages_formosus ENSSFOG00015003188
paramormyrops_kingsleyae ENSPKIG00000000097
pundamilia_nyererei ENSPNYG00000001783
astatotilapia_calliptera ENSACLG00000010941
neolamprologus_brichardi ENSNBRG00000018544
maylandia_zebra ENSMZEG00005014173
oreochromis_niloticus ENSONIG00000005915
amphilophus_citrinellus ENSACIG00000021308
labrus_bergylta ENSLBEG00000019518
amphiprion_ocellaris ENSAOCG00000003755
amphiprion_percula ENSAPEG00000000120
acanthochromis_polyacanthus ENSAPOG00000019034
stegastes_partitus ENSSPAG00000000076
mola_mola ENSMMOG00000006792
mastacembelus_armatus ENSMAMG00000015550
anabas_testudineus ENSATEG00000021332
seriola_dumerili ENSSDUG00000015599
seriola_lalandi_dorsalis ENSSLDG00000004029
scophthalmus_maximus ENSSMAG00000008725
tetraodon_nigroviridis ENSTNIG00000009603
takifugu_rubripes ENSTRUG00000016200
esox_lucius ENSELUG00000020976
pygocentrus_nattereri ENSPNAG00000000619
astyanax_mexicanus ENSAMXG00000003809
ictalurus_punctatus ENSIPUG00000022552
danio_rerio ENSDARG00000103184
lepisosteus_oculatus ENSLOCG00000001426
petromyzon_marinus ENSPMAG00000001536
ursus_maritimus ENSUMAG00000014382
ursus_americanus ENSUAMG00000026153
ailuropoda_melanoleuca ENSAMEG00000006910
neovison_vison ENSNVIG00000012216
mustela_putorius_furo ENSMPUG00000005310
canis_lupus_familiaris ENSCAFG00000009122
canis_lupus_dingo ENSCAFG00020019158
vulpes_vulpes ENSVVUG00000026767
panthera_pardus ENSPPRG00000015996
panthera_tigris_altaica ENSPTIG00000015545
felis_catus ENSFCAG00000029088
pteropus_vampyrus ENSPVAG00000015792
myotis_lucifugus ENSMLUG00000017631
capra_hircus ENSCHIG00000024270
ovis_aries ENSOARG00000004038
bos_mutus ENSBMUG00000023372
bos_taurus ENSBTAG00000007148
bison_bison_bison ENSBBBG00000002915
tursiops_truncatus ENSTTRG00000002805
sus_scrofa ENSSSCG00000013252
erinaceus_europaeus ENSEEUG00000012688
equus_asinus_asinus ENSEASG00005015463
equus_caballus ENSECAG00000011321
pan_troglodytes ENSPTRG00000003552
pan_paniscus ENSPPAG00000041509
homo_sapiens ENSG00000180210
gorilla_gorilla ENSGGOG00000006967
pongo_abelii ENSPPYG00000003317
nomascus_leucogenys ENSNLEG00000014150
cercocebus_atys ENSCATG00000038182
mandrillus_leucophaeus ENSMLEG00000043758
theropithecus_gelada ENSTGEG00000026774
papio_anubis ENSPANG00000016657
macaca_mulatta ENSMMUG00000019674
macaca_nemestrina ENSMNEG00000040864
macaca_fascicularis ENSMFAG00000031977
chlorocebus_sabaeus ENSCSAG00000005684
colobus_angolensis_palliatus ENSCANG00000040420
piliocolobus_tephrosceles ENSPTEG00000032352
rhinopithecus_roxellana ENSRROG00000038131
rhinopithecus_bieti ENSRBIG00000033898
cebus_capucinus_imitator ENSCCAG00000028699
saimiri_boliviensis_boliviensis ENSSBOG00000020779
callithrix_jacchus ENSCJAG00000019864
aotus_nancymaae ENSANAG00000036904
carlito_syrichta ENSTSYG00000006583
propithecus_coquereli ENSPCOG00000018345
prolemur_simus ENSPSMG00000013119
microcebus_murinus ENSMICG00000006934
otolemur_garnettii ENSOGAG00000004555
tupaia_belangeri ENSTBEG00000005062
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027249
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024874
mus_spicilegus ENSMSIG00000020083
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023964
