anas_platyrhynchos_platyrhynchos ENSAPLG00000004639
numida_meleagris ENSNMEG00000002048
cyanistes_caeruleus ENSCCEG00000011264
taeniopygia_guttata ENSTGUG00000012681
ficedula_albicollis ENSFALG00000003800
zonotrichia_albicollis ENSZALG00000014880
manacus_vitellinus ENSMVIG00005016185
chrysemys_picta_bellii ENSCPBG00000027280
pogona_vitticeps ENSPVIG00000011900
anolis_carolinensis ENSACAG00000000040
xenopus_tropicalis ENSXETG00000033047
gopherus_agassizii ENSGAGG00000021441
chelonoidis_abingdonii ENSCABG00000011760
chrysemys_picta_bellii ENSCPBG00000027712
pelodiscus_sinensis ENSPSIG00000015272
gallus_gallus ENSGALG00000048620
meleagris_gallopavo ENSMGAG00000014097
coturnix_japonica ENSCJPG00005016729
numida_meleagris ENSNMEG00000016898
anser_brachyrhynchus ENSABRG00000012652
taeniopygia_guttata ENSTGUG00000013326
zonotrichia_albicollis ENSZALG00000017386
ficedula_albicollis ENSFALG00000004771
cyanistes_caeruleus ENSCCEG00000013909
parus_major ENSPMJG00000007337
manacus_vitellinus ENSMVIG00005013310
lonchura_striata_domestica ENSLSDG00000011949
serinus_canaria ENSSCAG00000011706
calidris_pygmaea ENSCPGG00000005719
melopsittacus_undulatus ENSMUNG00000001981
dromaius_novaehollandiae ENSDNVG00000015770
pogona_vitticeps ENSPVIG00000012400
anolis_carolinensis ENSACAG00000006209
notechis_scutatus ENSNSUG00000018703
salvator_merianae ENSSMRG00000019105
capra_hircus ENSCHIG00000011452
ovis_aries ENSOARG00000007217
bos_mutus ENSBMUG00000009077
bos_taurus ENSBTAG00000034246
bison_bison_bison ENSBBBG00000013082
tursiops_truncatus ENSTTRG00000011746
sus_scrofa ENSSSCG00000000700
erinaceus_europaeus ENSEEUG00000015867
equus_caballus ENSECAG00000023343
pteropus_vampyrus ENSPVAG00000011435
myotis_lucifugus ENSMLUG00000025466
ursus_americanus ENSUAMG00000022888
ursus_maritimus ENSUMAG00000005096
ailuropoda_melanoleuca ENSAMEG00000014163
neovison_vison ENSNVIG00000024640
mustela_putorius_furo ENSMPUG00000016855
canis_lupus_familiaris ENSCAFG00000014778
canis_lupus_dingo ENSCAFG00020002916
vulpes_vulpes ENSVVUG00000011379
panthera_pardus ENSPPRG00000002388
panthera_tigris_altaica ENSPTIG00000008221
felis_catus ENSFCAG00000006879
equus_asinus_asinus ENSEASG00005016145
jaculus_jaculus ENSJJAG00000010370
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028867
cricetulus_griseus_crigri-picr ENSCGRG00015003152
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017982
cricetulus_griseus_crigri_1.0 ENSCGRG00000015860
mesocricetus_auratus ENSMAUG00000014566
peromyscus_maniculatus_bairdii ENSPEMG00000010165
microtus_ochrogaster ENSMOCG00000017657
mus_spicilegus ENSMSIG00000006066
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000072770
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029909
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022627
rattus_norvegicus ENSRNOG00000017399
meriones_unguiculatus ENSMUGG00000012143
nannospalax_galili ENSNGAG00000022774
octodon_degus ENSODEG00000002969
chinchilla_lanigera ENSCLAG00000014500
cavia_porcellus ENSCPOG00000012300
cavia_aperea ENSCAPG00000001049
fukomys_damarensis ENSFDAG00000018713
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003358
castor_canadensis ENSCCNG00000025322
urocitellus_parryii ENSUPAG00010012647
spermophilus_dauricus ENSSDAG00000015955
ictidomys_tridecemlineatus ENSSTOG00000009882
marmota_marmota_marmota ENSMMMG00000017414
oryctolagus_cuniculus ENSOCUG00000003737
ochotona_princeps ENSOPRG00000003592
prolemur_simus ENSPSMG00000016571
microcebus_murinus ENSMICG00000006616
propithecus_coquereli ENSPCOG00000018439
otolemur_garnettii ENSOGAG00000010040
pan_troglodytes ENSPTRG00000004582
pan_paniscus ENSPPAG00000042742
homo_sapiens ENSG00000111644
gorilla_gorilla ENSGGOG00000025663
pongo_abelii ENSPPYG00000004194
nomascus_leucogenys ENSNLEG00000004414
macaca_mulatta ENSMMUG00000016983
macaca_nemestrina ENSMNEG00000042749
papio_anubis ENSPANG00000017796
theropithecus_gelada ENSTGEG00000009166
cercocebus_atys ENSCATG00000034388
macaca_fascicularis ENSMFAG00000005997
mandrillus_leucophaeus ENSMLEG00000040276
chlorocebus_sabaeus ENSCSAG00000010413
piliocolobus_tephrosceles ENSPTEG00000037757
colobus_angolensis_palliatus ENSCANG00000026285
rhinopithecus_roxellana ENSRROG00000036460
rhinopithecus_bieti ENSRBIG00000029614
cebus_capucinus_imitator ENSCCAG00000019365
saimiri_boliviensis_boliviensis ENSSBOG00000020904
callithrix_jacchus ENSCJAG00000008090
aotus_nancymaae ENSANAG00000032730
tupaia_belangeri ENSTBEG00000011975
loxodonta_africana ENSLAFG00000008377
procavia_capensis ENSPCAG00000002652
echinops_telfairi ENSETEG00000005918
choloepus_hoffmanni ENSCHOG00000006682
dasypus_novemcinctus ENSDNOG00000042457
notamacropus_eugenii ENSMEUG00000010745
phascolarctos_cinereus ENSPCIG00000001915
sarcophilus_harrisii ENSSHAG00000015251
monodelphis_domestica ENSMODG00000018101
ornithorhynchus_anatinus ENSOANG00000029873
xenopus_tropicalis ENSXETG00000030464
eptatretus_burgeri ENSEBUG00000004287
