anolis_carolinensis ENSACAG00000010158
pogona_vitticeps ENSPVIG00000024821
notechis_scutatus ENSNSUG00000016056
salvator_merianae ENSSMRG00000011681
sphenodon_punctatus ENSSPUG00000011638
chelonoidis_abingdonii ENSCABG00000023043
gopherus_agassizii ENSGAGG00000003136
chrysemys_picta_bellii ENSCPBG00000022825
pelodiscus_sinensis ENSPSIG00000008542
oryctolagus_cuniculus ENSOCUG00000010926
ochotona_princeps ENSOPRG00000004318
mus_spicilegus ENSMSIG00000006805
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030636
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000005553
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029540
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012774
rattus_norvegicus ENSRNOG00000020985
meriones_unguiculatus ENSMUGG00000013419
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019955
cricetulus_griseus_crigri_1.0 ENSCGRG00000010086
cricetulus_griseus_crigri-picr ENSCGRG00015012397
mesocricetus_auratus ENSMAUG00000020584
microtus_ochrogaster ENSMOCG00000016004
peromyscus_maniculatus_bairdii ENSPEMG00000005700
nannospalax_galili ENSNGAG00000010161
jaculus_jaculus ENSJJAG00000024385
castor_canadensis ENSCCNG00000008518
dipodomys_ordii ENSDORG00000000792
chinchilla_lanigera ENSCLAG00000013870
octodon_degus ENSODEG00000014297
cavia_porcellus ENSCPOG00000005328
cavia_aperea ENSCAPG00000012757
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017957
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014936
fukomys_damarensis ENSFDAG00000016249
urocitellus_parryii ENSUPAG00010011498
ictidomys_tridecemlineatus ENSSTOG00000007393
marmota_marmota_marmota ENSMMMG00000005756
spermophilus_dauricus ENSSDAG00000008532
tupaia_belangeri ENSTBEG00000008848
propithecus_coquereli ENSPCOG00000015033
microcebus_murinus ENSMICG00000009844
prolemur_simus ENSPSMG00000000149
otolemur_garnettii ENSOGAG00000027922
carlito_syrichta ENSTSYG00000029879
bos_taurus ENSBTAG00000008777
bos_mutus ENSBMUG00000016789
bison_bison_bison ENSBBBG00000023441
capra_hircus ENSCHIG00000019660
ovis_aries ENSOARG00000004873
tursiops_truncatus ENSTTRG00000015108
sus_scrofa ENSSSCG00000002902
ursus_americanus ENSUAMG00000020718
ursus_maritimus ENSUMAG00000018785
ailuropoda_melanoleuca ENSAMEG00000000397
neovison_vison ENSNVIG00000017868
mustela_putorius_furo ENSMPUG00000006335
canis_lupus_familiaris ENSCAFG00000006951
canis_lupus_dingo ENSCAFG00020018799
vulpes_vulpes ENSVVUG00000015135
panthera_tigris_altaica ENSPTIG00000017666
panthera_pardus ENSPPRG00000024639
felis_catus ENSFCAG00000006374
equus_caballus ENSECAG00000013121
equus_asinus_asinus ENSEASG00005000923
myotis_lucifugus ENSMLUG00000016393
pteropus_vampyrus ENSPVAG00000012169
erinaceus_europaeus ENSEEUG00000014605
pongo_abelii ENSPPYG00000009869
nomascus_leucogenys ENSNLEG00000011255
pan_paniscus ENSPPAG00000036769
pan_troglodytes ENSPTRG00000010850
homo_sapiens ENSG00000105675
gorilla_gorilla ENSGGOG00000000130
theropithecus_gelada ENSTGEG00000010313
papio_anubis ENSPANG00000012373
mandrillus_leucophaeus ENSMLEG00000030234
cercocebus_atys ENSCATG00000034273
macaca_fascicularis ENSMFAG00000038036
macaca_mulatta ENSMMUG00000000845
