ursus_americanus ENSUAMG00000004433
ursus_maritimus ENSUMAG00000014441
neovison_vison ENSNVIG00000001494
canis_lupus_dingo ENSCAFG00020002615
vulpes_vulpes ENSVVUG00000014628
panthera_pardus ENSPPRG00000003726
pteropus_vampyrus ENSPVAG00000009461
equus_caballus ENSECAG00000006071
equus_asinus_asinus ENSEASG00005018641
myotis_lucifugus ENSMLUG00000023676
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017315
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003105
spermophilus_dauricus ENSSDAG00000024299
marmota_marmota_marmota ENSMMMG00000013876
carlito_syrichta ENSTSYG00000034260
carlito_syrichta ENSTSYG00000028254
carlito_syrichta ENSTSYG00000030036
homo_sapiens ENSG00000128394
pan_troglodytes ENSPTRG00000014385
gorilla_gorilla ENSGGOG00000038678
homo_sapiens ENSG00000284554
homo_sapiens ENSG00000243811
pan_paniscus ENSPPAG00000028218
pan_troglodytes ENSPTRG00000041588
nomascus_leucogenys ENSNLEG00000035811
rhinopithecus_bieti ENSRBIG00000030323
rhinopithecus_roxellana ENSRROG00000029045
piliocolobus_tephrosceles ENSPTEG00000034625
colobus_angolensis_palliatus ENSCANG00000032904
rhinopithecus_bieti ENSRBIG00000042297
rhinopithecus_roxellana ENSRROG00000029996
colobus_angolensis_palliatus ENSCANG00000033269
mandrillus_leucophaeus ENSMLEG00000029642
macaca_fascicularis ENSMFAG00000004037
papio_anubis ENSPANG00000010775
chlorocebus_sabaeus ENSCSAG00000006382
theropithecus_gelada ENSTGEG00000010380
cercocebus_atys ENSCATG00000033502
macaca_nemestrina ENSMNEG00000043316
macaca_fascicularis ENSMFAG00000002331
macaca_mulatta ENSMMUG00000004017
theropithecus_gelada ENSTGEG00000010456
rhinopithecus_bieti ENSRBIG00000030834
rhinopithecus_roxellana ENSRROG00000028557
colobus_angolensis_palliatus ENSCANG00000031957
homo_sapiens ENSG00000244509
pan_paniscus ENSPPAG00000014118
pongo_abelii ENSPPYG00000011832
nomascus_leucogenys ENSNLEG00000028392
colobus_angolensis_palliatus ENSCANG00000039177
piliocolobus_tephrosceles ENSPTEG00000034673
macaca_fascicularis ENSMFAG00000016792
macaca_mulatta ENSMMUG00000004018
macaca_nemestrina ENSMNEG00000045196
cercocebus_atys ENSCATG00000043226
mandrillus_leucophaeus ENSMLEG00000036992
theropithecus_gelada ENSTGEG00000010474
chlorocebus_sabaeus ENSCSAG00000006402
gorilla_gorilla ENSGGOG00000036587
saimiri_boliviensis_boliviensis ENSSBOG00000032780
cebus_capucinus_imitator ENSCCAG00000030932
callithrix_jacchus ENSCJAG00000015317
aotus_nancymaae ENSANAG00000030088
otolemur_garnettii ENSOGAG00000033404
otolemur_garnettii ENSOGAG00000030300
propithecus_coquereli ENSPCOG00000018072
propithecus_coquereli ENSPCOG00000022067
microcebus_murinus ENSMICG00000042615
prolemur_simus ENSPSMG00000004595
otolemur_garnettii ENSOGAG00000032498
dasypus_novemcinctus ENSDNOG00000044642
