apteryx_owenii ENSAOWG00000011435
nothoprocta_perdicaria ENSNPEG00000003568
melopsittacus_undulatus ENSMUNG00000012110
meleagris_gallopavo ENSMGAG00000007066
serinus_canaria ENSSCAG00000015165
zonotrichia_albicollis ENSZALG00000006119
cyanistes_caeruleus ENSCCEG00000000366
ficedula_albicollis ENSFALG00000000711
manacus_vitellinus ENSMVIG00005013558
calidris_pugnax ENSCPUG00000003623
calidris_pygmaea ENSCPGG00000014956
oryctolagus_cuniculus ENSOCUG00000004020
ochotona_princeps ENSOPRG00000012736
spermophilus_dauricus ENSSDAG00000017186
urocitellus_parryii ENSUPAG00010009716
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008967
fukomys_damarensis ENSFDAG00000018281
cricetulus_griseus_crigri_1.0 ENSCGRG00000017809
castor_canadensis ENSCCNG00000024099
dipodomys_ordii ENSDORG00000003722
tupaia_belangeri ENSTBEG00000013183
saimiri_boliviensis_boliviensis ENSSBOG00000035023
aotus_nancymaae ENSANAG00000023358
colobus_angolensis_palliatus ENSCANG00000000889
nomascus_leucogenys ENSNLEG00000035087
carlito_syrichta ENSTSYG00000033254
tursiops_truncatus ENSTTRG00000004341
ovis_aries ENSOARG00000020914
vicugna_pacos ENSVPAG00000011110
equus_asinus_asinus ENSEASG00005006499
equus_caballus ENSECAG00000007275
ursus_maritimus ENSUMAG00000008662
ursus_americanus ENSUAMG00000009811
choloepus_hoffmanni ENSCHOG00000003956
stegastes_partitus ENSSPAG00000000663
fundulus_heteroclitus ENSFHEG00000011181
eptatretus_burgeri ENSEBUG00000005654
saccharomyces_cerevisiae_strain_s288c YBR094W
