pan_troglodytes ENSPTRG00000028300
homo_sapiens ENSG00000198173
pongo_abelii ENSPPYG00000020234
macaca_fascicularis ENSMFAG00000039220
macaca_mulatta ENSMMUG00000011104
macaca_nemestrina ENSMNEG00000030174
cercocebus_atys ENSCATG00000034708
papio_anubis ENSPANG00000006733
chlorocebus_sabaeus ENSCSAG00000017753
rhinopithecus_bieti ENSRBIG00000039380
colobus_angolensis_palliatus ENSCANG00000030627
saimiri_boliviensis_boliviensis ENSSBOG00000033616
aotus_nancymaae ENSANAG00000033940
homo_sapiens ENSG00000185448
pan_paniscus ENSPPAG00000032895
pongo_abelii ENSPPYG00000020223
nomascus_leucogenys ENSNLEG00000031219
rhinopithecus_bieti ENSRBIG00000041786
rhinopithecus_roxellana ENSRROG00000032541
piliocolobus_tephrosceles ENSPTEG00000022952
macaca_fascicularis ENSMFAG00000045139
macaca_mulatta ENSMMUG00000006966
macaca_nemestrina ENSMNEG00000040003
chlorocebus_sabaeus ENSCSAG00000019554
theropithecus_gelada ENSTGEG00000011834
theropithecus_gelada ENSTGEG00000010583
papio_anubis ENSPANG00000034376
mandrillus_leucophaeus ENSMLEG00000028739
cercocebus_atys ENSCATG00000005809
cebus_capucinus_imitator ENSCCAG00000035916
saimiri_boliviensis_boliviensis ENSSBOG00000014256
