pan_troglodytes ENSPTRG00000028656
pan_paniscus ENSPPAG00000035471
gorilla_gorilla ENSGGOG00000014803
nomascus_leucogenys ENSNLEG00000017985
nomascus_leucogenys ENSNLEG00000031203
rhinopithecus_roxellana ENSRROG00000005354
rhinopithecus_bieti ENSRBIG00000031332
piliocolobus_tephrosceles ENSPTEG00000030090
papio_anubis ENSPANG00000029497
cercocebus_atys ENSCATG00000040868
mandrillus_leucophaeus ENSMLEG00000037814
macaca_nemestrina ENSMNEG00000040801
macaca_mulatta ENSMMUG00000047219
macaca_fascicularis ENSMFAG00000029506
