cynoglossus_semilaevis ENSCSEG00000021650
fundulus_heteroclitus ENSFHEG00000022715
hippocampus_comes ENSHCOG00000016452
periophthalmus_magnuspinnatus ENSPMGG00000007489
fundulus_heteroclitus ENSFHEG00000020508
cyprinodon_variegatus ENSCVAG00000015757
xiphophorus_couchianus ENSXCOG00000005603
xiphophorus_maculatus ENSXMAG00000002814
gambusia_affinis ENSGAFG00000007019
poecilia_formosa ENSPFOG00000011913
poecilia_latipinna ENSPLAG00000015680
poecilia_mexicana ENSPMEG00000009907
poecilia_reticulata ENSPREG00000003619
kryptolebias_marmoratus ENSKMAG00000014573
oryzias_latipes_asm223467v1 ENSORLG00000019988
oryzias_latipes_asm223471v1 ENSORLG00020008076
oryzias_latipes_asm223469v1 ENSORLG00015001748
oryzias_melastigma ENSOMEG00000002707
scophthalmus_maximus ENSSMAG00000000617
scophthalmus_maximus ENSSMAG00000000637
gasterosteus_aculeatus ENSGACG00000009562
mola_mola ENSMMOG00000009024
seriola_dumerili ENSSDUG00000004574
seriola_lalandi_dorsalis ENSSLDG00000009765
mastacembelus_armatus ENSMAMG00000022926
monopterus_albus ENSMALG00000012760
labrus_bergylta ENSLBEG00000002185
anabas_testudineus ENSATEG00000002287
amphiprion_percula ENSAPEG00000014462
amphiprion_ocellaris ENSAOCG00000008558
acanthochromis_polyacanthus ENSAPOG00000004208
stegastes_partitus ENSSPAG00000012210
maylandia_zebra ENSMZEG00005013026
astatotilapia_calliptera ENSACLG00000021185
haplochromis_burtoni ENSHBUG00000015948
pundamilia_nyererei ENSPNYG00000012163
neolamprologus_brichardi ENSNBRG00000014638
oreochromis_niloticus ENSONIG00000003832
amphilophus_citrinellus ENSACIG00000007895
tetraodon_nigroviridis ENSTNIG00000013725
tetraodon_nigroviridis ENSTNIG00000001902
takifugu_rubripes ENSTRUG00000012420
gadus_morhua ENSGMOG00000016828
esox_lucius ENSELUG00000011287
scleropages_formosus ENSSFOG00015014227
paramormyrops_kingsleyae ENSPKIG00000024137
scleropages_formosus ENSSFOG00015004972
pteropus_vampyrus ENSPVAG00000009120
myotis_lucifugus ENSMLUG00000011461
equus_asinus_asinus ENSEASG00005021226
equus_caballus ENSECAG00000018897
ursus_maritimus ENSUMAG00000001505
ursus_americanus ENSUAMG00000002728
ailuropoda_melanoleuca ENSAMEG00000009013
mustela_putorius_furo ENSMPUG00000007751
neovison_vison ENSNVIG00000000728
canis_lupus_dingo ENSCAFG00020016183
