salvator_merianae ENSSMRG00000015663
notechis_scutatus ENSNSUG00000016067
anolis_carolinensis ENSACAG00000007885
sphenodon_punctatus ENSSPUG00000010628
gopherus_agassizii ENSGAGG00000020119
chrysemys_picta_bellii ENSCPBG00000022991
pelodiscus_sinensis ENSPSIG00000004356
taeniopygia_guttata ENSTGUG00000010285
lonchura_striata_domestica ENSLSDG00000005975
ficedula_albicollis ENSFALG00000012410
serinus_canaria ENSSCAG00000005007
zonotrichia_albicollis ENSZALG00000006675
junco_hyemalis ENSJHYG00000004333
cyanistes_caeruleus ENSCCEG00000005836
parus_major ENSPMJG00000007781
manacus_vitellinus ENSMVIG00005018123
lepidothrix_coronata ENSLCOG00000012841
melopsittacus_undulatus ENSMUNG00000015339
calidris_pygmaea ENSCPGG00000018780
calidris_pugnax ENSCPUG00000015497
coturnix_japonica ENSCJPG00005013329
meleagris_gallopavo ENSMGAG00000013487
gallus_gallus ENSGALG00000043451
numida_meleagris ENSNMEG00000011771
apteryx_haastii ENSAHAG00000011877
apteryx_owenii ENSAOWG00000011224
apteryx_rowi ENSARWG00000017865
dromaius_novaehollandiae ENSDNVG00000006705
anser_brachyrhynchus ENSABRG00000001086
anas_platyrhynchos_platyrhynchos ENSAPLG00000014021
nothoprocta_perdicaria ENSNPEG00000011211
phascolarctos_cinereus ENSPCIG00000023840
notamacropus_eugenii ENSMEUG00000012975
monodelphis_domestica ENSMODG00000009584
sarcophilus_harrisii ENSSHAG00000015597
bos_taurus ENSBTAG00000049822
bison_bison_bison ENSBBBG00000019565
tursiops_truncatus ENSTTRG00000005631
myotis_lucifugus ENSMLUG00000027641
myotis_lucifugus ENSMLUG00000003315
canis_lupus_dingo ENSCAFG00020002729
canis_lupus_familiaris ENSCAFG00000001370
neovison_vison ENSNVIG00000001562
mustela_putorius_furo ENSMPUG00000013186
ursus_americanus ENSUAMG00000024517
ailuropoda_melanoleuca ENSAMEG00000010787
panthera_tigris_altaica ENSPTIG00000009420
panthera_pardus ENSPPRG00000005125
pan_paniscus ENSPPAG00000031504
pan_troglodytes ENSPTRG00000014379
homo_sapiens ENSG00000100246
gorilla_gorilla ENSGGOG00000013527
pongo_abelii ENSPPYG00000011829
nomascus_leucogenys ENSNLEG00000015207
rhinopithecus_bieti ENSRBIG00000039078
rhinopithecus_roxellana ENSRROG00000035941
colobus_angolensis_palliatus ENSCANG00000030963
piliocolobus_tephrosceles ENSPTEG00000034800
mandrillus_leucophaeus ENSMLEG00000030084
cercocebus_atys ENSCATG00000035845
macaca_fascicularis ENSMFAG00000033007
macaca_mulatta ENSMMUG00000004868
macaca_nemestrina ENSMNEG00000035772
theropithecus_gelada ENSTGEG00000011158
papio_anubis ENSPANG00000017599
chlorocebus_sabaeus ENSCSAG00000006458
cebus_capucinus_imitator ENSCCAG00000025723
saimiri_boliviensis_boliviensis ENSSBOG00000036141
aotus_nancymaae ENSANAG00000027462
microcebus_murinus ENSMICG00000038096
propithecus_coquereli ENSPCOG00000024283
prolemur_simus ENSPSMG00000005030
ictidomys_tridecemlineatus ENSSTOG00000022336
marmota_marmota_marmota ENSMMMG00000013967
spermophilus_dauricus ENSSDAG00000024300
urocitellus_parryii ENSUPAG00010022304
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016689
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019422
fukomys_damarensis ENSFDAG00000013029
cavia_porcellus ENSCPOG00000035992
cavia_aperea ENSCAPG00000015133
chinchilla_lanigera ENSCLAG00000015601
octodon_degus ENSODEG00000013596
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022420
rattus_norvegicus ENSRNOG00000015583
meriones_unguiculatus ENSMUGG00000019279
mesocricetus_auratus ENSMAUG00000006203
cricetulus_griseus_crigri-picr ENSCGRG00015003576
peromyscus_maniculatus_bairdii ENSPEMG00000025592
microtus_ochrogaster ENSMOCG00000003313
nannospalax_galili ENSNGAG00000006712
ovis_aries ENSOARG00000016073
capra_hircus ENSCHIG00000018875
otolemur_garnettii ENSOGAG00000000516
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020627
cricetulus_griseus_crigri_1.0 ENSCGRG00000005315
callithrix_jacchus ENSCJAG00000044212
castor_canadensis ENSCCNG00000001705
dipodomys_ordii ENSDORG00000029143
jaculus_jaculus ENSJJAG00000014301
carlito_syrichta ENSTSYG00000032235
erinaceus_europaeus ENSEEUG00000013565
loxodonta_africana ENSLAFG00000026658
sus_scrofa ENSSSCG00000000093
echinops_telfairi ENSETEG00000018064
oryctolagus_cuniculus ENSOCUG00000014597
ochotona_princeps ENSOPRG00000003496
latimeria_chalumnae ENSLACG00000000133
xenopus_tropicalis ENSXETG00000006905
takifugu_rubripes ENSTRUG00000021641
tetraodon_nigroviridis ENSTNIG00000018840
mola_mola ENSMMOG00000011199
cynoglossus_semilaevis ENSCSEG00000020837
cyprinodon_variegatus ENSCVAG00000005847
fundulus_heteroclitus ENSFHEG00000010233
xiphophorus_maculatus ENSXMAG00000026714
xiphophorus_couchianus ENSXCOG00000015816
poecilia_latipinna ENSPLAG00000003500
poecilia_formosa ENSPFOG00000005206
poecilia_mexicana ENSPMEG00000000018
poecilia_reticulata ENSPREG00000000194
kryptolebias_marmoratus ENSKMAG00000010764
monopterus_albus ENSMALG00000015044
anabas_testudineus ENSATEG00000003464
neolamprologus_brichardi ENSNBRG00000012616
haplochromis_burtoni ENSHBUG00000005991
amphilophus_citrinellus ENSACIG00000004030
amphiprion_ocellaris ENSAOCG00000009743
amphiprion_percula ENSAPEG00000009226
acanthochromis_polyacanthus ENSAPOG00000013310
seriola_lalandi_dorsalis ENSSLDG00000012015
seriola_dumerili ENSSDUG00000013437
mastacembelus_armatus ENSMAMG00000005657
labrus_bergylta ENSLBEG00000011184
hippocampus_comes ENSHCOG00000015693
oryzias_latipes_asm223469v1 ENSORLG00015007823
oryzias_latipes_asm223471v1 ENSORLG00020008693
oryzias_latipes_asm223467v1 ENSORLG00000026105
oryzias_melastigma ENSOMEG00000016877
stegastes_partitus ENSSPAG00000016453
hippocampus_comes ENSHCOG00000003538
scophthalmus_maximus ENSSMAG00000021205
gasterosteus_aculeatus ENSGACG00000019852
periophthalmus_magnuspinnatus ENSPMGG00000015531
gadus_morhua ENSGMOG00000009781
danio_rerio ENSDARG00000031116
paramormyrops_kingsleyae ENSPKIG00000004101
scleropages_formosus ENSSFOG00015004593
astyanax_mexicanus ENSAMXG00000039111
pygocentrus_nattereri ENSPNAG00000014898
ictalurus_punctatus ENSIPUG00000002099
danio_rerio ENSDARG00000088841
esox_lucius ENSELUG00000020890
pygocentrus_nattereri ENSPNAG00000004232
