ursus_americanus ENSUAMG00000028294
felis_catus ENSFCAG00000024877
equus_asinus_asinus ENSEASG00005014283
meriones_unguiculatus ENSMUGG00000006825
castor_canadensis ENSCCNG00000009114
piliocolobus_tephrosceles ENSPTEG00000035896
otolemur_garnettii ENSOGAG00000025676
gopherus_agassizii ENSGAGG00000021593
oryzias_latipes_asm223469v1 ENSORLG00015018415
oryzias_latipes_asm223467v1 ENSORLG00000022796
oryzias_melastigma ENSOMEG00000002231
anabas_testudineus ENSATEG00000024652
hippocampus_comes ENSHCOG00000017064
esox_lucius ENSELUG00000017659
danio_rerio ENSDARG00000041974
