lepidothrix_coronata ENSLCOG00000009828
manacus_vitellinus ENSMVIG00005016931
taeniopygia_guttata ENSTGUG00000011676
lonchura_striata_domestica ENSLSDG00000009500
serinus_canaria ENSSCAG00000009707
junco_hyemalis ENSJHYG00000000388
cyanistes_caeruleus ENSCCEG00000016138
parus_major ENSPMJG00000009384
calidris_pugnax ENSCPUG00000000538
calidris_pygmaea ENSCPGG00000004341
anser_brachyrhynchus ENSABRG00000005274
anas_platyrhynchos_platyrhynchos ENSAPLG00000016319
apteryx_haastii ENSAHAG00000004560
apteryx_owenii ENSAOWG00000001785
apteryx_rowi ENSARWG00000005854
dromaius_novaehollandiae ENSDNVG00000009958
pelodiscus_sinensis ENSPSIG00000009128
anolis_carolinensis ENSACAG00000012773
ovis_aries ENSOARG00000012780
capra_hircus ENSCHIG00000009119
bos_mutus ENSBMUG00000016724
bos_taurus ENSBTAG00000012239
bison_bison_bison ENSBBBG00000015735
sus_scrofa ENSSSCG00000032266
equus_asinus_asinus ENSEASG00005009922
equus_caballus ENSECAG00000010329
mustela_putorius_furo ENSMPUG00000003468
neovison_vison ENSNVIG00000021517
ailuropoda_melanoleuca ENSAMEG00000017845
canis_lupus_familiaris ENSCAFG00000003973
canis_lupus_dingo ENSCAFG00020022145
panthera_pardus ENSPPRG00000024774
panthera_tigris_altaica ENSPTIG00000013841
felis_catus ENSFCAG00000013041
pan_paniscus ENSPPAG00000033097
pan_troglodytes ENSPTRG00000019764
homo_sapiens ENSG00000157800
gorilla_gorilla ENSGGOG00000011497
nomascus_leucogenys ENSNLEG00000001879
piliocolobus_tephrosceles ENSPTEG00000035904
colobus_angolensis_palliatus ENSCANG00000037300
rhinopithecus_roxellana ENSRROG00000041046
rhinopithecus_bieti ENSRBIG00000042212
macaca_mulatta ENSMMUG00000015870
macaca_fascicularis ENSMFAG00000038757
macaca_nemestrina ENSMNEG00000044880
theropithecus_gelada ENSTGEG00000026905
papio_anubis ENSPANG00000007700
mandrillus_leucophaeus ENSMLEG00000034527
cercocebus_atys ENSCATG00000039038
chlorocebus_sabaeus ENSCSAG00000008259
cebus_capucinus_imitator ENSCCAG00000026819
aotus_nancymaae ENSANAG00000036220
carlito_syrichta ENSTSYG00000013268
microcebus_murinus ENSMICG00000015980
prolemur_simus ENSPSMG00000006206
propithecus_coquereli ENSPCOG00000014061
otolemur_garnettii ENSOGAG00000029064
nannospalax_galili ENSNGAG00000007888
chinchilla_lanigera ENSCLAG00000001923
loxodonta_africana ENSLAFG00000018405
sarcophilus_harrisii ENSSHAG00000014941
phascolarctos_cinereus ENSPCIG00000016378
xiphophorus_couchianus ENSXCOG00000014685
petromyzon_marinus ENSPMAG00000008435
caenorhabditis_elegans_strain_n2 WBGene00011717
caenorhabditis_elegans_strain_n2 WBGene00011719
