sarcophilus_harrisii ENSSHAG00000008112
phascolarctos_cinereus ENSPCIG00000025919
spermophilus_dauricus ENSSDAG00000003861
fukomys_damarensis ENSFDAG00000007048
ochotona_princeps ENSOPRG00000009409
tupaia_belangeri ENSTBEG00000007648
ursus_maritimus ENSUMAG00000004426
ursus_americanus ENSUAMG00000018104
ailuropoda_melanoleuca ENSAMEG00000012548
vulpes_vulpes ENSVVUG00000005037
panthera_tigris_altaica ENSPTIG00000014672
canis_lupus_dingo ENSCAFG00020013905
canis_lupus_familiaris ENSCAFG00000013661
neovison_vison ENSNVIG00000021813
mustela_putorius_furo ENSMPUG00000015162
felis_catus ENSFCAG00000041123
panthera_pardus ENSPPRG00000024822
pteropus_vampyrus ENSPVAG00000009064
cavia_aperea ENSCAPG00000001745
cavia_porcellus ENSCPOG00000034529
octodon_degus ENSODEG00000012279
chinchilla_lanigera ENSCLAG00000017029
echinops_telfairi ENSETEG00000020051
nomascus_leucogenys ENSNLEG00000006190
pan_paniscus ENSPPAG00000031194
chlorocebus_sabaeus ENSCSAG00000016200
theropithecus_gelada ENSTGEG00000011431
papio_anubis ENSPANG00000019493
macaca_fascicularis ENSMFAG00000002874
macaca_mulatta ENSMMUG00000021249
macaca_nemestrina ENSMNEG00000042868
mandrillus_leucophaeus ENSMLEG00000041519
cercocebus_atys ENSCATG00000040756
rhinopithecus_bieti ENSRBIG00000034115
rhinopithecus_roxellana ENSRROG00000043995
piliocolobus_tephrosceles ENSPTEG00000008395
colobus_angolensis_palliatus ENSCANG00000008352
homo_sapiens ENSG00000181585
pan_troglodytes ENSPTRG00000014856
gorilla_gorilla ENSGGOG00000003109
pongo_abelii ENSPPYG00000013929
callithrix_jacchus ENSCJAG00000002217
saimiri_boliviensis_boliviensis ENSSBOG00000027096
cebus_capucinus_imitator ENSCCAG00000032269
aotus_nancymaae ENSANAG00000021801
carlito_syrichta ENSTSYG00000003848
prolemur_simus ENSPSMG00000004622
propithecus_coquereli ENSPCOG00000020833
microcebus_murinus ENSMICG00000028660
otolemur_garnettii ENSOGAG00000002043
castor_canadensis ENSCCNG00000015715
dipodomys_ordii ENSDORG00000029413
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033894
mus_spicilegus ENSMSIG00000025544
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000049555
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032746
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015613
rattus_norvegicus ENSRNOG00000027799
meriones_unguiculatus ENSMUGG00000010384
cricetulus_griseus_crigri-picr ENSCGRG00015018100
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014558
cricetulus_griseus_crigri_1.0 ENSCGRG00000012327
peromyscus_maniculatus_bairdii ENSPEMG00000029291
microtus_ochrogaster ENSMOCG00000010682
nannospalax_galili ENSNGAG00000024036
ictidomys_tridecemlineatus ENSSTOG00000009042
urocitellus_parryii ENSUPAG00010016039
marmota_marmota_marmota ENSMMMG00000006967
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019471
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015634
oryctolagus_cuniculus ENSOCUG00000007420
tursiops_truncatus ENSTTRG00000017301
sus_scrofa ENSSSCG00000038857
vicugna_pacos ENSVPAG00000006376
bos_mutus ENSBMUG00000002755
bos_taurus ENSBTAG00000052515
bison_bison_bison ENSBBBG00000000852
ovis_aries ENSOARG00000007470
capra_hircus ENSCHIG00000019777
equus_caballus ENSECAG00000007216
equus_asinus_asinus ENSEASG00005008117
procavia_capensis ENSPCAG00000012358
loxodonta_africana ENSLAFG00000010899
choloepus_hoffmanni ENSCHOG00000000330
dasypus_novemcinctus ENSDNOG00000012522
myotis_lucifugus ENSMLUG00000027846
