mastacembelus_armatus ENSMAMG00000003340
monopterus_albus ENSMALG00000004795
anabas_testudineus ENSATEG00000012237
takifugu_rubripes ENSTRUG00000006770
tetraodon_nigroviridis ENSTNIG00000005164
mola_mola ENSMMOG00000014890
seriola_dumerili ENSSDUG00000009517
seriola_lalandi_dorsalis ENSSLDG00000013387
cynoglossus_semilaevis ENSCSEG00000016978
astatotilapia_calliptera ENSACLG00000019252
maylandia_zebra ENSMZEG00005015845
pundamilia_nyererei ENSPNYG00000011472
haplochromis_burtoni ENSHBUG00000022068
neolamprologus_brichardi ENSNBRG00000011433
oreochromis_niloticus ENSONIG00000011350
amphilophus_citrinellus ENSACIG00000007200
scophthalmus_maximus ENSSMAG00000000937
amphiprion_ocellaris ENSAOCG00000008362
amphiprion_percula ENSAPEG00000002885
acanthochromis_polyacanthus ENSAPOG00000019142
stegastes_partitus ENSSPAG00000005293
fundulus_heteroclitus ENSFHEG00000018149
cyprinodon_variegatus ENSCVAG00000004322
xiphophorus_maculatus ENSXMAG00000005199
xiphophorus_couchianus ENSXCOG00000006334
gambusia_affinis ENSGAFG00000002655
poecilia_formosa ENSPFOG00000015383
poecilia_latipinna ENSPLAG00000019034
poecilia_mexicana ENSPMEG00000013669
poecilia_reticulata ENSPREG00000020961
oryzias_latipes_asm223467v1 ENSORLG00000017990
oryzias_latipes_asm223471v1 ENSORLG00020015115
oryzias_latipes_asm223469v1 ENSORLG00015012861
oryzias_melastigma ENSOMEG00000003501
labrus_bergylta ENSLBEG00000010831
periophthalmus_magnuspinnatus ENSPMGG00000019518
gadus_morhua ENSGMOG00000001810
esox_lucius ENSELUG00000017897
pygocentrus_nattereri ENSPNAG00000019553
astyanax_mexicanus ENSAMXG00000014325
ictalurus_punctatus ENSIPUG00000001578
scleropages_formosus ENSSFOG00015021171
paramormyrops_kingsleyae ENSPKIG00000018988
lepisosteus_oculatus ENSLOCG00000016977
ornithorhynchus_anatinus ENSOANG00000031291
junco_hyemalis ENSJHYG00000006919
phascolarctos_cinereus ENSPCIG00000025858
notamacropus_eugenii ENSMEUG00000014779
sarcophilus_harrisii ENSSHAG00000012350
monodelphis_domestica ENSMODG00000017860
homo_sapiens ENSG00000196591
pan_troglodytes ENSPTRG00000018519
gorilla_gorilla ENSGGOG00000005428
pongo_abelii ENSPPYG00000016940
nomascus_leucogenys ENSNLEG00000013058
rhinopithecus_bieti ENSRBIG00000035973
rhinopithecus_roxellana ENSRROG00000032964
colobus_angolensis_palliatus ENSCANG00000035890
piliocolobus_tephrosceles ENSPTEG00000027742
theropithecus_gelada ENSTGEG00000003577
chlorocebus_sabaeus ENSCSAG00000015692
macaca_fascicularis ENSMFAG00000040542
macaca_nemestrina ENSMNEG00000001940
cercocebus_atys ENSCATG00000042591
mandrillus_leucophaeus ENSMLEG00000040672
saimiri_boliviensis_boliviensis ENSSBOG00000034651
saimiri_boliviensis_boliviensis ENSSBOG00000026123
cebus_capucinus_imitator ENSCCAG00000035694
callithrix_jacchus ENSCJAG00000004635
aotus_nancymaae ENSANAG00000034693
macaca_mulatta ENSMMUG00000008937
pan_paniscus ENSPPAG00000033144
papio_anubis ENSPANG00000004969
prolemur_simus ENSPSMG00000025136
microcebus_murinus ENSMICG00000000261
otolemur_garnettii ENSOGAG00000011016
tupaia_belangeri ENSTBEG00000015133
oryctolagus_cuniculus ENSOCUG00000000598
mus_spicilegus ENSMSIG00000004652
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000019777
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016048
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015239
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030656
rattus_norvegicus ENSRNOG00000000604
meriones_unguiculatus ENSMUGG00000002067
microtus_ochrogaster ENSMOCG00000007938
microtus_ochrogaster ENSMOCG00000007073
peromyscus_maniculatus_bairdii ENSPEMG00000019358
cricetulus_griseus_crigri-picr ENSCGRG00015025320
