anas_platyrhynchos_platyrhynchos ENSAPLG00000014780
anser_brachyrhynchus ENSABRG00000006051
gallus_gallus ENSGALG00000016990
meleagris_gallopavo ENSMGAG00000015023
coturnix_japonica ENSCJPG00005019762
numida_meleagris ENSNMEG00000007038
melopsittacus_undulatus ENSMUNG00000013022
ficedula_albicollis ENSFALG00000008234
lepidothrix_coronata ENSLCOG00000007316
taeniopygia_guttata ENSTGUG00000012267
lonchura_striata_domestica ENSLSDG00000007644
serinus_canaria ENSSCAG00000013210
junco_hyemalis ENSJHYG00000016362
zonotrichia_albicollis ENSZALG00000003578
parus_major ENSPMJG00000014912
cyanistes_caeruleus ENSCCEG00000010112
manacus_vitellinus ENSMVIG00005007555
calidris_pygmaea ENSCPGG00000001907
calidris_pugnax ENSCPUG00000012924
apteryx_owenii ENSAOWG00000018245
apteryx_haastii ENSAHAG00000014574
apteryx_rowi ENSARWG00000003430
dromaius_novaehollandiae ENSDNVG00000013417
crocodylus_porosus ENSCPRG00005001910
chrysemys_picta_bellii ENSCPBG00000008287
gopherus_agassizii ENSGAGG00000012125
pelodiscus_sinensis ENSPSIG00000018227
chelonoidis_abingdonii ENSCABG00000000134
nothoprocta_perdicaria ENSNPEG00000013308
sphenodon_punctatus ENSSPUG00000014032
notamacropus_eugenii ENSMEUG00000004462
phascolarctos_cinereus ENSPCIG00000006904
sarcophilus_harrisii ENSSHAG00000009981
monodelphis_domestica ENSMODG00000011348
neovison_vison ENSNVIG00000009101
mustela_putorius_furo ENSMPUG00000001500
ursus_maritimus ENSUMAG00000017098
ursus_americanus ENSUAMG00000017672
ailuropoda_melanoleuca ENSAMEG00000013313
canis_lupus_dingo ENSCAFG00020019384
vulpes_vulpes ENSVVUG00000028344
canis_lupus_familiaris ENSCAFG00000004478
panthera_pardus ENSPPRG00000015849
panthera_tigris_altaica ENSPTIG00000015667
felis_catus ENSFCAG00000034620
equus_caballus ENSECAG00000024376
equus_asinus_asinus ENSEASG00005017132
ovis_aries ENSOARG00000008014
capra_hircus ENSCHIG00000012630
bos_mutus ENSBMUG00000013162
bos_taurus ENSBTAG00000002959
bison_bison_bison ENSBBBG00000023203
tursiops_truncatus ENSTTRG00000002637
sus_scrofa ENSSSCG00000009408
vicugna_pacos ENSVPAG00000009435
pteropus_vampyrus ENSPVAG00000009908
myotis_lucifugus ENSMLUG00000012524
sorex_araneus ENSSARG00000013109
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003678
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009783
chinchilla_lanigera ENSCLAG00000004349
cavia_porcellus ENSCPOG00000011077
fukomys_damarensis ENSFDAG00000012768
octodon_degus ENSODEG00000005209
