xenopus_tropicalis ENSXETG00000010691
hippocampus_comes ENSHCOG00000007236
gopherus_agassizii ENSGAGG00000005298
chelonoidis_abingdonii ENSCABG00000001962
chrysemys_picta_bellii ENSCPBG00000026401
pelodiscus_sinensis ENSPSIG00000012460
taeniopygia_guttata ENSTGUG00000004423
lonchura_striata_domestica ENSLSDG00000004823
serinus_canaria ENSSCAG00000012069
zonotrichia_albicollis ENSZALG00000016671
junco_hyemalis ENSJHYG00000017504
ficedula_albicollis ENSFALG00000004074
parus_major ENSPMJG00000010265
cyanistes_caeruleus ENSCCEG00000008445
lepidothrix_coronata ENSLCOG00000009656
manacus_vitellinus ENSMVIG00005005675
melopsittacus_undulatus ENSMUNG00000005868
calidris_pygmaea ENSCPGG00000007287
calidris_pugnax ENSCPUG00000016911
anser_brachyrhynchus ENSABRG00000022686
anas_platyrhynchos_platyrhynchos ENSAPLG00000005267
meleagris_gallopavo ENSMGAG00000008758
coturnix_japonica ENSCJPG00005016293
gallus_gallus ENSGALG00000028691
numida_meleagris ENSNMEG00000021080
apteryx_owenii ENSAOWG00000007090
apteryx_haastii ENSAHAG00000009910
apteryx_rowi ENSARWG00000005940
dromaius_novaehollandiae ENSDNVG00000001260
nothoprocta_perdicaria ENSNPEG00000009446
sphenodon_punctatus ENSSPUG00000019037
notechis_scutatus ENSNSUG00000004310
anolis_carolinensis ENSACAG00000010719
salvator_merianae ENSSMRG00000006576
phascolarctos_cinereus ENSPCIG00000026352
notamacropus_eugenii ENSMEUG00000001284
sarcophilus_harrisii ENSSHAG00000010503
monodelphis_domestica ENSMODG00000016624
macaca_fascicularis ENSMFAG00000045056
macaca_mulatta ENSMMUG00000000589
macaca_nemestrina ENSMNEG00000043300
theropithecus_gelada ENSTGEG00000008565
papio_anubis ENSPANG00000034246
cercocebus_atys ENSCATG00000030435
mandrillus_leucophaeus ENSMLEG00000033073
chlorocebus_sabaeus ENSCSAG00000013141
piliocolobus_tephrosceles ENSPTEG00000006803
colobus_angolensis_palliatus ENSCANG00000029059
rhinopithecus_bieti ENSRBIG00000000485
rhinopithecus_roxellana ENSRROG00000037149
pan_troglodytes ENSPTRG00000007528
pan_paniscus ENSPPAG00000040972
homo_sapiens ENSG00000103152
gorilla_gorilla ENSGGOG00000010489
pongo_abelii ENSPPYG00000006896
nomascus_leucogenys ENSNLEG00000030748
saimiri_boliviensis_boliviensis ENSSBOG00000031429
cebus_capucinus_imitator ENSCCAG00000021512
callithrix_jacchus ENSCJAG00000011582
aotus_nancymaae ENSANAG00000024630
carlito_syrichta ENSTSYG00000033429
propithecus_coquereli ENSPCOG00000018738
microcebus_murinus ENSMICG00000010359
prolemur_simus ENSPSMG00000011427
cricetulus_griseus_crigri_1.0 ENSCGRG00000004660
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016501
cricetulus_griseus_crigri-picr ENSCGRG00015019782
microtus_ochrogaster ENSMOCG00000003994
peromyscus_maniculatus_bairdii ENSPEMG00000013129
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020287
mus_spicilegus ENSMSIG00000024316
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017024
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016179
rattus_norvegicus ENSRNOG00000020571
meriones_unguiculatus ENSMUGG00000002120
nannospalax_galili ENSNGAG00000020949
jaculus_jaculus ENSJJAG00000020414
spermophilus_dauricus ENSSDAG00000019560
urocitellus_parryii ENSUPAG00010012819
ictidomys_tridecemlineatus ENSSTOG00000000990
marmota_marmota_marmota ENSMMMG00000018662
cavia_aperea ENSCAPG00000017684
cavia_porcellus ENSCPOG00000039671
chinchilla_lanigera ENSCLAG00000014136
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002674
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006683
fukomys_damarensis ENSFDAG00000002013
castor_canadensis ENSCCNG00000015263
dipodomys_ordii ENSDORG00000001728
oryctolagus_cuniculus ENSOCUG00000017828
otolemur_garnettii ENSOGAG00000032580
myotis_lucifugus ENSMLUG00000015629
pteropus_vampyrus ENSPVAG00000000533
sorex_araneus ENSSARG00000014428
canis_lupus_familiaris ENSCAFG00000019700
canis_lupus_dingo ENSCAFG00020009328
vulpes_vulpes ENSVVUG00000013618
neovison_vison ENSNVIG00000014454
mustela_putorius_furo ENSMPUG00000016065
ursus_americanus ENSUAMG00000013835
ursus_maritimus ENSUMAG00000020813
ailuropoda_melanoleuca ENSAMEG00000006813
panthera_tigris_altaica ENSPTIG00000013718
panthera_pardus ENSPPRG00000014144
felis_catus ENSFCAG00000026946
equus_caballus ENSECAG00000022979
equus_asinus_asinus ENSEASG00005017882
ovis_aries ENSOARG00000010687
capra_hircus ENSCHIG00000011330
bos_mutus ENSBMUG00000024553
bos_taurus ENSBTAG00000026422
bison_bison_bison ENSBBBG00000002726
tursiops_truncatus ENSTTRG00000012069
sus_scrofa ENSSSCG00000007982
loxodonta_africana ENSLAFG00000013901
procavia_capensis ENSPCAG00000001592
echinops_telfairi ENSETEG00000018499
dasypus_novemcinctus ENSDNOG00000045408
latimeria_chalumnae ENSLACG00000017827
