anas_platyrhynchos_platyrhynchos ENSAPLG00000024423
lepidothrix_coronata ENSLCOG00000003213
equus_asinus_asinus ENSEASG00005002427
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015974
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017719
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003139
fukomys_damarensis ENSFDAG00000021342
dipodomys_ordii ENSDORG00000027821
oryctolagus_cuniculus ENSOCUG00000028124
dasypus_novemcinctus ENSDNOG00000039534
papio_anubis ENSPANG00000017095
dasypus_novemcinctus ENSDNOG00000048335
mustela_putorius_furo ENSMPUG00000008269
echinops_telfairi ENSETEG00000010244
macaca_nemestrina ENSMNEG00000038539
mustela_putorius_furo ENSMPUG00000003127
panthera_tigris_altaica ENSPTIG00000013949
capra_hircus ENSCHIG00000020351
canis_lupus_familiaris ENSCAFG00000017180
dasypus_novemcinctus ENSDNOG00000030945
tupaia_belangeri ENSTBEG00000012511
tupaia_belangeri ENSTBEG00000007607
ictidomys_tridecemlineatus ENSSTOG00000034519
nomascus_leucogenys ENSNLEG00000032512
aotus_nancymaae ENSANAG00000031918
theropithecus_gelada ENSTGEG00000009646
canis_lupus_familiaris ENSCAFG00000006327
mustela_putorius_furo ENSMPUG00000016249
ailuropoda_melanoleuca ENSAMEG00000002186
sorex_araneus ENSSARG00000013814
echinops_telfairi ENSETEG00000004129
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017212
scleropages_formosus ENSSFOG00015007588
